Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.zalando.co.uk/vero-moda-curve-vmbine-34-midi-dress-day-dress-port-royale-vee21c0a5-g11.html,Vero Moda,VMBINE 3/4 MIDI DRESS ,43.99,2,black,--,"50% polyester, 50% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Checked,Bust darts,VEE21C0A5-G11,Knee length,Elbow length,Elbow length,"44.0 "" (Size 14)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 14","15.5 "" (Size 14)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/scotch-and-soda-allover-printed-short-length-dress-day-dress-combo-sc321c07x-t11.html,Scotch & Soda,ALLOVER PRINTED SHORT LENGTH DRESS ,149.99,4,white multi-coloured,--,"80% viscose, 20% nylon",100% polyester,Machine wash at 30Â°C,--,--,Zip,,Low v-neck,Prints in general,Slip,SC321C07X-T11,--,"25.0 "" (Size S)",Long,"34.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/cream-crkimma-aline-dress-kim-fit-day-dress-moonstone-cr221c0n7-o11.html,Cream,CRKIMMA ALINE DRESS ,129.99,4,brown,--,"80% viscose, 20% nylon",--,--,--,--,--,,V-neck,Floral,Bust darts,CR221C0N7-O11,Calf length,"18.5 "" (Size 10)",Elbow length,"46.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/mango-day-dress-groen-m9121c5jm-m11.html,Mango,VEGA ,49.99,2,green,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Standing collar,--,--,,--,Prints in general,--,M9121C5JM-M11,Short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/never-fully-dressed-abstract-mallory-dress-day-dress-multi-coloured-nen21c046-t11.html,Never Fully Dressed,ABSTRACT MALLORY DRESS ,104.99,3,bright multi-coloured,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Prints in general,Bust darts,NEN21C046-T11,Calf length,Long,Long,--,Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/alberta-ferretti-dress-day-dress-beige-af321c028-b11.html,Alberta Ferretti,DRESS ,"1,105,00",5,sand,--,"85% viscose, 15% linen",--,Dry clean only,Turn-down collar,--,Button,Button down dresses,--,Plain,"Belt included, inseam pockets",AF321C028-B11,Knee length,"24.5 "" (Size 10)",Long,"45.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 10","17.0 "" (Size 10)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-jersey-dress-noir-m9121c5gx-q11.html,Mango,SABRINA ,49.99,2,black,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Lapel collar,--,Drawstring fastening,,Low v-neck,Plain,--,M9121C5GX-Q11,Extra short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/dkny-mermaid-x-back-gown-occasion-wear-peri-bliss-dk121c0ej-a11.html,DKNY,MERMAID X BACK GOWN ,214.99,5,blue,"Jersey, satin","94% polyester, 6% elastane",100% polyester,Dry clean only,--,--,Zip,,Round neckline,Plain,"Bust darts, slip",DK121C0EJ-A11,Maxi/long,Sleeveless,Sleeveless,--,Slim Fit,Slim fit,--,--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/han-kjoebenhavn-ruche-dress-cocktail-dress-party-dress-light-brown-hk021c00n-o11.html,Han KjÃ¸benhavn,RUCHE DRESS ,154.99,4,brown,Velvet/velour,"95% polyester, 5% elastane",--,--,--,Asymmetrical,Zip,,Round neckline,Animal print,--,HK021C00N-O11,Calf length,Sleeveless,Sleeveless,"46.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/derhy-day-dress-lilasmauve-rd521c0m0-t11.html,Derhy,ALBIZIA ROBE ,89.99,3,bright multi-coloured,--,100% cotton,100% cotton,Hand wash only,--,--,--,,Low v-neck,Floral,Slip,RD521C0M0-T11,Short,Elbow length,Elbow length,"35.5 "" (Size S)",Loose Fit,Loose fit,--,"11.5 "" (Size S)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/esprit-collection-sequin-cocktail-dress-party-dress-gunmetal-es421c1il-q11.html,Esprit,SEQUIN  ,104.99,3,silver,--,"95% polyester, 5% elastane","93% viscose, 7% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Boat neckline (wide),Plain,"Slip, sequins",ES421C1IL-Q11,Knee length,"25.0 "" (Size S)",Long,"37.0 "" (Size S)",Slim Fit,Slim fit,--,--,No,No,yes,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/sister-jane-lightning-speed-pleated-dress-day-dress-pink-qs021c078-j11.html,Sister Jane,LIGHTNING SPEED PLEATED DRESS ,84.99,3,pink,--,100% polyester,--,--,Peter pan collar,--,Zip,Pleated dresses,--,Prints in general,--,QS021C078-J11,Short,"27.0 "" (Size S)",Long,"34.5 "" (Size S)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-day-dress-royal-blueredwhite-m9121c5ij-k11.html,Mango,TRIP ,49.99,2,navy,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,--,,Low v-neck,Striped,--,M9121C5IJ-K11,Calf length,Extra short,Short,--,Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/never-fully-dressed-texas-dress-day-dress-multi-nen21c04h-t11.html,Never Fully Dressed,TEXAS DRESS ,104.99,3,multi-coloured,Satin,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low round neckline,Prints in general,--,NEN21C04H-T11,Calf length,"25.0 "" (Size 8)",Long,"48.5 "" (Size 8)",Regular Fit,Regular fit,--,"14.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/closet-closet-london-frill-dress-cocktail-dress-party-dress-lilac-cl921c0tr-i11.html,Closet,CLOSET LONDON FRILL DRESS ,84.99,3,purple,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,Wrap dresses,Low v-neck,Plain,--,CL921C0TR-I11,Short,Short,Short,"34.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","16.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/vero-moda-vmea-short-dress-day-dress-black-ve121c376-q11.html,Vero Moda,VMEA SHORT DRESS ,29.74,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Wrap dresses,Low v-neck,Plain,Slip,VE121C376-Q11,Short,"25.0 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,--,"15.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/vila-curve-vilynnea-dress-occasion-wear-total-eclipse-v0h21c00h-c11.html,Vila,VILYNNEA DRESS ,54.99,2,navy,"Lace, tulle",100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Round neckline,Plain,"Bust darts, slip, border",V0H21C00H-C11,Maxi/long,Sleeveless,Sleeveless,"58.5 "" (Size 18)",Regular Fit,Regular fit,--,"14.0 "" (Size 18)",No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/esprit-maternity-day-dress-salmon-es921c01v-h11.html,Esprit,Day dress,48.99,2,orange,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,V-neck,Plain,--,ES921C01V-H11,Calf length,Short,Short,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/lauren-ralph-lauren-amit-short-sleeve-day-dress-day-dress-navy-multi-l4221c1ai-k11.html,Ralph Lauren,AMIT SHORT SLEEVE DAY DRESS ,199.99,4,black,--,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,Accentuating the waist,Low v-neck,Prints in general,"Belt included, bust darts, slip",L4221C1AI-K11,Calf length,Short,Short,"51.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/missguided-tall-strap-drape-midi-dress-cocktail-dress-party-dress-black-mig21c0f3-q11.html,Missguided,STRAP DRAPE MIDI DRESS ,32.99,1,black,Satin,100% polyester,--,Machine wash at 30Â°C,--,Asymmetrical,Zip,,Spaghetti straps,Plain,--,MIG21C0F3-Q11,Calf length,Spaghetti straps,Spaghetti straps,"51.0 "" (Size 8)",Slim Fit,Slim fit,--,"15.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/yas-yaspariza-dress-occasion-wear-star-white-y0121c1sp-a11.html,Yas,YASPARIZA  DRESS  ,59.99,2,white,--,100% polyester,100% polyester,--,--,--,Button,,Round neckline,Plain,"Slip, fringing",Y0121C1SP-A11,Short,Sleeveless,Sleeveless,"41.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-maxi-dress-zwart-m9121c5al-q11.html,Mango,Day dress,59.99,2,black,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Do not iron",--,--,--,,Round neckline,Plain,--,M9121C5AL-Q11,Calf length,Long,Long,--,Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/resume-kacers-cocktail-dress-party-dress-tangorine-reg21c042-h11.html,RÃ©sumÃ©,KACERS  ,129.99,4,orange,Jersey,"92% cotton, 8% elastane",--,Machine wash at 40Â°C,--,--,--,Bodycon dresses,Low v-neck,Plain,--,REG21C042-H11,Maxi/long,"25.0 "" (Size S)",Long,"50.0 "" (Size S)",Bodycon,Slim fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/birgitte-herskind-dress-cocktail-dress-party-dress-black-bio21c02f-q11.html,Birgitte Herskind,DRESS ,109.99,3,black,Jersey,"95% modal, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,Asymmetrical,--,Bodycon dresses,Strapless,Plain,Bow,BIO21C02F-Q11,Calf length,One shoulder,One shoulder,"52.0 "" (Size 10)",Bodycon,Slim fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/only-carmakoma-carluxjoy-knee-dress-day-dress-chinois-green-ona21c0h8-m11.html,",Only",CARLUXJOY KNEE DRESS ,30.99,1,pastel green,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Standing collar,--,--,,V-neck,Prints in general,--,ONA21C0H8-M11,Knee length,Short,Short,"40.5 "" (Size 16)",Regular Fit,Regular fit,--,"15.5 "" (Size 16)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/the-kooples-robe-day-dress-blue-tha21c0b2-k11.html,The Kooples,ROBE ,314.99,5,navy,Chiffon,100% viscose,100% viscose,Dry clean only,--,--,Zip,Wrap dresses,Low v-neck,Floral,Slip,THA21C0B2-K11,Short,Elbow length,Elbow length,"34.5 "" (Size 8)",Regular Fit,Regular fit,--,"14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/pieces-pccarla-dress-day-dress-black-pe321c0zr-q11.html,Pieces,PCCARLA DRESS ,30.99,1,black multi-coloured,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,Button,,Low v-neck,Floral,"Inseam pockets, bust darts",PE321C0ZR-Q11,Knee length,Elbow length,Elbow length,"36.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/noisy-may-petite-nmkaylee-dress-day-dress-china-blue-nm521i02l-k11.html,Noisy May,NMKAYLEE DRESS ,30.99,1,blue,Sweat,"65% polyester, 35% cotton",--,"Do not tumble dry, machine wash at 30Â°C",Zip neck,--,--,,--,Plain,--,NM521I02L-K11,Short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/adidas-originals-dress-day-dress-rose-tone-ad121c07e-j11.html,Adidas,DRESS ,44.95,2,pink,Satin,100% polyester,--,Machine wash at 30Â°C,--,--,--,,Round neckline,--,--,AD121C07E-J11,Short,Elbow length,Elbow length,"36.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 10","16.0 "" (Size 10)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/esprit-collection-day-dress-off-white-es421c1m8-a11.html,Esprit,Day dress,69,2,off-white,--,"65% polyester, 29% viscose, 6% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,V-neck,Plain,--,ES421C1M8-A11,Calf length,3/4 length,Elbow length,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/inwear-lupeiw-dress-day-dress-sandy-grey-in321c0dr-b11.html,InWear,LUPEIW DRESS ,79.99,2,brown,Jersey,"70% modal, 30% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Wrap dresses,Low v-neck,Plain,--,IN321C0DR-B11,Knee length,"25.0 "" (Size S)",Long,"40.5 "" (Size S)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-day-dress-pastellrosa-m9121c5ik-j11.html,Mango,FEMME ,29.99,1,pastel pink,--,"85% viscose, 15% polyamide",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,--,,Low round neckline,Plain,Slip,M9121C5IK-J11,Short,Sleeveless,Sleeveless,--,Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/samsoee-samsoee-mynthe-dress-day-dress-caramel-cafe-sa321c0fg-o11.html,Samsoe Samsoe,MYNTHE DRESS ,189.99,4,brown,--,"61% acrylic, 39% polyester",100% polyester,"Machine wash at 30Â°C, A shrinkage of up to 5% may occur, do not tumble dry, Machine wash on gentle cycle",Standing collar,--,--,,Low v-neck,Floral,"Slip, bow",SA321C0FG-O11,Knee length,"24.0 "" (Size 12)",Long,"43.5 "" (Size 12)",Loose Fit,Loose fit,--,"18.5 "" (Size 12)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/missguided-petite-collared-dress-day-dress-pink-m0v21c0og-j11.html,Missguided,COLLARED DRESS ,26.99,1,pink,Sweat,"65% polyester, 35% cotton",--,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Plain,--,M0V21C0OG-J11,Extra short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/wal-g-emaan-midi-dress-cocktail-dress-party-dress-navy-blue-wg021c0oa-k11.html,WAL G.,EMAAN MIDI DRESS ,39.99,1,navy,Jersey,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Strapless,Plain,--,WG021C0OA-K11,Knee length,Spaghetti straps,Spaghetti straps,"39.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/allsaints-trude-vimur-dress-day-dress-ice-blue-a0q21c0g9-t11.html,AllSaints,TRUDE VIMUR DRESS ,244.99,5,white multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Low v-neck,Floral,"Inseam pockets, slip",A0Q21C0G9-T11,Calf length,"19.5 "" (Size 8)",Long,"51.0 "" (Size 8)",Regular Fit,Regular fit,--,"15.5 "" (Size 8)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/ivy-and-oak-dina-ann-day-dress-bright-white-iv321c0bd-a11.html,IVY & OAK,DINA ANN ,219.99,5,white,--,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Plain,"Belt included, inseam pockets, slip, covered fastener",IV321C0BD-A11,Maxi/long,"25.0 "" (Size 8)",Long,"53.0 "" (Size 8)",Regular Fit,Regular fit,--,"17.5 "" (Size 8)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/abercrombie-and-fitch-cocktail-dress-party-dress-black-a0f21c09c-q11.html,Abercrombie & Fitch,Cocktail dress / Party dress,59.99,2,black,--,"93% polyester, 7% elastane",--,--,--,--,Zip,,Low round neckline,Plain,Bust darts,A0F21C09C-Q11,Extra short,Short,Short,"30.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/31-phillip-lim-combo-dress-day-dress-khaki-31021c01a-n11.html,3.1 Phillip Lim,COMBO DRESS ,460,5,brown,Jersey,"59% cotton, 41% viscose",--,Dry clean only,--,--,Zip,,Round neckline,--,--,31021C01A-N11,Short,Short,Short,"34.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10",--,Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/calvin-klein-jeans-blocking-statement-logodress-day-dress-black-c1821c04o-q11.html,Calvin Klein,BLOCKING STATEMENT LOGODRESS ,76.49,2,black,Sweat,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Hooded dresses,--,Prints in general,Inseam pockets,C1821C04O-Q11,Short,"23.5 "" (Size S)",Long,"33.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",--,No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/ibana-damia-day-dress-pistache-21b21c01c-m11.html,Ibana,DAMIA ,289.99,5,green,--,100% leather,--,"Do not tumble dry, Do not wash",Turn-down collar,--,Button,Button down dresses,--,Plain,Belt included,21B21C01C-M11,Knee length,Short,Short,"40.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,https://www.zalando.co.uk/wal-g-lu-sequin-midi-dress-cocktail-dress-party-dress-emaraldblack-wg021c0rb-m11.html,WAL G.,LU SEQUIN MIDI DRESS ,59.99,2,black/green,Jersey,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,Wrap dresses,Low v-neck,--,"Padded bust, sequins",WG021C0RB-M11,Knee length,"25.5 "" (Size 10)",Long,"41.5 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",--,No,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/ragwear-mike-dress-day-dress-navy-r5921c0cu-k11.html,Ragwear,MIKE DRESS  ,47.99,2,navy,Jersey,"50% polyester, 50% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low round neckline,Prints in general,Decorative buttons,R5921C0CU-K11,--,Short,Short,"37.0 "" (Size S)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/esprit-collection-ecovero-dress-cocktail-dress-party-dress-purple-es421c1jm-i11.html,Esprit,ECOVERO DRESS ,99,3,purple,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Zip,,--,Plain,--,ES421C1JM-I11,Maxi/long,Sleeveless,Sleeveless,"56.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/adrianna-papell-ruffle-dress-cocktail-dress-party-dress-ivory-ad421c0ew-a11.html,Adrianna Papell,RUFFLE DRESS ,149.99,4,white,Satin,100% polyester,100% polyester,Dry clean only,--,--,Zip,,Round neckline,Plain,Slip,AD421C0EW-A11,Calf length,Short,Short,--,Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 6",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/abercrombie-and-fitch-puff-sleeve-midi-dress-day-dress-green-white-a0f21c09i-m11.html,Abercrombie & Fitch,PUFF SLEEVE MIDI DRESS ,59.49,2,white,--,"60% cotton, 40% polyester",--,Machine wash at 30Â°C,--,--,--,,Square neckline,Striped,Bust darts,A0F21C09I-M11,Calf length,Short,Short,"35.5 "" (Size S)",Regular Fit,Regular fit,--,"14.5 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
