"predict","alternative","casual chic","classic","edgy","girly","sporty","trendy","C1","brand","description","day dress","category","price","color","Bottom part material","Contains non-textile parts of animal origin","Fabric","Sheer","Outer fabric material","Lining","Care instructions","Collar","Cut","Pockets","Fastening","Neckline","Pattern","Details","Article number","Length","Sleeve length","Total length","Fit","Our model's height","Back width"
"edgy",0.3426288965909856,6.358660368902849E-6,2.3801007852101763E-4,0.6401314534435495,0.002664529901529875,1.8887929493285896E-12,0.01433075132315625,2121,"Mother of Pearl","GATHERED DRESS WITH SPLITS AND TIE CUFFS ","Day dress","summer-dresses",295.0,"army green",,,,"Semi-sheer","100% lyocell",,"Hand wash only",,,,"Laces","Crew neck","Plain","Belt included","MP421C034-N11","Calf-length","25.0 "" (Size S)","47.0 "" (Size S)","Loose Fit","Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)"
"girly",0.42669253489270126,5.783969069993543E-5,7.649451166608686E-7,1.7344169410139108E-6,0.548204937996122,8.368514954417514E-13,0.025042188057582137,2122,"VILA PETITE","VIJULIETTE ANKLE DRESS ","Day dress","summer-dresses",59.99,"pink",,,"Chiffon",,"100% polyester","100% polyester","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Button","Crew neck","Floral","Belt included, elasticated waist, slip","VIP21C042-J11","Long","Spaghetti straps","51.0 "" (Size 8)","Regular Fit",,"14.0 "" (Size 8)"
"trendy",1.888992739105012E-9,2.6836968273635507E-13,1.0819889533635872E-11,1.55451065124648E-5,3.3224663767348935E-7,1.3269911685457398E-20,0.999984120746769,2123,"Max Mara Leisure","TALETE ","Cocktail dress / Party dress","Cocktail Dresses",209.99,"gold",,,"Satin",,"100% acetate",,"Dry clean only",,,,,"Scoop neck","Plain",,"M1X21C024-A11","Calf-length","Sleeveless","49.5 "" (Size 8)","Slim Fit","Our model is 5' 11""  tall and is wearing size 8","11.5 "" (Size 8)"
"trendy",1.150996924431448E-5,3.0098264055360752E-6,7.483293713358737E-8,0.018950485242282916,0.0027829365389102443,4.5124908750089404E-17,0.9782519835902199,2124,"Nly by Nelly","ROMANTIC DRESS ","Cocktail dress / Party dress","Cocktail Dresses",42.99,"black/white",,,,,"100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Cache-coeur","Animal print",,"NEG21C0EI-A11","Extra short","26.0 "" (Size 8)","34.0 "" (Size 8)","Slim Fit","Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
"alternative",0.9975407743004525,1.2180129977201005E-5,2.651281761428525E-7,0.002053067956303928,2.2659964456204776E-6,9.569246327700899E-14,3.9144648854909933E-4,2125,"Vero Moda Tall","VMICO CALF DRESS ","Day dress","summer-dresses",43.99,"black multi-coloured",,,,,"100% viscose",,"Do not tumble dry, machine wash at 30°C",,,,,"Low-cut v-neck","Floral","Bow","VEB21C0BU-Q11","Calf-length","27.5 "" (Size S)","47.5 "" (Size S)","Regular Fit",,"13.5 "" (Size S)"
"edgy",0.2002721694694034,0.0015346113899145125,5.2274824049029786E-5,0.7960076916796133,9.137264474267309E-5,2.6356459856489613E-13,0.002041879992013676,2126,"Kaffe","TIMANA DRESS ","Day dress","summer-dresses",69.99,"army green","100% polyester",,"Chiffon",,"95% polyester, 5% metal",,"Do not tumble dry, machine wash at 30°C","Standing collar",,,,"Low-cut v-neck","Animal print",,"KA321C0RI-M11","Knee-length","26.5 "" (Size 8)","39.5 "" (Size 8)","Loose Fit","Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)"
"alternative",0.9236058028759182,2.637696240092251E-6,2.6621560710287576E-7,5.819511014301924E-4,8.518042366708463E-5,0.07571873120667715,5.4304804603226795E-6,2127,"Esprit","DRESSES ","Day dress","summer-dresses",54.99,"white",,,"Sweat",,"78% cotton, 21% polyester, 1% viscose",,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle","Hood",,,,,"Marl","Inseam pockets","ES121C22M-C11","Short","24.5 "" (Size 8)","33.5 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8",
"edgy",0.00730318705115404,0.0010621066029337712,1.0266725481969206E-4,0.6441532661915744,0.264899438122081,6.653683224120406E-16,0.08247933477743638,2128,"Scotch & Soda","DRESS ","Cocktail dress / Party dress","Cocktail Dresses",119.99,"orange",,,"Satin",,"100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Mandarin collar",,,"Button",,"Checked","Belt included, bust darts","SC321C07M-T12","Short","18.5 "" (Size S)","37.0 "" (Size S)","Regular Fit","Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)"
"trendy",0.003342316833623776,3.4478864540936643E-6,7.616628605595165E-5,0.08908185015691211,6.578354144001322E-4,1.109829276818373E-11,0.9068383834114557,2129,"Vanessa Bruno","ROVA ","Denim dress","summer-dresses",219.99,"denim",,,"Denim",,"100% cotton",,"Do not tumble dry, machine wash at 30°C","Standing collar",,,,"Low-cut v-neck",,"Belt included, inseam pockets","0VB21C01S-K11","Knee-length","16.0 "" (Size 10)","40.5 "" (Size 10)","Regular Fit","Our model is 5' 11""  tall and is wearing size 10","14.5 "" (Size 10)"
"girly",1.7865315871149052E-9,3.890953487233877E-11,0.014487168034665668,4.6643867971049315E-8,0.5114149417842926,1.3169113714645296E-13,0.47409784171160085,2130,"Swing","ABENDKLEID AUS MATERIALMIX ","Occasion wear","Occasion dresses",164.99,"dark green","100% polyester",,"Lace, satin",,"86% polyamide, 12% polyester, 2% elastane","92% polyester, 8% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Crew neck","Plain","Underskirt","SG721C0JT-M11","Long","19.5 "" (Size 10)","59.0 "" (Size 10)","Regular Fit","Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)"
"trendy",0.011746035922895224,2.4555214760881934E-5,1.2277348001302821E-5,0.04539165394263011,0.02515054596962523,7.347698973099216E-8,0.9176748581250975,2131,"KARL LAGERFELD","MONOGRAM PUNTO DRESS ","Day dress","summer-dresses",259.99,"black",,,"Jersey",,"45% polyester, 29% polyamide, 24% viscose, 2% elastane","69% viscose, 31% polyester",,,,,"Zip","Crew neck",,"Inseam pockets, bust darts, slip","K4821C04U-Q11","Knee-length","Short",,"Slim Fit",,
"alternative",0.8944254835127112,0.004363275269121621,1.511840966699769E-4,7.789451808089244E-4,0.030435956801100263,3.5926648811495694E-10,0.06984515478032136,2132,"NÃ¼mph","CALTUMINE DRESS ","Day dress","summer-dresses",79.99,"white multi-coloured",,,,,"100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip",,"Floral","Slip","NU121C0DI-A11","Calf-length","19.5 "" (Size 8)","44.5 "" (Size 8)","Regular Fit","Our model is 5' 11""  tall and is wearing size 8",
"alternative",0.9744705240888245,0.0016274083460599024,1.414955112980422E-5,0.02370110153568291,1.0547001331125733E-4,2.0187939648593888E-11,8.134644480362757E-5,2133,"DanefÃ¦ KÃ¸benhavn","HETTIE DRESS ","Day dress","summer-dresses",79.99,"black multi-coloured",,,"Jersey",,"50% viscose, 50% cotton",,"Do not tumble dry, machine wash at 30°C","Turn-down collar",,,"Button",,"Floral",,"DAI21C00N-T11","Calf-length","Short","47.0 "" (Size 10)","Regular Fit",,
"sporty",1.6038207755305656E-8,6.281797342506739E-10,1.3014313256742245E-11,4.909041784841195E-6,1.5699253019370424E-11,0.9999950741047703,1.5834399156920694E-10,2134,"G-Star","BACK TEXT DRESS ","Day dress","summer-dresses",89.99,"black",,,"Sweat",,"55% cotton, 45% polyester",,"Do not tumble dry, machine wash at 30°C","Hood",,"Side pockets",,,"Print","Elasticated waist","GS121C0CU-Q11","Short","27.0 "" (Size S)","32.5 "" (Size S)","Oversized","Our model is 5' 9""  tall and is wearing size S",
"alternative",0.6103691055004785,0.11606695800084121,1.8647385285077203E-4,0.002308713395298967,6.397857128058786E-4,1.0485679809149124E-6,0.2704279149697437,2135,"Max Mara Leisure","RIMMEL ","Day dress","summer-dresses",209.99,"stone",,,,,"100% cotton",,"Machine wash at 30°C, Machine wash on gentle cycle","Turn-down collar",,,,"Low-cut v-neck","Plain",,"M1X21C028-B11","Knee-length","24.5 "" (Size S)","41.5 "" (Size S)","Regular Fit","Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)"
"alternative",0.9968287429220978,0.003168849729528212,6.115631580964452E-9,1.0341286444668642E-7,2.1285801919631862E-6,1.0879857714904882E-17,1.6923968609598032E-7,2136,"Pieces","PCKEBA DRESS ","Day dress","summer-dresses",30.99,"black multi-coloured",,,,,"100% polyester",,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle","Turn-down collar",,,"Button",,"Floral","Bust darts","PE321C17Z-K11","Knee-length","24.5 "" (Size S)","37.5 "" (Size S)","Loose Fit",,"15.5 "" (Size S)"
"trendy",7.533019075853537E-11,2.1971096655447706E-14,6.555994331198348E-13,0.002985812754420879,1.670455079224428E-6,2.05229642374176E-17,0.9970125167144921,2137,"David Koma","GATHERED  ","Cocktail dress / Party dress","Cocktail Dresses",,"black",,,"Tulle",,"82% polyamide, 18% elastane","68% acetate, 32% polyester","Dry clean only",,,,"Zip","Square neck","Plain","Slip","D0T21C00H-Q11","Extra short","25.0 "" (Size 8)","31.5 "" (Size 8)","Bodycon","Our model is 5' 10""  tall and is wearing size 8",
"edgy",0.007253131404351035,0.012347746654908624,6.360332851527544E-6,0.6990376877661062,0.09363020373509477,1.9012738695419948E-13,0.18772487010649763,2138,"Lauren Ralph Lauren","PRINTED GEORGETTE DRESS ","Day dress","summer-dresses",199.99,"red",,,,,"100% polyester","100% polyester","Machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Cache-coeur","Print","Bust darts, bow","L4221C16Y-G11","Long","24.5 "" (Size 8)","45.5 "" (Size 8)","Regular Fit","Our model is 5' 11""  tall and is wearing size 8","15.5 "" (Size 8)"
"edgy",0.07111032152501966,0.006329979960172898,1.5438418461190698E-4,0.6935174738955511,0.07928997775870407,5.605145580717643E-12,0.1495978626703352,2139,"Anna Field Petite","Cocktail dress / Party dress",,"Cocktail Dresses",32.99,"black multi-coloured",,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck","Floral","Bust darts","ANI21C03Q-Q11","Knee-length","Short","37.0 "" (Size 8)","Slim Fit",,"13.0 "" (Size 8)"
"trendy",9.971065152585434E-7,1.3157807670113825E-7,1.2489427566865755E-5,0.005365189648143706,0.246745400071019,4.0862022866207646E-12,0.7478757921645923,2140,"Nly by Nelly","PLISSE MIDI DRESS ","Cocktail dress / Party dress","Cocktail Dresses",42.99,"pink",,,"Satin",,"100% polyester",,"Do not tumble dry, machine wash at 30°C",,,,,"Crew neck","Plain",,"NEG21C0IG-J11","Knee-length","27.0 "" (Size S)","43.0 "" (Size S)","Slim Fit",,"13.0 "" (Size S)"
"girly",0.013069213881172636,3.479183215179868E-5,3.1300781655931088E-6,1.1112089787055894E-4,0.8143690691319458,7.826439303894798E-9,0.17241266635225425,2141,"BCBGMAXAZRIA","DAY DRESSES ","Day dress","summer-dresses",134.99,"white",,,,,"55% linen, 45% viscose","92% polyester, 8% elastane","Hand wash only",,,,"Zip","Cache-coeur","Plain","Border, slip","MX121C085-A11","Knee-length","Elbow length",,"Regular Fit",,
"alternative",0.6622153736190447,0.33745010700002664,3.260710410152349E-5,1.1445679888484612E-4,1.2952971829281672E-4,1.788318876203034E-11,5.79257417663559E-5,2142,"Anna Field Petite","Day dress",,"summer-dresses",30.99,"dark green",,,,,"100% viscose",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Button",,"Plain","Bust darts","ANI21C03L-M11","Short","17.5 "" (Size S)","35.5 "" (Size S)","Loose Fit",,"15.5 "" (Size S)"
"casual chic",0.1277339619627935,0.834992943833939,4.945625540544963E-7,0.03278091124321869,0.00449153562116876,8.561635052573878E-14,1.5277624032370371E-7,2143,"MAMALICIOUS","MLPHINA TESS WOVEN DRESS ","Day dress","summer-dresses",43.99,"black",,,,,"100% viscose",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,"Laces","Cache-coeur","Floral","Belt included","M6429F0ZL-Q11","Knee-length","25.0 "" (Size 8)","37.5 "" (Size 8)","Regular Fit",,"15.0 "" (Size 8)"
"girly",9.762739454357577E-6,1.2322976687330294E-5,1.0943743778578928E-11,4.875440649269941E-9,0.9999779091165245,4.062970516619224E-18,2.80949560626896E-10,2144,"ONLY","ONLOLIVIA DRESS ","Day dress","summer-dresses",25.99,"pastel yellow",,,,"Semi-sheer","100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Laces","Cache-coeur","Floral","Bust darts","ON321C1RR-E11","Knee-length","Short","40.0 "" (Size 8)","Regular Fit",,"15.5 "" (Size 8)"
"alternative",0.997696874509666,1.61582593757089E-4,5.784645167140669E-6,6.031322318639718E-6,0.0020537203724956053,3.97856328907489E-14,7.600655655563475E-5,2145,"Derhy","AKEMI ROBE ","Day dress","summer-dresses",79.99,"pink",,,,,"100% viscose","100% cotton","Do not tumble dry, Hand wash only","Turn-down collar",,,"Button","Low-cut v-neck","Floral","Slip","RD521C0LD-K11","Short","Elbow length","36.0 "" (Size S)","Loose Fit","Our model is 5' 10""  tall and is wearing size S",
"edgy",5.817730247707735E-29,1.7235544137929918E-22,2.413494242817434E-10,0.7390930633361877,4.8786542674523737E-5,1.0592386838583042E-55,0.2608581498797883,2146,"Roksanda","RIMA DRESS ","Day dress","summer-dresses",750.0,"pastel orange",,,,,"100% cotton",,"Do not tumble dry, machine wash at 30°C","Standing collar",,,"Zip",,"Plain",,"R9821C01V-H11","Short","Sleeveless","39.0 "" (Size 10)","Oversized","Our model is 5' 11""  tall and is wearing size 10","16.0 "" (Size 10)"
"alternative",0.5769368048329915,0.008234208947979231,1.1633191418279773E-9,0.0010321648809869795,0.23126254617454434,4.86603383405655E-16,0.18253427400017835,2147,"Glamorous","MINI BUTTON THROUGH DRESS WITH GATHERED BUST PANEL PUFF SHORT SLEEVE ","Day dress","summer-dresses",35.99,"bright multi-coloured",,,,,"100% polyester","100% cotton","Hand wash only",,,,"Zip","Backless","Floral","Decorative buttons, bow","GL921C0PU-M11","Short","Short","32.5 "" (Size 8)","Slim Fit","Our model is 5' 9""  tall and is wearing size 8",
"alternative",0.6671587288210862,4.513376882574673E-6,0.023768420445509416,0.2682105342801507,0.022514911434557604,5.356813569813845E-13,0.01834289164127802,2148,"comma","Day dress",,"summer-dresses",114.99,"pink",,,,,"97% cotton, 3% elastane","100% viscose","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Mandarin collar",,,"Zip","Low-cut v-neck","Animal print","Belt included, bust darts, slip","CO121C13G-B11","Short","Short","35.0 "" (Size 10)","Slim Fit","Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)"
"sporty",3.2846579812769146E-6,1.6194344086398718E-6,1.8104221831136638E-7,1.694689137240462E-6,1.4887367880467022E-7,0.999989664255496,3.4070470797274073E-6,2149,"BOSS","Boss x Russell Athletic EYONA ","Day dress","summer-dresses",219.99,"grey",,,"Sweat",,"83% cotton, 17% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck","Marl","Inseam pockets, button row","BB121C0B2-C11","Short","23.0 "" (Size S)","40.0 "" (Size S)","Regular Fit","Our model is 5' 10""  tall and is wearing size S",
"trendy",0.032879827307053786,0.04936261105244291,0.01294498219063126,0.07613517651290873,0.23830336784549822,1.6124906630190261E-9,0.5903740334789744,2150,"Anna Field","Cocktail dress / Party dress",,"Cocktail Dresses",39.99,"bordeaux",,,"Jersey",,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Button","Crew neck","Plain","Bust darts","AN621C1P0-G11","Knee-length","Short","41.0 "" (Size S)","Slim Fit","Our model is 5' 10""  tall and is wearing size S",
"edgy",7.957901024047503E-5,1.1033614632118364E-8,1.782142243560087E-7,0.9999104448275818,3.9497829510648255E-6,6.848593274299962E-8,5.768645455101172E-6,2151,"Han KjÃ¸benhavn","HALF ZIP SHARP DRESS ","Day dress","summer-dresses",119.99,"black",,,"Velvet/velour",,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C","Zip neck",,,,,"Animal print","Shoulder pads","HK021C00Q-Q11","Short","23.5 "" (Size S)","35.0 "" (Size S)","Bodycon","Our model is 5' 10""  tall and is wearing size S",
"girly",1.5152266065925925E-8,2.0463799460998407E-11,3.6321884358829943E-10,3.2806486578848954E-8,0.9761565966450015,1.1645166048674278E-13,0.02384335501244678,2152,"WAL G.","APRIL SKATER DRESS ","Jersey dress","Cocktail Dresses",32.99,"pastel blue",,,"Jersey",,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Backless","Plain","Padded bust","WG021C0P4-K11","Short","Spaghetti straps","34.0 "" (Size 10)","Slim Fit","Our model is 5' 9""  tall and is wearing size 10",
"alternative",0.9998758220233801,3.158072206499884E-6,6.223047061552532E-5,4.6660654914449587E-5,5.016317674652153E-6,1.7812560466886047E-10,7.1122830831135585E-6,2153,"Esprit","Day dress",,"summer-dresses",39.99,"bordeaux",,,,,"100% viscose",,"Do not bleach, do not tumble dry, machine wash at 30°C",,,,"Button","Crew neck","Plain",,"ES121C22V-G11","Calf-length","Long",,"Loose Fit",,
"girly",0.11896859572946462,0.007232196015368765,0.0035314072840196735,0.0966826572441954,0.7731001198207086,5.1431771211774155E-9,4.850187630658625E-4,2154,"Wood Wood","MOLINA CRINKLED DRESS ","Day dress","summer-dresses",209.99,"navy",,,,"Semi-sheer","79% viscose, 20% nylon, 1% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck","Plain","Belt included, bust darts","WO421C015-K11","Calf-length","Sleeveless","56.5 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)"
"trendy",7.525894836875381E-16,9.75616548970119E-17,9.034136792400583E-6,0.1921670308691883,6.115608668824384E-6,1.3697005670642539E-33,0.8078178193853497,2155,"Victoria Beckham","SLEEVELESS MINI SHIFT DRESS ","Cocktail dress / Party dress","Cocktail Dresses",500.0,"black",,,,,"100% viscose",,"Dry clean only","Shawl collar",,,,"Low-cut v-neck","Plain","Inseam pockets","V0921C029-Q11","Short","Sleeveless","34.0 "" (Size 8)","Oversized","Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)"
"trendy",3.334788629449674E-6,4.149864544700286E-7,2.939428439779132E-5,0.0032042446729552,0.018932467648010903,3.282809668330513E-13,0.9778301436192239,2156,"Alice + Olivia","MARIE  ","Day dress","summer-dresses",340.0,"white",,,,"Semi-sheer","73% cotton, 24% nylon, 3% elastane",,"Dry cleaning","Turn-down collar",,,"Button",,"Plain","Belt included, covered fastener","A2N21C00Y-A11","Short","23.5 "" (Size S)","33.5 "" (Size S)","Regular Fit","Our model is 5' 9""  tall and is wearing size S","16.0 "" (Size S)"
"trendy",1.2864730605710488E-6,2.9629872144833827E-9,1.4635512911384593E-6,0.07498869898289719,0.22734287058199318,1.7901426404055258E-13,0.6976656774475917,2157,"WAL G.","JAQUELINE SKATER DRESS ","Cocktail dress / Party dress","Cocktail Dresses",35.99,"bordeaux",,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Backless","Plain",,"WG021C0QV-I11","Short","Sleeveless","33.0 "" (Size 10)","Regular Fit","Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)"
"alternative",0.8749889821089438,0.030865853434279528,1.6867380977981415E-7,1.5700043075565353E-4,0.09365942985656968,5.0446930876390136E-8,3.285150487105136E-4,2158,"Vila","VIGORGEOUS V NECK DRESS ","Day dress","summer-dresses",34.99,"black",,,"Mesh",,"95% polyester, 5% elastane","100% polyester","Do not tumble dry, machine wash at 30°C",,,,,"Low-cut v-neck","Floral","Slip","V1021C357-K11","Short","25.5 "" (Size S)","36.5 "" (Size S)","Regular Fit",,
