cv_predicted,Styles,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
trendy,trendy,0.06357608299999999,3105,https://www.zalando.co.uk/marc-opolo-denim-dress-raglan-sleeve-day-dress-citra-lime-op521c064-m11.html,Marc O'Polo DENIM,DRESS RAGLAN SLEEVE , Day dress,summer-dresses,Â£129.99,pastel green,--,--,Chiffon,--,"85% modal, 15% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,--,--,Button,--,Plain,--,OP521C064-M11,Short,"17.0 "" (Size S)","38.0 "" (Size S)",Loose Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.163195019,3152,https://www.zalando.co.uk/edc-by-esprit-day-dress-garnet-red-ed121c0y3-i12.html,edc by Esprit,Day dress,,summer-dresses,Â£29.99,bordeaux,--,--,--,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,--,--,Boat neck,Plain,--,ED121C0Y3-I12,Thigh-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.314741084,7281,https://www.zalando.co.uk/pieces-petite-pcnaja-dress-cocktail-dress-party-dress-black-pit21c03y-q11.html,Pieces Petite,PCNAJA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£25.99,black,--,--,Velvet/velour,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Plain,--,PIT21C03Y-Q11,Extra short,"22.5 "" (Size S)","32.5 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,classic,0.212895382,654,https://www.zalando.co.uk/esprit-collection-day-dress-navy-es421c1g3-k11.html,Esprit Collection,Day dress,,summer-dresses,Â£89.99,black,--,--,--,--,100% polyester,--,Do not tumble dry,--,--,--,--,--,Floral,--,ES421C1G3-K11,--,Sleeveless,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.5858145570000001,3940,https://www.zalando.co.uk/second-female-davida-wrap-dress-day-dress-surf-spray-se421c07t-l11.html,Second Female,DAVIDA WRAP DRESS , Day dress,summer-dresses,Â£154.99,pastel green,--,--,--,--,"65% lyocell, 19% nylon, 16% linen",100% viscose,"Do not tumble dry, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Slip,SE421C07T-L11,Knee-length,"18.5 "" (Size M)","41.0 "" (Size M)",Regular Fit,"Our model is 5' 10""  tall and is wearing size M","16.0 "" (Size M)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.36190681799999996,7084,https://www.zalando.co.uk/pinko-livorno-dress-cocktail-dress-party-dress-black-p6921c0c8-q11.html,Pinko,LIVORNO DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£264.99,black,--,--,Faux leather,--,100% polyester,100% polyamide,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Hook fasteningÂ ,Low-cut v-neck,Plain,"Zip fastening, slip",P6921C0C8-Q11,Short,"25.0 "" (Size 10)","33.0 "" (Size 10)",Bodycon,--,"15.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.6738997,4341,https://www.zalando.co.uk/cmeo-collective-cocktail-dress-party-dress-black-botanic-cq421c03h-q11.html,CMEO COLLECTIVE,NEW DIRECTION DRESS , Day dress,summer-dresses,Â£184.99,black multi-coloured,--,--,--,--,"55% linen, 45% viscose",100% cotton,--,--,--,--,Zip,Cache-coeur,Floral,"Slip, lined fastener",CQ421C03H-Q11,Extra short,Elbow length,"26.0 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,classic,0.579131661,1065,https://www.zalando.co.uk/yas-yasadira-ls-dress-day-dress-black-y0121c1sv-k11.html,YAS,YASADIRA LS DRESS , Day dress,summer-dresses,Â£47.99,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,--,Button,--,Floral,--,Y0121C1SV-K11,Knee-length,"25.0 "" (Size S)","38.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.73749301,2395,https://www.zalando.co.uk/tommy-hilfiger-relaxed-half-zip-short-dress-ls-day-dress-desert-sky-to121c0kr-k11.html,Tommy Hilfiger,RELAXED HALF ZIP SHORT DRESS , Day dress,summer-dresses,Â£139.99,navy,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,--,--,--,--,Plain,--,TO121C0KR-K11,Short,Long,--,Loose Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.838397941,7050,https://www.zalando.co.uk/needle-and-thread-iris-bloom-ballerina-dress-cocktail-dress-party-dress-moonshine-nt521c0fy-j11.html,Needle & Thread,IRIS BLOOM BALLERINA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£344.99,white multi-coloured,--,--,Tulle,--,100% nylon,100% polyester,Dry cleanable,--,--,--,Zip,Backless,Floral,Slip,NT521C0FY-J11,Calf-length,"23.0 "" (Size 8)","47.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.557732837,4347,https://www.zalando.co.uk/summery-copenhagen-dress-day-dress-shell-pinkdusty-pink-cec21c03s-h11.html,SUMMERY Copenhagen,DRESS , Day dress,summer-dresses,Â£164.99,pastel orange,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,--,Bust darts,CEC21C03S-H11,Short,"23.5 "" (Size S)","33.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.811945038,6575,https://www.zalando.co.uk/monki-day-dress-pink-light-moq21c0br-j11.html,Monki,Cocktail dress / Party dress,,Cocktail Dresses,Â£22.00,pastel pink,--,--,--,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Backless,Plain,--,MOQ21C0BR-J11,Short,"Sleeveless, spaghetti straps","30.0 "" (Size 10)",Regular Fit,--,"15.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.027945725,6956,https://www.zalando.co.uk/max-mara-leisure-gaetana-cocktail-dress-party-dress-rosa-m1x21c029-j11.html,Max Mara Leisure,GAETANA , Cocktail dress / Party dress,Cocktail Dresses,Â£159.99,sand,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cowl neck,Plain,Adjustable straps,M1X21C029-J11,Calf-length,Spaghetti straps,"49.5 "" (Size 8)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,classic,0.34875296299999997,112,https://www.zalando.co.uk/superdry-day-dress-black-su221c0ph-q11.html,Superdry,SUPERDRY  , Day dress,summer-dresses,Â£27.50,black,--,--,--,--,100% viscose,--,"Do not bleach, do not tumble dry",--,--,--,--,Backless,Plain,--,SU221C0PH-Q11,Calf-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.981435388,1524,https://www.zalando.co.uk/naf-naf-artou-day-dress-artou-noir-na521c19j-t11.html,NAF NAF,ARTOU  , Day dress,summer-dresses,Â£89.99,black,--,--,--,Semi-sheer,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,V-neck,Floral,--,NA521C19J-T11,Short,"23.0 "" (Size 8)","35.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.7281751759999999,5934,https://www.zalando.co.uk/pinko-metrologia-dress-day-dress-black-p6921c0b2-q11.html,Pinko,METROLOGIA DRESS , Day dress,summer-dresses,Â£199.99,black,--,--,Sweat,--,100% cotton,--,Hand wash only,--,--,--,--,Crew neck,Plain,"Fringing, rhinestones",P6921C0B2-Q11,Extra short,"19.5 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.38935976899999997,3913,https://www.zalando.co.uk/redraft-volant-dress-palm-leaves-day-dress-white-rem21c01m-a11.html,Re.draft,VOLANT DRESS PALM LEAVES , Day dress,summer-dresses,Â£54.99,grey,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Print,"Inseam pockets, bow",REM21C01M-A11,Calf-length,"19.0 "" (Size 8)","44.5 "" (Size 8)",Loose Fit,--,"15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.850772469,5526,https://www.zalando.co.uk/cotton-on-petite-petite-dress-day-dress-lake-mist-blue-c6a21c008-k11.html,Cotton On Petite,PETITE DRESS , Day dress,summer-dresses,Â£28.99,blue,--,--,Rib,--,"72% viscose, 28% polyimide",--,"Do not tumble dry, Hand wash only",Turn-down collar,--,--,--,Low-cut v-neck,Plain,--,C6A21C008-K11,Short,Short,"35.0 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.08726006300000001,3338,https://www.zalando.co.uk/missguided-tall-frill-shoulder-mini-dress-day-dress-oatmeal-mig21c0hh-a11.html,Missguided Tall,FRILL SHOULDER MINI DRESS , Day dress,summer-dresses,Â£29.99,sand,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Backless,Plain,--,MIG21C0HH-A11,Extra short,Short,"33.5 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.711445592,7282,https://www.zalando.co.uk/vila-cocktail-dress-party-dress-black-v1021c29i-q11.html,Vila,Cocktail dress / Party dress,,Cocktail Dresses,Â£35.99,black,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, Dry cleanable, Machine wash on gentle cycle, Do not bleach",--,--,--,--,Crew neck,--,--,V1021C29I-Q11,--,"26.5 "" (Size M)","36.5 "" (Size M)",--,"Our model is 5' 10""  tall and is wearing size M",--,--,--,--,--,--,"92% polyamide, 8% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,classic,0.826792168,7,https://www.zalando.co.uk/anna-field-dress-day-dress-dark-green-an621c1p1-m11.html,Anna Field,DRESS , Day dress,summer-dresses,Â£31.49,dark green,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Plain,"Belt included, underskirt",AN621C1P1-M11,Short,"24.0 "" (Size 8)","35.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.848196086,3827,https://www.zalando.co.uk/proenza-schouler-white-label-wrap-dress-cocktail-dress-party-dress-black-p1y21c00k-q11.html,Proenza Schouler White Label,WRAP DRESS , Day dress,summer-dresses,Â£630.00,black,--,--,Faux leather,--,100% polyester,"50% polyester, 50% viscose",Hand wash only,--,--,--,Belt,Cache-coeur,Plain,Belt included,P1Y21C00K-Q11,Calf-length,"22.0 "" (Size 10)","47.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.141236145,1744,https://www.zalando.co.uk/monki-day-dress-yellow-solid-moq21c0c0-e11.html,Monki,Day dress,,summer-dresses,Â£26.00,pastel yellow,--,--,--,Semi-sheer,100% cotton,--,Machine wash at 40Â°C,--,--,--,--,Backless,Plain,--,MOQ21C0C0-E11,Calf-length,Short,"46.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,classic,0.9865731409999999,4019,https://www.zalando.co.uk/roksanda-savannah-dress-day-dress-coral-r9821c01q-g11.html,Roksanda,SAVANNAH DRESS , Day dress,summer-dresses,Â£995.00,red,--,--,--,--,100% cotton,--,"Machine wash at 30Â°C, do not tumble dry",--,--,--,Zip,Low-cut v-neck,Plain,--,R9821C01Q-G11,Calf-length,"24.5 "" (Size 10)","50.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","17.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.43525318399999996,5813,https://www.zalando.co.uk/redraft-dress-day-dress-deep-forest-rem21c01e-n11.html,Re.draft,DRESS , Day dress,summer-dresses,Â£59.99,army green,--,--,Faux leather,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,"Inseam pockets, bust darts",REM21C01E-N11,Short,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.133815383,2202,https://www.zalando.co.uk/tommy-hilfiger-short-dress-day-dress-desert-skyecru-to121c0k3-q11.html,Tommy Hilfiger,F&F SHORT LS , Day dress,summer-dresses,Â£139.99,black/white,--,--,--,--,100% viscose,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Print,--,TO121C0K3-Q11,Short,"25.0 "" (Size 8)","37.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.45629890700000003,2254,https://www.zalando.co.uk/object-objdina-short-dress-day-dress-cloud-dancer-ob121c0xk-a11.html,Object,OBJDINA SHORT DRESS , Day dress,summer-dresses,Â£54.99,white/yellow,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,--,--,Button,--,Floral,Bust darts,OB121C0XK-A11,Knee-length,3/4 length,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.193779153,2244,https://www.zalando.co.uk/nuemph-freja-dress-day-dress-dark-sapphire-nu121c0dh-k11.html,NÃ¼mph,FREJA DRESS , Day dress,summer-dresses,Â£69.99,black multi-coloured,--,--,Chiffon,--,"90% polyester, 10% elastane","95% viscose, 5% elastane","Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Polka dot,Slip,NU121C0DH-K11,Calf-length,"23.5 "" (Size 8)","46.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.6936602709999999,5558,https://www.zalando.co.uk/vero-moda-vmsasha-bali-short-dress-noos-day-dress-sablenellie-ve121c24u-g11.html,Vero Moda,VMSASHA BALI SHORT DRESS , Day dress,summer-dresses,Â£23.99,bordeaux,--,--,--,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Backless,Floral,Inseam pockets,VE121C24U-G11,Short,Short,"36.0 "" (Size S)",Regular Fit,--,"21.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,edgy,0.255189367,805,https://www.zalando.co.uk/saint-tropez-eda-dress-day-dress-raven-s2821c06t-q14.html,Saint Tropez,Day dress,,summer-dresses,Â£49.99,black/white,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Animal print,--,S2821C06T-Q14,Knee-length,"17.5 "" (Size S)","39.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.817898718,5696,https://www.zalando.co.uk/na-kd-caftan-midi-dress-day-dress-dark-sand-naa21c0m3-b11.html,NA-KD,CAFTAN MIDI DRESS , Day dress,summer-dresses,Â£48.99,sand,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,--,NAA21C0M3-B11,Calf-length,Elbow length,"48.5 "" (Size 8)",Oversized,"Our model is 5' 10""  tall and is wearing size 8","17.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.54616455,6641,https://www.zalando.co.uk/cult-gaia-orella-dress-cocktail-dress-party-dress-palm-cui21c00u-m11.html,Cult Gaia,ORELLA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£440.00,green,--,--,--,--,"55% linen, 43% viscose, 2% elastane",--,Dry cleaning,--,--,--,Zip,Backless,Plain,--,CUI21C00U-M11,Calf-length,Sleeveless,"54.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.52545517,2152,https://www.zalando.co.uk/farm-rio-leopards-jungle-midi-dress-day-dress-multi-coloured-f0i21c03d-t11.html,Farm Rio,LEOPARDS JUNGLE MIDI DRESS , Day dress,summer-dresses,Â£149.99,multi-coloured,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Zip,--,Animal print,Bust darts,F0I21C03D-T11,Calf-length,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,casual chic,0.17681962,6,https://www.zalando.co.uk/superdry-kala-smocked-midi-dress-day-dress-black-su221c0ie-q11.html,Superdry,KALA SMOCKED MIDI DRESS , Day dress,summer-dresses,Â£31.49,black,--,--,--,--,100% viscose,--,Machine wash at 30Â°C,--,--,--,--,Backless,Plain,Inseam pockets,SU221C0IE-Q11,Knee-length,Short,"42.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.23211540100000003,6271,https://www.zalando.co.uk/vila-visateeny-v-neck-ankle-dress-occasion-wear-navy-v1021c2wy-k11.html,Vila,VISATEENY V NECK ANKLE DRESS , Occasion wear,Occasion dresses,Â£54.99,navy,--,--,Satin,--,100% polyester,--,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,--,V1021C2WY-K11,Long,Short,"56.0 "" (Size 10)",Slim Fit,--,"14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.387811731,7529,https://www.zalando.co.uk/drykorn-malasi-day-dress-schwarz-dr221c054-q11.html,DRYKORN,MALASI , Day dress,Cocktail Dresses,Â£179.99,black,100% cotton,--,Jersey,--,"91% cotton, 9% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,DR221C054-Q11,Calf-length,Short,"51.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.65723375,211,https://www.zalando.co.uk/only-wickel-day-dress-night-sky-on321c1t0-k11.html,ONLY,ONLCARLY  , Day dress,summer-dresses,Â£30.99,navy,--,--,--,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Do not iron, Do not bleach",--,--,--,--,--,--,--,ON321C1T0-K11,--,Long,"36.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.8019437490000001,1231,https://www.zalando.co.uk/selected-femme-slfiana-34-knee-dress-day-dress-black-se521c14o-t11.html,Selected Femme,SLFIANA 3/4 KNEE DRESS , Day dress,summer-dresses,Â£54.99,black/white,--,--,--,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Checked,Belt included,SE521C14O-T11,Knee-length,3/4 length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.654068797,7592,https://www.zalando.co.uk/zign-day-dress-grey-zi121c026-c11.html,Zign,REDEZIGN  , Day dress,Cocktail Dresses,Â£21.24,grey,--,--,Jersey,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,ZI121C026-C11,Calf-length,Extra short,"42.5 "" (Size M)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.309791637,5759,https://www.zalando.co.uk/superdry-day-dress-washed-black-su221c0o1-q11.html,Superdry,Day dress,,summer-dresses,Â£44.99,black,--,--,--,--,100% lyocell,--,"Do not bleach, do not tumble dry",--,--,--,--,--,--,--,SU221C0O1-Q11,Short,Elbow length,--,Regular Fit,--,--,--,--,--,--,--,--,100% lyocell,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.257358633,7188,https://www.zalando.co.uk/patrizia-pepe-abito-jersey-dress-silver-lurex-p1421c0is-d11.html,Patrizia Pepe,ABITO , Cocktail dress / Party dress,Cocktail Dresses,Â£359.99,silver,--,--,Knit,--,"69% viscose, 18% polyamide, 13% polyester",--,Hand wash only,--,--,--,--,Low-cut v-neck,Marl,--,P1421C0IS-D11,Knee-length,"25.0 "" (Size 10)","36.0 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.212738698,5815,https://www.zalando.co.uk/billabong-dream-big-day-dress-black-bi721c031-q11.html,Billabong,DREAM BIG , Day dress,summer-dresses,Â£64.99,black multi-coloured,--,--,--,--,100% viscose,100% viscose,Hand wash only,--,--,--,Button,Low-cut v-neck,Floral,Slip,BI721C031-Q11,Knee-length,"17.5 "" (Size S)","43.5 "" (Size S)",Regular Fit,--,"17.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
