,cv_predicted,Style,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
560,edgy,edgy,Only,"ONLNELLA BODYCON DRESS ",28.99,1,black,Rib,"65% polyester, 30% viscose, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Bodycon dresses,Low v-neck,Plain,Decorative buttons,Short,Sleeveless,Sleeveless,"37.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
561,girly,girly,Marella,"EVA ",199.99,4,white,Chiffon,"70% cotton, 26% polyamide, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Plain,Embroidery,Short,Extra short,Short,"35.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",Yes,No,No,No,No
562,casual chic,casual chic,MICHAEL Michael Kors,"DITSY SLIP MINI ",164.99,4,black,Chiffon,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,"Adjustable straps, slip",Short,Spaghetti straps,Spaghetti straps,"35.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
563,edgy,edgy,Patrizia Pepe,"ABITO DRESS ",334.99,5,red,Leather,100% polyester,100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Bust darts,Calf length,Sleeveless,Sleeveless,"45.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","11.0 "" (Size 10)",No,No,No,No,No
564,girly,casual chic,Only,"ONLHANNA DRESS PETIT ",26.34,1,black multi-coloured,Chiffon,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Slip,Short,"23.5 "" (Size S)",Long,"34.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size S)",No,No,No,No,No
565,girly,casual chic,Only,"ONLTYRA LIFE SHORT DRESS ",34.99,1,pastel blue,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable, Do not bleach",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Plain,"Slip, Crochet Detailing",Short,3/4 length,Elbow length,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
566,classic,classic,NAF NAF,"NEW JOEY ",38.49,1,black,Chiffon,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Plain,Slip,Short,Extra short,Short,"35.5 "" (Size 10)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)",No,No,No,No,No
567,classic,classic,Max Mara Leisure,"FAGLIA ",199.99,4,pastel blue,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,Asymmetrical,Button,Wrap dresses,Round neckline,Striped,Inseam pockets,Short,Short,Short,"37.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","17.5 "" (Size 10)",No,yes,No,No,No
568,edgy,edgy,Patrizia Pepe,"DRESS ",264.99,5,black,Leather,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,Asymmetrical,Zip,Wrap dresses,Strapless,Plain,Slip,Short,Strapless,Strapless,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
569,trendy,trendy,Mango,"BRIT ",49.99,2,pink,Satin,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Standing collar,Asymmetrical,Zip,Wrap dresses,Cowl neckline,Plain,Rhinestones,Extra short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,yes,No,No
570,girly,girly,IN THE STYLE,"STACEY SOLOMON LONGLINE TUNIC  ",42.99,2,pastel blue,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Floral,"Belt included, bust darts",Calf length,"27.0 "" (Size 8)",Long,"55.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
571,trendy,trendy,"IVY & OAK ","BALLOON FLOWER ",209.99,5,black,Chiffon,100% cotton,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Low v-neck,Plain,"Slip, Crochet Detailing",Short,"19.5 "" (Size 8)",Long,"34.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,No,No,No
572,trendy,trendy,Marc'o polo,"DRESS RAGLAN SLEEVE ",129.99,4,pastel green,Chiffon,"85% modal, 15% polyester",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,Asymmetrical,Button,Wrap dresses,Round neckline,Plain,Slip,Short,Elbow length,Elbow length,"38.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size S)",No,No,No,No,No
573,classic,classic,Esprit,Day dress,29.99,1,burgundy,Chiffon,"95% viscose, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",Standing collar,Asymmetrical,Zip,Wrap dresses,Boat neckline (wide),Plain,Slip,Thigh length,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
574,edgy,edgy,Pieces,"PCNAJA DRESS ",25.99,1,black,Velvet/velour,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Extra short,"22.5 "" (Size S)",Long,"32.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
575,casual chic,classic,Esprit,Day dress,89.99,3,black,Chiffon,100% polyester,100% polyester,Do not tumble dry,Standing collar,Asymmetrical,Zip,Wrap dresses,Boat neckline (wide),Floral,Slip,Short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
576,trendy,trendy,Second Female,"DAVIDA WRAP DRESS ",154.99,4,pastel green,Chiffon,"65% lyocell, 19% nylon, 16% linen",100% viscose,"Do not tumble dry, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Floral,Slip,Knee length,"18.5 "" (Size M)",Elbow length,"41.0 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size M","16.0 "" (Size M)",No,No,No,No,No
577,edgy,edgy,Pinko,"LIVORNO DRESS ",264.99,5,black,Leather,100% polyester,100% polyamide,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Hook fasteningÂ ,Bodycon dresses,Low v-neck,Plain,"Zip fastening, slip",Short,"25.0 "" (Size 10)",Long,"33.0 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 10)",No,No,No,No,No
578,trendy,trendy,CMEO COLLECTIVE,"NEW DIRECTION DRESS ",184.99,4,black multi-coloured,Chiffon,"55% linen, 45% viscose",100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,"Slip, lined fastener",Extra short,Elbow length,Elbow length,"26.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No
579,casual chic,classic,Yas,"YASADIRA LS DRESS ",47.99,2,black,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,Asymmetrical,Button,Button down dresses,Low v-neck,Floral,Slip,Knee length,"25.0 "" (Size S)",Long,"38.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)",No,No,No,No,No
580,sporty,sporty,Tommy Hilfiger,"RELAXED HALF ZIP SHORT DRESS ",139.99,4,navy,Sweat,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,Long,Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
581,trendy,girly,Needle & Thread,"IRIS BLOOM BALLERINA DRESS ",344.99,5,white multi-coloured,Tulle,100% nylon,100% polyester,Dry cleanable,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Slip,Calf length,"23.0 "" (Size 8)",Long,"47.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
582,casual chic,casual chic,SUMMERY Copenhagen,"DRESS ",164.99,4,pastel orange,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Bust darts,Short,"23.5 "" (Size S)",Long,"33.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No
583,trendy,trendy,Monki,Cocktail dress / Party dress,22.0,1,pastel pink,Chiffon,"97% polyester, 3% elastane",100% polyester,"Machine wash at 40Â°C, do not tumble dry",Standing collar,Asymmetrical,Zip,Wrap dresses,Cowl neckline,Plain,Slip,Short,Spaghetti straps,Spaghetti straps,"30.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 10)",No,No,No,No,Yes
584,trendy,trendy,Max Mara Leisure,"GAETANA ",159.99,4,sand,Satin,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Cowl neckline,Plain,Adjustable straps,Calf length,Spaghetti straps,Spaghetti straps,"49.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
585,alternative,classic,Superdry,"SUPERDRY  ",27.5,1,black,Chiffon,100% viscose,100% polyester,"Do not bleach, do not tumble dry",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Calf length,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
586,casual chic,casual chic,NAF NAF,"ARTOU  ",89.99,3,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,V-neck,Floral,Slip,Short,"23.0 "" (Size 8)",Long,"35.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",Yes,No,No,No,No
587,edgy,edgy,Pinko,"METROLOGIA DRESS ",199.99,4,black,Sweat,100% cotton,100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Fringing, rhinestones",Extra short,"19.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,yes,No,No
588,classic,classic,Re.draft,"VOLANT DRESS PALM LEAVES ",54.99,2,grey,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Prints in general,"Inseam pockets, bow",Calf length,"19.0 "" (Size 8)",Elbow length,"44.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,yes,No,No,No
589,classic,classic,Cotton On,"PETITE DRESS ",28.99,1,blue,Rib,"72% viscose, 28% polyimide",100% polyester,"Do not tumble dry, Hand wash only",Turn-down collar,Asymmetrical,Zip,Bodycon dresses,Low v-neck,Plain,Slip,Short,Short,Short,"35.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
590,trendy,trendy,Missguided,"FRILL SHOULDER MINI DRESS ",29.99,1,sand,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Extra short,Short,Short,"33.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
591,classic,classic,Vila,Cocktail dress / Party dress,35.99,1,black,Chiffon,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, Dry cleanable, Machine wash on gentle cycle, Do not bleach",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Short,"26.5 "" (Size M)",Long,"36.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size M","14.0 "" (Size 8)",No,No,No,No,No
592,trendy,classic,Anna Field,"DRESS ",31.49,1,dark green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,Asymmetrical,Button,Button down dresses,Low v-neck,Plain,"Belt included, underskirt",Short,"24.0 "" (Size 8)",Long,"35.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
593,edgy,edgy,Proenza Schouler White Label,"WRAP DRESS ",630.0,5,black,Leather,100% polyester,"50% polyester, 50% viscose",Hand wash only,Standing collar,Asymmetrical,Belt,Wrap dresses,Low v-neck,Plain,Belt included,Calf length,"22.0 "" (Size 10)",Long,"47.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)",No,No,No,No,No
594,girly,girly,Monki,Day dress,26.0,1,pastel yellow,Chiffon,100% cotton,100% polyester,Machine wash at 40Â°C,Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Plain,Slip,Calf length,Short,Short,"46.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",yes,No,No,No,Yes
595,classic,classic,Roksanda,"SAVANNAH DRESS ",995.0,5,red,Chiffon,100% cotton,100% polyester,"Machine wash at 30Â°C, do not tumble dry",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Calf length,"24.5 "" (Size 10)",Long,"50.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","17.5 "" (Size 10)",No,No,No,No,No
596,edgy,edgy,Re.draft,"DRESS ",59.99,2,army green,Leather,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Inseam pockets, bust darts",Short,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,No,No
597,classic,classic,Tommy Hilfiger,"F&F SHORT LS ",139.99,4,black/white,Chiffon,100% viscose,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Prints in general,Slip,Short,"25.0 "" (Size 8)",Long,"37.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
598,casual chic,casual chic,Object,"OBJDINA SHORT DRESS ",54.99,2,white/yellow,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,Asymmetrical,Button,Wrap dresses,Round neckline,Floral,Bust darts,Knee length,3/4 length,Elbow length,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
599,classic,classic,Numph,"FREJA DRESS ",69.99,2,black multi-coloured,Chiffon,"90% polyester, 10% elastane","95% viscose, 5% elastane","Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Polka dot,Slip,Calf length,"23.5 "" (Size 8)",Long,"46.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
600,alternative,alternative,Vero Moda,"VMSASHA BALI SHORT DRESS ",23.99,1,burgundy,Chiffon,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Floral,Inseam pockets,Short,Short,Short,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","21.5 "" (Size S)",No,yes,No,No,Yes
601,classic,edgy,Saint Tropez,Day dress,49.99,2,black/white,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Animal Prints in general,Slip,Knee length,Elbow length,Elbow length,"39.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No
602,classic,classic,NA-KD,"CAFTAN MIDI DRESS ",48.99,2,sand,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Calf length,Elbow length,Elbow length,"48.5 "" (Size 8)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","17.0 "" (Size 8)",No,No,No,No,No
603,trendy,trendy,Cult Gaia,"ORELLA DRESS ",440.0,5,green,Chiffon,"55% linen, 43% viscose, 2% elastane",100% polyester,Dry cleaning,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Calf length,Sleeveless,Sleeveless,"54.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,Yes
604,girly,casual chic,Superdry,"KALA SMOCKED MIDI DRESS ",31.49,1,black,Chiffon,100% viscose,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Plain,Inseam pockets,Knee length,Short,Short,"42.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,No,Yes
605,classic,classic,Vila,"VISATEENY V NECK ANKLE DRESS ",54.99,2,navy,Satin,100% polyester,100% polyester,"Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Maxi/long,Short,Short,"56.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 10)",No,No,No,No,Yes
606,classic,classic,DRYKORN,"MALASI ",179.99,4,black,Jersey,"91% cotton, 9% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Calf length,Short,Short,"51.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
607,casual chic,casual chic,Only,"ONLCARLY  ",30.99,1,navy,Chiffon,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Do not iron, Do not bleach",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,Long,Long,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
608,edgy,edgy,Selected Femme,"SLFIANA 3/4 KNEE DRESS ",54.99,2,black/white,Chiffon,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Checked,Belt included,Knee length,3/4 length,Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
609,sporty,sporty,Zign,"REDEZIGN  ",21.24,1,grey,Jersey,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Calf length,Extra short,Short,"42.5 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
