Style options,Styles,Random order,Original order,,link,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
,trendy,0.384736855,7463,,https://www.zalando.co.uk/maya-deluxe-embellished-bandeau-pencil-midi-dress-cocktail-dress-party-dress-lilac-grey-m2z21c093-d11.html,EMBELLISHED BANDEAU PENCIL MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£119.99,silver,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,--,Zip,Backless,Plain,"Slip, sequins",M2Z21C093-D11,Knee-length,Strapless,"39.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.357794521,36,,https://www.zalando.co.uk/gap-cap-sleeve-button-front-day-dress-blue-floral-gp021c0kw-k12.html,CAP SLEEVE BUTTON FRONT , Day dress,summer-dresses,Â£46.74,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Low-cut v-neck,Floral,Button row,GP021C0KW-K12,Short,Short,"34.0 "" (Size 10)",Regular Fit,--,"14.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.49757373,4284,,https://www.zalando.co.uk/koche-dress-day-dress-black-koj21c00g-q11.html,DRESS , Day dress,summer-dresses,Â£439.99,black,--,--,--,--,"78% viscose, 18% polyamide, 4% elastane",--,"Hand wash only, Dry cleanable",--,--,--,--,Scoop neck,Plain,--,KOJ21C00G-Q11,Knee-length,Short,"35.5 "" (Size S)",Slim Fit,"Our model is 5' 8""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.511643015,6175,,https://www.zalando.co.uk/ivy-and-oak-bridal-manna-cocktail-dress-party-dress-snow-white-iv521c02q-a11.html,MANNA , Occasion wear,Occasion dresses,Â£279.99,white,--,--,--,--,"99% viscose, 1% elastane",100% polyester,"Do not tumble dry, Do not wash",--,--,--,Zip,Boat neck,Plain,Slip,IV521C02Q-A11,Long,"23.5 "" (Size 8)","59.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.661755387,6442,,https://www.zalando.co.uk/anna-field-short-sleeves-off-shoulder-lace-skirt-dress-cocktail-dress-party-dress-black-an621c1pb-q11.html,SHORT SLEEVES  OFF SHOULDER LACE SKIRT DRESS  , Cocktail dress / Party dress,Cocktail Dresses,Â£41.99,black,--,--,--,--,100% polyamide,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Backless,Plain,Slip,AN621C1PB-Q11,Knee-length,Short,"39.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,"68% viscose, 28% polyester, 4% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.662347041,1146,,https://www.zalando.co.uk/only-onlolivia-wrap-dress-day-dress-verdant-green-on321c1rr-m12.html,ONLOLIVIA DRESS , Day dress,summer-dresses,Â£25.99,green,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,ON321C1RR-M12,Knee-length,Short,"37.5 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.889537588,7396,,https://www.zalando.co.uk/mascara-cocktail-dress-party-dress-baby-blue-m0921c0dr-k11.html,Cocktail dress / Party dress,,Cocktail Dresses,Â£199.99,pastel blue,--,--,"Lace, tulle",--,100% polyester,--,--,--,--,--,Zip,Backless,Plain,"Slip, sequins, rhinestones",M0921C0DR-K11,Short,"Strapless, sleeveless","35.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.705270223,2241,,https://www.zalando.co.uk/fabienne-chapot-charlie-dress-day-dress-brownblack-fah21c03b-o11.html,CHARLIE DRESS , Day dress,summer-dresses,Â£149.99,black/brown,--,--,--,--,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Animal print,Slip,FAH21C03B-O11,Calf-length,Elbow length,"48.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.232995531,6212,,https://www.zalando.co.uk/christopher-kane-crystal-buckle-gown-occasion-wear-antique-white-c5y21c00c-a11.html,CRYSTAL BUCKLE GOWN , Occasion wear,Occasion dresses,"Â£1,295.00",white,--,--,Jersey,Semi-sheer,100% viscose,100% viscose,Dry clean only,--,--,--,Zip,Crew neck,Plain,"Slip, rhinestones",C5Y21C00C-A11,Long,"29.0 "" (Size 10)","67.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.447828815,5765,,https://www.zalando.co.uk/yas-yaspiccolina-midi-dress-day-dress-sky-captain-y0121c1d4-k11.html,YASPICCOLINA MIDI DRESS , Day dress,summer-dresses,Â£59.99,blue,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,"Inseam pockets, bust darts",Y0121C1D4-K11,Calf-length,Long,--,Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.114946073,265,,https://www.zalando.co.uk/freequent-day-dress-begonia-pink-mix-f0821c079-j11.html,Day dress,,summer-dresses,Â£79.99,white/pink,--,--,--,--,"70% viscose, 30% linen",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,V-neck,Striped,Bust darts,F0821C079-J11,Calf-length,Short,"47.0 "" (Size S)",Loose Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,sporty,0.227510654,4446,,https://www.zalando.co.uk/mamalicious-mlgigi-dress-day-dress-four-leaf-clover-m6429f0v9-m11.html,MLGIGI DRESS , Day dress,summer-dresses,Â£29.74,army green,--,--,Sweat,--,"60% polyester, 35% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Crew neck,--,--,M6429F0V9-M11,Short,"23.0 "" (Size 8)","34.5 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.604246112,235,,https://www.zalando.co.uk/only-tall-onlolivia-wrap-dress-day-dress-blackred-ond21c05c-q11.html,ONLOLIVIA DRESS , Day dress,summer-dresses,Â£25.99,black/red,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OND21C05C-Q11,Knee-length,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.237854701,7526,,https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-black-on321c2qj-q11.html,ONLINC FENJA DRESS , Day dress,Cocktail Dresses,Â£21.99,black,--,--,Rib,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Floral,--,ON321C2QJ-Q11,Short,Sleeveless,"34.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.980335503,655,,https://www.zalando.co.uk/massimo-dutti-day-dress-neon-pink-m3i21c0jy-j11.html,Day dress,,summer-dresses,Â£99.95,pink,--,No,--,--,"53% linen, 47% viscose",100% cotton,--,--,--,--,--,--,Plain,--,M3I21C0JY-J11,Calf-length,Spaghetti straps,"40.0 "" (Size M)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.345355348,3937,,https://www.zalando.co.uk/pieces-maternity-pmkaitlyn-day-dress-black-piv29f03k-q11.html,PMKAITLYN  , Day dress,summer-dresses,Â£30.99,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Laces,Cache-coeur,Floral,--,PIV29F03K-Q11,Knee-length,Elbow length,"36.0 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.966316407,4620,,https://www.zalando.co.uk/mango-lake-day-dress-schwarz-m9121c5jp-q11.html,LAKE , Day dress,summer-dresses,Â£49.99,black,--,--,--,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Turn-down collar,--,--,Drawstring fastening,--,Plain,--,M9121C5JP-Q11,Calf-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.959220408,959,,https://www.zalando.co.uk/banana-republic-button-front-crepe-shift-dress-day-dress-preppy-navy-bj721c0h8-k11.html,BUTTON FRONT CREPE SHIFT DRESS , Day dress,summer-dresses,Â£89.99,navy,--,--,--,--,"92% polyester, 8% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Henley,Plain,Belt included,BJ721C0H8-K11,Knee-length,Sleeveless,"44.5 "" (Size 8)",Regular Fit,--,"13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.817160219,5964,,https://www.zalando.co.uk/ioana-ciolacu-soft-candy-dress-day-dress-nudelight-bluedark-blue-io021c005-t11.html,SOFT CANDY DRESS , Day dress,summer-dresses,Â£155.00,multi-coloured,--,--,Sweat,--,"65% cotton, 35% polyester",--,Hand wash only,--,--,--,--,Crew neck,--,Elasticated waist,IO021C005-T11,Knee-length,"24.5 "" (Size S)","38.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.163327798,5374,,https://www.zalando.co.uk/only-onlaneline-wrap-day-dress-june-bug-on321c2pb-m11.html,ONLANELINE WRAP , Day dress,summer-dresses,Â£30.99,dark green,--,--,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Plain,"Elasticated waist, slip",ON321C2PB-M11,Short,"24.0 "" (Size S)","35.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.481501348,3619,,https://www.zalando.co.uk/boss-dila-day-dress-black-bb121c0dd-q11.html,DILA , Day dress,summer-dresses,Â£319.00,black,--,--,--,--,"61% polyester, 26% viscose, 7% cotton, 6% elastane",--,"Do not tumble dry, Do not wash",--,--,Side pockets,Zip,Crew neck,Plain,--,BB121C0DD-Q11,Knee-length,3/4 length,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.571383916,3612,,https://www.zalando.co.uk/andiata-edla-dress-day-dress-royal-blue-a4l21c000-k11.html,EDLA DRESS , Day dress,summer-dresses,Â£246.49,electric blue,--,--,Rib,--,"90% wool, 10% cashmere",--,Hand wash only,--,--,--,--,Crew neck,Marl,Belt included,A4L21C000-K11,Calf-length,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.134347315,2010,,https://www.zalando.co.uk/jdy-petite-jdysoro-wrap-dress-day-dress-blackwhite-jd421c007-t12.html,JDYSORO WRAP DRESS , Day dress,summer-dresses,Â£23.39,black/white,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,Belt included,JD421C007-T12,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.435253184,5813,,https://www.zalando.co.uk/redraft-dress-day-dress-deep-forest-rem21c01e-n11.html,DRESS , Day dress,summer-dresses,Â£59.99,army green,--,--,Faux leather,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,"Inseam pockets, bust darts",REM21C01E-N11,Short,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.368627603,6492,,https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-bordeauxblack-an621c1qj-g11.html,Jersey dress,,Cocktail Dresses,Â£26.34,bordeaux,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Floral,Bust darts,AN621C1QJ-G11,Short,Extra short,"38.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.361931755,7431,,https://www.zalando.co.uk/see-by-chloe-cocktail-dress-party-dress-reddish-brown-se321c05z-g11.html,Cocktail dress / Party dress,,Cocktail Dresses,Â£300.00,brown,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Plain,"Embroidery, slip",SE321C05Z-G11,Knee-length,Short,"38.0 "" (Size 10)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 10","20.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.184028398,353,,https://www.zalando.co.uk/only-onleva-life-day-dress-black-joy-prep-graphic-on321c2s4-a11.html,ONLEVA LIFE , Day dress,summer-dresses,Â£39.99,black,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Do not iron, Machine wash on gentle cycle",--,--,--,Button,Low-cut v-neck,Animal print,Belt included,ON321C2S4-A11,Long,3/4 length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.203370907,540,,https://www.zalando.co.uk/superdry-day-dress-white-su221c0nh-a11.html,Day dress,,summer-dresses,Â£39.99,white,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-A11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.149362929,7160,,https://www.zalando.co.uk/twinset-woven-dress-cocktail-dress-party-dress-lichen-tw321c085-d11.html,WOVEN DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£319.99,pastel green,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,--,Cache-coeur,Plain,"Bust darts, elasticated waist, Crochet Detailing, slip",TW321C085-D11,Extra short,"24.0 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.827266604,1824,,https://www.zalando.co.uk/seidensticker-day-dress-pink-3se21c052-j11.html,Day dress,,summer-dresses,Â£109.99,pink,--,--,--,--,100% linen,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Marl,Inseam pockets,3SE21C052-J11,Knee-length,Short,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.464231416,564,,https://www.zalando.co.uk/vila-vilovie-wrap-midi-dress-day-dress-rose-smoke-v1021c29u-j11.html,VILOVIE WRAP MIDI DRESS , Day dress,summer-dresses,Â£34.99,pastel pink,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,--,V1021C29U-J11,Calf-length,Short,"43.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","15.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,sporty,0.003038186,5942,,https://www.zalando.co.uk/sergio-tacchini-alena-day-dress-white-s1621c000-a11.html,ALENA , Day dress,summer-dresses,Â£67.49,white,--,--,Jersey,Semi-sheer,"96% polyester, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C",High collar,--,--,Zip,--,Print,Inseam pockets,S1621C000-A11,Short,"23.5 "" (Size S)","35.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.486618152,3986,,https://www.zalando.co.uk/marc-opolo-dress-volume-sleeve-day-dress-black-ma321c0qf-q11.html,DRESS VOLUME SLEEVE , Day dress,summer-dresses,Â£89.24,black,--,--,Sweat,--,"47% cotton, 47% modal, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,MA321C0QF-Q11,Knee-length,"27.0 "" (Size 8)","38.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.263124556,7580,,https://www.zalando.co.uk/esprit-day-dress-black-es121c24q-q11.html,Day dress,,Cocktail Dresses,Â£45.00,black,--,--,--,--,"97% cotton, 3% elastane",--,"Machine wash at 40Â°C, Do not bleach",Turn-down collar,--,--,--,--,Plain,--,ES121C24Q-Q11,Short,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.705781201,4502,,https://www.zalando.co.uk/envii-day-dress-black-ei421c07a-q11.html,ENCORK DRESS  , Day dress,summer-dresses,Â£69.99,black,--,--,--,Semi-sheer,"58% cotton, 19% viscose, 13% polyester, 10% polyamide",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Zip,--,Plain,--,EI421C07A-Q11,Short,"27.0 "" (Size S)","34.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.043766133,7435,,https://www.zalando.co.uk/pinko-ardea-dress-day-dress-caramello-p6921c0b7-b11.html,ARDEA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£279.99,sand,--,--,Satin,--,100% polyester,--,Dry clean only,Volant collar,--,--,--,Cache-coeur,Plain,--,P6921C0B7-B11,Short,"24.5 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.716051517,1773,,https://www.zalando.co.uk/part-two-naiomipw-day-dress-blooming-dahlia-mini-p2121c0ee-j11.html,NAIOMI , Day dress,summer-dresses,Â£109.99,pastel pink,--,--,--,--,100% viscose,100% viscose,--,Standing collar,--,--,--,Low-cut v-neck,Floral,Slip,P2121C0EE-J11,Knee-length,"25.0 "" (Size 8)","39.5 "" (Size 8)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.904811601,6870,,https://www.zalando.co.uk/swing-curve-cocktail-dress-party-dress-sea-bluemulti-s0o21c03w-k11.html,Cocktail dress / Party dress,,Cocktail Dresses,Â£174.99,blue,--,--,Chiffon,--,100% polyester,"92% polyester, 8% elastane",--,--,--,--,Button,Crew neck,Floral,Slip,S0O21C03W-K11,Knee-length,Elbow length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.063798015,734,,https://www.zalando.co.uk/gap-petite-midi-dress-day-dress-burgundy-gag21c01b-k11.html,MIDI DRESS , Day dress,summer-dresses,Â£47.99,bordeaux,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,--,Low-cut v-neck,Polka dot,--,GAG21C01B-K11,Calf-length,Extra short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.028576865,843,,https://www.zalando.co.uk/vero-moda-vmhbeatrix-dress-day-dress-night-sky-ve121c38l-k11.html,VMHBEATRIX TAPE SHORT DRESS , Day dress,summer-dresses,Â£32.99,navy,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,V-neck,Plain,"Bust darts, Crochet Detailing",VE121C38L-K11,Short,3/4 length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.769022602,6930,,https://www.zalando.co.uk/the-kooples-robe-cocktail-dress-party-dress-blackorange-tha21c0b8-h11.html,ROBE , Cocktail dress / Party dress,Cocktail Dresses,Â£314.99,black multi-coloured,--,--,Chiffon,--,"95% viscose, 5% metal",100% viscose,Dry clean only,--,--,--,Zip,Low-cut v-neck,Floral,"Elasticated waist, slip",THA21C0B8-H11,Short,"24.5 "" (Size 8)","37.5 "" (Size 8)",Regular Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.968651153,5511,,https://www.zalando.co.uk/jdy-amanda-belt-dress-day-dress-black-jy121c096-q11.html,JDYAMANDA , Day dress,summer-dresses,Â£21.99,black,--,--,--,--,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,Button,Crew neck,Plain,"Belt included, slip",JY121C096-Q11,Knee-length,Elbow length,"36.5 "" (Size 36)",Normal fit,"Our model is 5' 10""  tall and is wearing size 36","15.5 "" (Size 36)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.832352452,7441,,https://www.zalando.co.uk/love-copenhagen-natva-dress-cocktail-dress-party-dress-cherry-blossom-l1g21c04e-j11.html,NATVA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£84.99,pastel pink,--,--,Satin,--,"60% polyester, 40% nylon",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,Backless,Plain,Bow,L1G21C04E-J11,Short,Elbow length,"38.0 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
