,cv_predicted,Styles,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width
514,classic,classic,By Malene Birger,ROUSALILE , Day dress,summer-dresses,199.99,black,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Slip,BY121C09C-Q11,Knee-length,"26.5 "" (Size 8)","38.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)"
515,classic,classic,Zign,Jersey dress, Day dress,Cocktail Dresses,27.99,black,100% polyester,Yes,Jersey,Semi-sheer,"81% polyester, 19% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,ZI121C023-Q11,Knee-length,"24.0 "" (Size S)","45.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
516,casual chic,casual chic,YAS,YASBALARA DRESS , Day dress,summer-dresses,41.99,black multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Lapel collar,Asymmetrical,Hoodie pocket,Button,Low-cut v-neck,Floral,Slip,Y0121C1SY-T11,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)"
517,casual chic,casual chic,Vero Moda,VMANNA SHORT DRESS , Day dress,summer-dresses,26.34,black,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,V-neck,Print,Slip,VE121C37L-Q12,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)"
518,edgy,edgy,Object,OBJMILA GIA  , Day dress,summer-dresses,43.99,navy,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Print,Slip,OB121C0PQ-K12,Short,"25.0 "" (Size 8)","35.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)"
519,casual chic,casual chic,Faithfull the brand,GAIA MINI DRESS , Day dress,summer-dresses,160.0,red,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% viscose,Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Floral,"Slip, bow",F0O21C029-G11,Extra short,Spaghetti straps,"39.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
520,girly,girly,ONLY,ONLKARMEN DRESS , Day dress,summer-dresses,25.99,white multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Colour may run - please wash separately",Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Floral,"Bust darts, slip",ON321C0YH-O11,Short,Sleeveless,"28.0 "" (Size 6)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 6","15.5 "" (Size 6)"
521,trendy,trendy,WEEKEND MaxMara,CATULLO , Day dress,summer-dresses,269.99,electric blue,100% polyester,Yes,Chiffon,Semi-sheer,"54% linen, 32% cotton, 14% polyamide",100% cotton,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,"Belt included, inseam pockets",MW721C08T-L11,Short,Elbow length,"36.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
522,classic,classic,Lauren Ralph Lauren,JERSEY SHORT,SLEEVE DRESS ,summer-dresses,159.99,blue,100% polyester,Yes,Jersey,Semi-sheer,"55% viscose, 45% nylon","95% polyester, 5% elastane",Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Plain,Slip,L4221C1BV-K11,Knee-length,Short,"40.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
523,sporty,sporty,ONLY,ONLDREAMER LIFEHOOD DRESS , Day dress,summer-dresses,20.39,black,100% polyester,Yes,Sweat,Semi-sheer,"83% cotton, 17% polyester",100% polyester,"Do not tumble dry, machine wash at 30°C",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,ON321C2SR-Q11,Short,"24.0 "" (Size S)","33.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
524,trendy,trendy,Love Moschino,Day dress, Day dress,summer-dresses,184.99,white,100% polyester,Yes,Sweat,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,LO921C084-A11,Short,"24.0 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
525,alternative,alternative,Mango,RUFU,H ,summer-dresses,35.99,blue,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Plain,"Bow, slip",M9121C5IP-K11,Short,Spaghetti straps,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
526,classic,classic,HUGO,DARTINA , Day dress,summer-dresses,174.99,blue,100% polyester,Yes,Chiffon,Semi-sheer,"85% polyester, 15% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Mandarin collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,"Belt included, inseam pockets, bust darts",HU721C0E3-K11,Calf-length,"17.0 "" (Size S)","43.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size S)"
527,classic,classic,Mango,CLOUD,H ,summer-dresses,49.99,red,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C",Turn-down collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Slip,M9121C5IX-G11,Calf-length,Short,"34.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
528,alternative,alternative,2nd Day,LITA , Day dress,summer-dresses,139.99,green,100% polyester,Yes,Satin,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Print,Adjustable straps,S3821C05T-B11,Knee-length,Spaghetti straps,"40.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)"
529,classic,classic,Mango,Day dress, Day dress,summer-dresses,59.99,off-white,100% polyester,Yes,Chiffon,Semi-sheer,"52% polyester, 43% viscose, 5% linen",100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Side pockets,Zip,Low-cut v-neck,Striped,Slip,M9121C5HK-A11,Calf-length,3/4 length,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
530,alternative,alternative,Superdry,Day dress, Day dress,summer-dresses,38.49,pink,100% polyester,Yes,Chiffon,Semi-sheer,"55% linen, 45% viscose",100% polyester,"Do not bleach, do not tumble dry",Standing collar,Asymmetrical,Hoodie pocket,Zip,Square neck,Striped,Slip,SU221C0O2-J11,Calf-length,Sleeveless,"34.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
531,trendy,trendy,Monki,Day dress, Day dress,summer-dresses,26.0,green,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Print,Slip,MOQ21C0BL-M11,Calf-length,Elbow length,"52.0 "" (Size XS/S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size XS/S","17.5 "" (Size XS/S)"
532,casual chic,classic,Anna Field,BOAT NECK PRINT DRESS WITH SOLID SKIRT , Jersey dress,summer-dresses,24.99,black,100% polyester,Yes,Jersey,Semi-sheer,"95% viscose, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Floral,Bust darts,AN621C1KC-Q12,Knee-length,Short,"34.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
533,classic,classic,Mango,TURMALIN A , Day dress,summer-dresses,49.99,black,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Do not iron",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Slip,M9121C5C0-Q11,Calf-length,Sleeveless,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
534,classic,classic,Noa Noa,ESSENTIAL DRESSY , Cocktail dress / Party dress,Cocktail Dresses,99.99,dusty pink,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Bust darts,NN121E0BP-O11,Short,"21.5 "" (Size 8)","36.5 "" (Size 8)",Oversized,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
535,casual chic,classic,Anna Field,Day dress, Day dress,summer-dresses,30.99,blue,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Low-cut v-neck,Plain,Bust darts,AN621C1LV-K11,Short,Short,"35.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
536,girly,classic,Vila,VIDOTTIES MIDI DRESS , Day dress,summer-dresses,34.99,pastel pink,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,Machine wash at 30°C,Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Floral,"Belt included, slip",V1021C29V-J11,Calf-length,"23.5 "" (Size 8)","47.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)"
537,sporty,sporty,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,97.99,pastel pink,100% polyester,Yes,Sweat,Semi-sheer,"70% cotton, 30% polyester",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,"Elasticated waist, embroidery",TO121C0FZ-J14,Knee-length,"23.5 "" (Size S)","37.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
538,unknown,sporty,PS Paul Smith,ZEBRA POLO DRESS , Day dress,summer-dresses,144.99,black,100% polyester,Yes,PiquÃ©,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Polo shirt,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Embroidery,PS721C039-Q11,Short,Sleeveless,"36.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
539,alternative,alternative,Pieces,PCHARMONY DRESS , Day dress,summer-dresses,34.99,army green,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Laces,V-neck,Floral,Slip,PE321C1B4-N11,Short,Elbow length,"35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","12.0 "" (Size S)"
540,sporty,sporty,Tommy Hilfiger,REGULAR HOODIE DRESS , Day dress,summer-dresses,129.99,black,100% polyester,Yes,Sweat,Semi-sheer,100% cotton,100% polyester,"Machine wash at 30°C, Machine wash on gentle cycle",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,"Inseam pockets, elasticated waist",TO121C0J1-K11,Knee-length,"25.5 "" (Size S)","38.0 "" (Size S)",Regular Fit,"Our model is 5' 8""  tall and is wearing size S","14.0 "" (Size 8)"
541,casual chic,casual chic,Calvin Klein Jeans,OFF SHOULDER FLORAL DRESS , Day dress,summer-dresses,79.99,black/white,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% viscose,Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Floral,Inseam pockets,C1821C05L-Q11,Extra short,Sleeveless,"27.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)"
542,classic,classic,Mango,ACAMAR , Day dress,summer-dresses,35.99,black,100% polyester,Yes,Chiffon,Semi-sheer,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Plain,Slip,M9121C5KY-Q11,Calf-length,Sleeveless,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
543,casual chic,casual chic,Marella,DENVER , Day dress,summer-dresses,229.99,navy,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Machine wash at 30°C, Machine wash on gentle cycle, Do not bleach",Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Floral,"Belt included, slip",M7521C06I-K11,Knee-length,Elbow length,"35.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","16.5 "" (Size 10)"
544,sporty,sporty,Superdry,Day dress, Day dress,summer-dresses,54.99,yellow,100% polyester,Yes,Sweat,Semi-sheer,"55% cotton, 45% polyester",100% polyester,"Do not tumble dry, Do not bleach",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Print,Slip,SU221C0OO-E11,Short,Extra long,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
545,classic,classic,Lauren Ralph Lauren,LONG SLEEVE DRESS , Day dress,summer-dresses,159.99,red,100% polyester,Yes,Jersey,Semi-sheer,"94% cotton, 6% elastane",100% polyester,"Machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Plain,Belt included,L4221C1D2-H11,Short,"22.0 "" (Size 10)","36.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
546,girly,girly,WAL G.,SASHA FULL MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,69.99,silver,100% polyester,Yes,Mesh,Semi-sheer,100% polyester,"95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Plain,Sequins,WG021C0QT-D11,Short,"24.0 "" (Size 10)","28.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)"
547,classic,classic,Part Two,TONJA , Day dress,summer-dresses,79.99,brown,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Laces,Cache-coeur,Animal print,Slip,P2121C0B7-N11,Knee-length,"18.5 "" (Size 8)","40.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
548,trendy,trendy,WAL G.,NOELLE OFF THE SHOULDER SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,36.99,pastel blue,100% polyester,Yes,Chiffon,Semi-sheer,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Plain,Bust darts,WG021C0SH-K11,Short,"Strapless, sleeveless","34.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)"
549,classic,classic,DRYKORN,TIIA , Day dress,summer-dresses,189.99,black,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% viscose,"Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Slip,DR221C05E-Q11,Calf-length,"21.5 "" (Size 8)","41.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
550,casual chic,casual chic,Vero Moda,VMFRIGGA WRAP DRESS  , Day dress,summer-dresses,34.99,pastel green,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Laces,Cache-coeur,Plain,Slip,VE121C382-M11,Knee-length,"25.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)"
551,girly,girly,Lindex,DRESS AMIRA FLOUNCE AND FRILL , Day dress,summer-dresses,30.99,red,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Print,Bow,L2E21C02H-G11,Short,"19.5 "" (Size S)","38.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)"
552,edgy,edgy,Object Petite,OBJDONNA DRESS , Day dress,summer-dresses,43.99,brown,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Animal print,Slip,OB821C03W-B11,Short,"23.5 "" (Size 8)","36.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)"
553,trendy,trendy,DAY Birger et Mikkelsen,MILA FLUID TEXTURE , Day dress,summer-dresses,229.99,orange,100% polyester,Yes,Satin,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Laces,Cache-coeur,Plain,Slip,DA321C06U-H11,Calf-length,"27.0 "" (Size 8)","47.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
554,classic,classic,Kaffe,KAVIENNE DRESS , Day dress,summer-dresses,49.99,pastel blue,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Henley,Plain,Slip,KA321C0RH-K11,Knee-length,"40.0 "" (Size 8)","21.5 "" (Size 8)",Oversized,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)"
555,trendy,trendy,YAS,YASHOLI DRESS , Day dress,summer-dresses,59.99,pink,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Slip,Y0121C1UO-J12,Knee-length,Short,"36.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)"
556,girly,girly,Pieces,PCHARMONY , Day dress,summer-dresses,43.99,pastel purple,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Floral,Bust darts,PE321C185-I11,Calf-length,"19.5 "" (Size S)","49.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)"
557,edgy,edgy,Object Petite,OBJMILA GIA DRESS  , Day dress,summer-dresses,43.99,brown,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Animal print,Slip,OB821C03F-A11,Short,"23.0 "" (Size 8)","35.0 "" (Size 8)",Loose Fit,"Our model is 5' 5""  tall and is wearing size 8","15.5 "" (Size 8)"
558,casual chic,casual chic,Esprit,Day dress, Day dress,summer-dresses,39.99,black multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% viscose,"Do not bleach, do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Floral,Slip,ES121C238-Q11,Calf-length,Long,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
559,trendy,trendy,Monki,Day dress, Day dress,summer-dresses,26.0,green,100% polyester,Yes,Jersey,Semi-sheer,"98% polyester, 2% elastane",100% polyester,"Machine wash at 40°C, do not tumble dry",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Floral,Slip,MOQ21C0BY-T11,Calf-length,"23.5 "" (Size S)","47.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
560,edgy,edgy,ONLY,PRIME  , Day dress,summer-dresses,29.74,brown,100% polyester,Yes,Chiffon,Semi-sheer,"98% viscose, 2% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Low-cut v-neck,Animal print,Belt included,ON321C2S8-A11,Calf-length,"23.0 "" (Size S)","47.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size S)"
