,Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
2338,,https://www.zalando.co.uk/pepe-jeans-marina-day-dress-multi-pe121c0nm-t11.html,Pepe Jeans,MARINA ,69.99,2,multi-coloured,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Wrap dresses,Low v-neck,Floral,Slip,PE121C0NM-T11,Short,"18.0 "" (Size S)",Elbow length,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","16.5 "" (Size S)",No,No,No,No,No
2339,,https://www.zalando.co.uk/christopher-kane-psych-floral-mini-dress-cocktail-dress-party-dress-multi-coloured-c5y21c00a-t11.html,Christopher Kane,PSYCH FLORAL MINI DRESS ,"1,095,00",5,multi-coloured,--,100% viscose,--,Dry clean only,Standing collar,--,Zip,,--,Floral,Bust darts,C5Y21C00A-T11,Short,Sleeveless,Sleeveless,"33.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","10.0 "" (Size 10)",No,No,No,No,No
2340,,https://www.zalando.co.uk/bcbgmaxazria-short-evening-day-dress-lime-mx121c084-e11.html,BCBGMAXAZRIA,SHORT EVENING ,194.99,4,yellow,Chiffon,100% polyester,"92% polyester, 8% elastane",Dry clean only,--,--,Zip,,Low v-neck,Plain,Slip,MX121C084-E11,Short,Extra short,Short,--,Slim Fit,Slim fit,--,--,No,No,No,No,No
2341,,https://www.zalando.co.uk/superdry-studios-jumper-dress-london-floral-black-su221d265-q11.html,Superdry,STUDIOS  ,30.00,1,black multi-coloured,--,100% viscose,--,"Do not bleach, do not tumble dry",--,--,Zip,,Round neckline,Prints in general,--,SU221D265-Q11,Short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
2342,,https://www.zalando.co.uk/mango-day-dress-vert-m9121c5fo-m11.html,Mango,MACARON A ,29.99,1,green,--,"80% polyester, 16% viscose, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,Zip,,Round neckline,Plain,"Shoulder pads, slip",M9121C5FO-M11,Short,Short,Short,--,Slim Fit,Slim fit,--,--,No,No,No,yes,No
2343,,https://www.zalando.co.uk/vero-moda-vmmanna-dress-day-dress-black-ve129f00u-q11.html,Vero Moda,VMMANNA DRESS ,31.49,1,black,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,--,Button,,Round neckline,Prints in general,--,VE129F00U-Q11,Short,"24.0 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No
2344,,https://www.zalando.co.uk/esprit-day-dress-black-es121c21f-q11.html,Esprit,Day dress,36.99,1,black,Jersey,"60% viscose, 40% polyamide",--,"Do not bleach, do not tumble dry, machine wash at 30Â°C",--,--,--,,Low round neckline,Plain,Border,ES121C21F-Q11,Calf length,Sleeveless,Sleeveless,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
2345,,https://www.zalando.co.uk/notes-du-nord-brielle-robe-occasion-wear-gun-metal-n0p21c00x-g11.html,Notes du Nord,BRIELLE ROBE ,474.99,5,gold,--,100% polyester,100% polyester,Dry clean only,--,--,Button,,Low v-neck,--,"Sequins, slip",N0P21C00X-G11,Maxi/long,Elbow length,Elbow length,"56.5 "" (Size 10)",Regular Fit,Regular fit,--,--,No,No,yes,No,No
2346,,https://www.zalando.co.uk/nly-by-nelly-everyday-dress-cocktail-dress-party-dress-brown-neg21c0ik-o11.html,Nly by Nelly,EVERYDAY DRESS ,27.99,1,brown,Jersey,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Bodycon dresses,Square neckline,Plain,--,NEG21C0IK-O11,Extra short,Spaghetti straps,Spaghetti straps,--,Bodycon,Slim fit,--,--,No,No,No,No,No
2347,,https://www.zalando.co.uk/esprit-day-dress-green-es121c233-m11.html,Esprit,Day dress,36.99,1,army green,--,"79% viscose, 21% polyester",--,"Do not bleach, do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,Accentuating the waist,--,Plain,"Belt included, button row",ES121C233-M11,Thigh length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
2348,,https://www.zalando.co.uk/superdry-day-dress-pine-marl-su221c0oo-m11.html,Superdry,Day dress,54.99,2,dark green,Sweat,"55% cotton, 45% polyester",--,"Do not bleach, do not tumble dry",Hood,--,--,Hooded dresses,--,Prints in general,--,SU221C0OO-M11,Short,Extra long,Long,--,Regular Fit,Regular fit,--,--,No,Yes,No,No,No
2349,,https://www.zalando.co.uk/only-tall-onltammi-dress-day-dress-medium-blue-denim-ond21c077-k11.html,Only,ONLTAMMI DRESS ,43.99,2,denim,Denim,"90% cotton, 8% polyester, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,Button,Button down dresses,--,--,--,OND21C077-K11,Short,"24.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,--,"15.5 "" (Size S)",No,No,No,No,No
2350,,https://www.zalando.co.uk/temperley-london-twiggy-dress-day-dress-powder-blue-tl421c00n-k11.html,Temperley London,TWIGGY DRESS ,695.00,5,pastel blue,Lace,100% nylon,100% viscose,Dry clean only,Standing collar,--,Zip,,--,Plain,"Slip, fringing",TL421C00N-K11,Short,"25.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",--,No,No,No,No,No
2351,,https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-dark-blue-an621c1pw-k11.html,Anna Field,Cocktail dress / Party dress,33.99,1,navy,Lace,"56% polyamide, 44% cotton",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Low round neckline,Plain,Slip,AN621C1PW-K11,Knee length,Sleeveless,Sleeveless,"40.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,No
2352,,https://www.zalando.co.uk/edc-by-esprit-day-dress-navy-ed121c0xc-k11.html,Esprit,Day dress,29.99,1,navy,--,100% cotton,--,--,--,--,Button,,Round neckline,Plain,--,ED121C0XC-K11,Short,"3/4 length, long",Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
2353,,https://www.zalando.co.uk/hofmann-copenhagen-jenna-day-dress-pink-paradise-0hc21c02m-j11.html,Hofmann Copenhagen,JENNA ,299.99,5,multi-coloured,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,--,"Inseam pockets, border",0HC21C02M-J11,Knee length,"24.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,yes,No,No,No
2354,,https://www.zalando.co.uk/ragwear-marselinna-day-dress-aqua-r5921c0b9-k11.html,Ragwear,MARSELINNA ,59.99,2,pastel blue,Sweat,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Hooded dresses,--,Plain,Inseam pockets,R5921C0B9-K11,Short,"27.0 "" (Size S)",Long,"35.5 "" (Size S)",Loose Fit,Loose fit,--,--,No,yes,No,No,No
2355,,https://www.zalando.co.uk/gina-tricot-petite-moa-dress-cocktail-dress-party-dress-seacrest-gil21c011-k11.html,Gina Tricot,MOA DRESS ,59.99,2,pastel green,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Wrap dresses,Low v-neck,Plain,Slip,GIL21C011-K11,Calf length,Short,Short,"43.5 "" (Size 8)",Regular Fit,Regular fit,--,"13.0 "" (Size 8)",No,No,No,No,No
2356,,https://www.zalando.co.uk/tory-burch-crinkle-dress-cocktail-dress-party-dress-silver-t0721c01q-d11.html,Tory Burch,CRINKLE DRESS ,850.00,5,silver,--,"60% nylon, 40% metal",100% polyester,Dry cleanable,--,--,--,,Low round neckline,--,Slip,T0721C01Q-D11,Calf length,"25.0 "" (Size 8)",Long,"50.0 "" (Size 8)",Loose Fit,Loose fit,--,--,Yes,No,No,No,No
2357,,https://www.zalando.co.uk/abercrombie-and-fitch-emea-babydoll-mini-day-dress-blue-a0f21c09m-k11.html,Abercrombie & Fitch,EMEA BABYDOLL MINI ,50.99,2,blue,--,100% polyester,"98% polyester, 2% elastane",Machine wash at 30Â°C,--,--,--,,Square neckline,Floral,"Bust darts, slip",A0F21C09M-K11,Extra short,"24.0 "" (Size S)",Long,"30.5 "" (Size S)",Regular Fit,Regular fit,--,"8.0 "" (Size S)",No,No,No,No,Yes
2358,,https://www.zalando.co.uk/kate-spade-new-york-lips-tie-neck-shift-dress-day-dress-black-k0521c02s-q11.html,kate spade new york,LIPS TIE NECK SHIFT DRESS ,249.99,5,black/red,--,100% polyester,--,--,Bow/shawl collar,--,Button,,--,Prints in general,--,K0521C02S-Q11,Extra short,"23.0 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","11.5 "" (Size S)",No,No,No,No,No
2359,,https://www.zalando.co.uk/thought-london-fields-dress-day-dress-vanilla-cream-t0z21c01m-b11.html,Thought,LONDON FIELDS DRESS ,89.99,3,white multi-coloured,--,"50% lyocell, 27% viscose, 23% cotton",--,Machine wash at 30Â°C,--,--,Button,,Round neckline,Prints in general,Inseam pockets,T0Z21C01M-B11,Calf length,Short,Short,--,Regular Fit,Regular fit,--,--,No,yes,No,No,No
2360,,https://www.zalando.co.uk/roxy-summer-of-sun-day-dress-anthracite-island-vibes-ro521c065-q11.html,Roxy,SUMMER OF SUN ,54.99,2,black multi-coloured,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Low v-neck,Floral,--,RO521C065-Q11,Short,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No
2361,,https://www.zalando.co.uk/cras-yvonnecras-dress-day-dress-pink-crg21c012-j11.html,Cras,YVONNECRAS DRESS ,169.99,4,bright multi-coloured,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,Wrap dresses,Low v-neck,Prints in general,"Button row, shoulder pads, bust darts, decorative buttons",CRG21C012-J11,Extra short,"23.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 11""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,yes,No
2362,,https://www.zalando.co.uk/superdry-day-dress-black-su221c0pg-q11.html,Superdry,Day dress,59.99,2,black,Sweat,"75% cotton, 25% polyester",--,"Do not bleach, do not tumble dry",Hood,--,--,Hooded dresses,--,Plain,Embroidery,SU221C0PG-Q11,Extra short,Extra long,Long,--,Loose Fit,Loose fit,--,--,No,Yes,No,No,No
2363,,https://www.zalando.co.uk/esme-studios-esginny-day-dress-mottled-dark-red-esj21c015-g11.html,esmÃ© studios,ESGINNY   ,89.99,3,burnt orange,--,100% cotton,--,--,--,--,Button,,Round neckline,Striped,--,ESJ21C015-G11,Short,"23.0 "" (Size S)",Long,"36.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No
2364,,https://www.zalando.co.uk/esprit-collection-ausgestelltes-day-dress-ice-es421c1j7-o12.html,Esprit,AUSGESTELLTES  ,39.99,1,grey,--,"95% polyamide, 5% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30Â°C",Standing collar,--,Button,,--,Paisley,Underskirt,ES421C1J7-O12,Calf length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
2365,,https://www.zalando.co.uk/lauren-ralph-lauren-agustin-short-sleeve-day-dress-day-dress-lighthouse-navyredmulti-coloured-l4221c1ac-k11.html,Ralph Lauren,AGUSTIN SHORT SLEEVE DAY DRESS ,219.99,5,multi-coloured,Chiffon,100% polyester,100% polyester,Machine wash at 30Â°C,Bow/shawl collar,--,Zip,,--,Paisley,"Bust darts, slip, bow",L4221C1AC-K11,Calf length,Short,Short,"47.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
2366,,https://www.zalando.co.uk/iro-loomy-cocktail-dress-party-dress-white-ir221c04e-a11.html,Iro,LOOMY ,369.99,5,white,--,"76% lyocell, 24% linen",100% polyester,Dry clean only,--,--,Drawstring fastening,Wrap dresses,Low v-neck,Plain,"Shoulder pads, underskirt",IR221C04E-A11,Maxi/long,"21.5 "" (Size 10)",Long,"32.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 10",--,No,No,No,yes,No
2367,,https://www.zalando.co.uk/ecoalf-caualf-dress-woman-day-dress-cannoli-white-ecd21c00m-a11.html,Ecoalf,CAUALF DRESS WOMAN ,114.99,3,black/white,--,"95% modal, 5% polyester",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Low v-neck,Plain,--,ECD21C00M-A11,Calf length,Sleeveless,Sleeveless,"49.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S",--,No,No,No,No,Yes
2368,,https://www.zalando.co.uk/tom-tailor-denim-babydoll-dress-day-dress-black-to721c0ea-q11.html,TOM TAILOR,BABYDOLL DRESS ,59.99,2,black,Chiffon,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Floral,Slip,TO721C0EA-Q11,Knee length,"23.5 "" (Size S)",Long,"36.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No
2369,,https://www.zalando.co.uk/vila-curve-vinatha-o-neck-dress-day-dress-black-v0h21c00p-q11.html,Vila,VINATHA O NECK DRESS ,26.34,1,black,Jersey,"65% polyester, 27% viscose, 8% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Accentuating the waist,Round neckline,Plain,Belt included,V0H21C00P-Q11,Knee length,"26.5 "" (Size 22)",Long,"40.0 "" (Size 22)",Slim Fit,Slim fit,--,--,Yes,No,No,No,No
2370,,https://www.zalando.co.uk/hollister-co-woven-midi-dress-day-dress-black-h0421c051-q11.html,Hollister Co.,WOVEN MIDI DRESS  ,41.64,2,black,--,100% viscose,--,Machine wash at 30Â°C,--,--,Laces,,Low v-neck,Floral,--,H0421C051-Q11,Calf length,"13.5 "" (Size SxL)",Elbow length,"49.0 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size SxL",--,No,No,No,No,Yes
2371,,https://www.zalando.co.uk/jdy-tall-jdysvan-shin-length-dress-day-dress-blackwhite-jd521c00e-q11.html,JDY,JDYSVAN SHIN LENGTH DRESS ,25.99,1,black,Jersey,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,,--,Floral,--,JD521C00E-Q11,Maxi/long,"26.5 "" (Size S)",Long,"53.0 "" (Size S)",Slim Fit,Slim fit,--,--,No,No,No,No,No
2372,,https://www.zalando.co.uk/only-day-dress-black-on321c25z-q11.html,Only,Day dress,30.99,1,black,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Do not iron, Do not bleach",--,--,--,,Round neckline,Plain,--,ON321C25Z-Q11,Short,Elbow length,Elbow length,"33.0 "" (Size S)",--,,--,--,No,No,No,No,No
2373,,https://www.zalando.co.uk/lindex-dress-sue-day-dress-light-dusty-brown-l2e21c02b-b11.html,Lindex,DRESS SUE ,39.99,1,black/brown,--,100% cotton,--,"Machine wash at 40Â°C, do not tumble dry",--,--,Button,,Round neckline,Checked,--,L2E21C02B-B11,Calf length,Elbow length,Elbow length,"50.0 "" (Size 10/12)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10/12",--,No,No,No,No,No
2374,,https://www.zalando.co.uk/calando-dress-with-seamless-pockets-day-dress-grey-c5421c004-c11.html,CALANDO,DRESS WITH SEAMLESS POCKETS ,28.99,1,grey,Sweat,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Plain,"Inseam pockets, elasticated waist",C5421C004-C11,Short,"24.5 "" (Size S)",Long,"38.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",--,No,yes,No,No,No
2375,,https://www.zalando.co.uk/soyaconcept-kasia-day-dress-black-combi-so821c076-t11.html,Soyaconcept,SC,34.99,1,black,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,Button,,Low v-neck,Floral,--,SO821C076-T11,Calf length,"18.5 "" (Size S)",Elbow length,"50.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No
2376,,https://www.zalando.co.uk/the-kooples-dress-day-dress-black-ecru-tha21c09v-q11.html,The Kooples,DRESS ,314.99,5,black/white,--,"67% viscose, 33% silk",100% viscose,Dry clean only,Standing collar,--,Zip,,--,Floral,--,THA21C09V-Q11,Short,Elbow length,Elbow length,"37.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
2377,,https://www.zalando.co.uk/gap-cap-sleeve-button-front-day-dress-dark-bluewhite-gp021c0kw-k11.html,GAP,CAP SLEEVE BUTTON FRONT ,54.99,2,black multi-coloured,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Low v-neck,Floral,Button row,GP021C0KW-K11,Short,Short,Short,"33.0 "" (Size 10)",Regular Fit,Regular fit,--,"14.0 "" (Size 10)",No,No,No,No,No
2378,,https://www.zalando.co.uk/calvin-klein-hoodie-dress-day-dress-black-6ca21c050-q11.html,Calvin Klein,HOODIE DRESS ,84.49,3,black,Sweat,"64% cotton, 36% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Hooded dresses,--,Plain,--,6CA21C050-Q11,Short,"24.0 "" (Size S)",Long,"35.0 "" (Size S)",Loose Fit,Loose fit,--,--,No,No,No,No,No
2379,,https://www.zalando.co.uk/jarlo-adele-occasion-wear-fiery-red-j3121c081-g11.html,Jarlo,ADELE ,169.99,4,red,--,"97% polyester, 3% elastane","98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,Zip,,Strapless,Plain,Slip,J3121C081-G11,Maxi/long,One shoulder,One shoulder,"65.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
2380,,https://www.zalando.co.uk/patrizia-pepe-abito-dress-day-dress-nero-p1421c0iy-q11.html,Patrizia Pepe,ABITO DRESS ,234.99,5,black,"Jersey, satin",100% cotton,--,Hand wash only,--,--,--,,Round neckline,Prints in general,Decorative studs,P1421C0IY-Q11,Maxi/long,Short,Short,"49.0 "" (Size 10)",Regular Fit,Regular fit,--,--,No,No,No,No,No
2381,,https://www.zalando.co.uk/in-the-style-ossa-stone-puff-sleeve-dress-day-dress-stone-i0421c01w-c11.html,IN THE STYLE,OSSA STONE PUFF SLEEVE DRESS ,42.99,2,grey,Knit,100% acrylic,--,"Hand wash only, Machine wash on gentle cycle",--,--,Laces,Wrap dresses,Low v-neck,Plain,--,I0421C01W-C11,Knee length,"27.0 "" (Size 8)",Long,"38.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No
2382,,https://www.zalando.co.uk/superdry-day-dress-navy-su221c0np-k11.html,Superdry,Day dress,30.00,1,navy,--,100% cotton,--,--,--,--,--,,Spaghetti straps,--,--,SU221C0NP-K11,--,Spaghetti straps,Spaghetti straps,--,--,,--,--,No,No,No,No,No
2383,,https://www.zalando.co.uk/selected-femme-slfelise-short-dress-day-dress-lilac-sachet-se521c14i-j11.html,Selected Femme,SLFELISE SHORT DRESS ,59.99,2,pink,--,100% cotton,--,Machine wash at 30Â°C,--,--,--,Wrap dresses,Low v-neck,Floral,Bow,SE521C14I-J11,Knee length,"18.5 "" (Size 8)",Elbow length,"38.5 "" (Size 8)",Regular Fit,Regular fit,--,"14.0 "" (Size 8)",No,No,No,No,No
2384,,https://www.zalando.co.uk/desigual-day-dress-military-green-de121c0y8-n11.html,Desigual,VEST NAGORE ,94.99,3,army green,--,100% cotton,--,"Do not tumble dry, Do not wash",--,--,--,,Low v-neck,Floral,--,DE121C0Y8-N11,Short,Elbow length,Elbow length,"33.5 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size M",--,No,No,No,No,No
2385,,https://www.zalando.co.uk/bytimo-decor-shift-dress-cocktail-dress-party-dress-black-byh21c01m-q11.html,byTiMo,DÃ‰COR SHIFT DRESS ,379.99,5,gold,--,100% polyester,100% polyester,Dry clean only,Standing collar,--,Zip,,Low v-neck,--,"Inseam pockets, slip, sequins, rhinestones",BYH21C01M-Q11,Short,Elbow length,Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)",No,yes,yes,No,No
2386,,https://www.zalando.co.uk/tommy-hilfiger-icon-patchwork-midi-dress-day-dress-red-to121c0kb-g11.html,Tommy Hilfiger,ICON PATCHWORK MIDI DRESS ,269.99,5,burgundy,Chiffon,100% silk,--,"Do not tumble dry, Hand wash only",--,--,Button,,Round neckline,Checked,--,TO121C0KB-G11,Calf length,"25.5 "" (Size 8)",Long,"45.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",No,No,No,No,No
2387,,https://www.zalando.co.uk/proenza-schouler-white-label-v-neck-dress-cocktail-dress-party-dress-taupe-p1y21c00e-o11.html,Proenza Schouler White Label,V,630.00,5,sand,Leather,100% polyester,100% lyocell,Hand wash only,--,--,Zip,Hooded dresses,Low v-neck,Plain,"Button row, slip",P1Y21C00E-O11,Knee length,Sleeveless,Sleeveless,"47.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","12.0 "" (Size 10)",No,No,No,No,Yes
2388,,https://www.zalando.co.uk/iro-nadine-cocktail-dress-party-dress-off-white-ir221c04j-a11.html,Iro,NADINE ,369.99,5,off-white,--,100% polyester,100% viscose,Dry clean only,--,--,Zip,Wrap dresses,Low v-neck,Plain,Slip,IR221C04J-A11,Extra short,"25.0 "" (Size 10)",Long,"33.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","17.5 "" (Size 10)",No,No,No,No,No
2389,,https://www.zalando.co.uk/mango-kids-jersey-dress-blauw-ay521c005-k11.html,Mango Kids,SUNSET ,25.99,1,blue,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Laces,Wrap dresses,Low v-neck,Floral,--,AY521C005-K11,Short,Long,Long,--,Slim Fit,Slim fit,--,--,No,No,No,No,No
2390,,https://www.zalando.co.uk/ibana-darcy-day-dress-fudge-21b21c018-o11.html,Ibana,DARCY ,279.99,5,brown,--,100% leather,--,--,Lapel collar,--,Laces,,Low v-neck,Plain,--,21B21C018-O11,Calf length,"23.5 "" (Size 8)",Long,"47.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
