link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,,,,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/ivy-and-oak-cocktail-dress--party-dress-snow-white-iv321c03e-a11.html,IVY & OAK BRIDAL,DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£239.99,bottle green,--,--,Lace,--,"75% cotton, 25% nylon","65% cotton, 32% nylon, 3% elastane","Hand wash only, Dry cleanable",Mandarin collar,--,--,Zip,Backless,Plain,"Bust darts, slip, fringing",IV321C03E-A11,Knee-length,Short,"41.5 "" (Size 8)",Small,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/philosophy-di-lorenzo-serafini-cocktail-dress-party-dress-black-phh21c00r-q11.html,Philosophy di Lorenzo Serafini,Cocktail dress / Party dress,,Cocktail Dresses,Â£545.00,video overlay,--,--,--,--,100% polyester,100% polyester,"Hand wash only, Dry cleanable",--,--,--,Zip,Low-cut v-neck,Floral,"Shoulder pads, slip",PHH21C00R-Q11,Calf-length,"22.0 "" (Size 10)","51.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","16.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/2nd-day-cherie-fluid-day-dress-black-s3821c064-q11.html,2nd Day,CHERIE FLUID  , Cocktail dress / Party dress,Cocktail Dresses,Â£139.99,black,--,--,Satin,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Plain,Bust darts,S3821C064-Q11,Knee-length,"25.0 "" (Size 8)","41.0 "" (Size 8)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 8","16.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/sistaglam-curve-cocktail-dress-party-dress-black-s4h21c00c-q11.html,Sistaglam Curve,Cocktail dress / Party dress,,Cocktail Dresses,Â£89.99,black,--,--,Lace,Very sheer,"95% polyester, 5% elastane",100% polyester,Dry clean only,Standing collar,--,--,Zip,--,Plain,"Bust darts, slip",S4H21C00C-Q11,Knee-length,Extra short,"44.0 "" (Size 16)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/birgitte-herskind-ryan-dress-cocktail-dress-party-dress-black-bio21c02b-q11.html,Birgitte Herskind,RYAN DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£209.99,black,--,--,--,--,100% viscose,100% polyester,--,--,--,--,Laces,Backless,Plain,Slip,BIO21C02B-Q11,Calf-length,"25.0 "" (Size 8)","49.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","18.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tory-burch-crinkle-dress-cocktail-dress-party-dress-silver-t0721c01q-d11.html,Tory Burch,CRINKLE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£850.00,silver,--,--,--,Semi-sheer,"60% nylon, 40% metal",100% polyester,Dry cleanable,--,--,--,--,Scoop neck,--,Slip,T0721C01Q-D11,Calf-length,"25.0 "" (Size 8)","50.0 "" (Size 8)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/christopher-kane-crystal-cupchain-mini-dress-cocktail-dress-party-dress-white-c5y21c00b-a11.html,Christopher Kane,CRYSTAL CUPCHAIN MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£995.00,video overlay,--,--,--,Semi-sheer,"50% viscose, 50% acetate",100% polyester,Dry clean only,Standing collar,--,--,Zip,--,Plain,"Bust darts, slip, fringing, rhinestones",C5Y21C00B-A11,Short,Sleeveless,"32.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/munthe-nieve-cocktail-dress-party-dress-black-muo21c00j-q11.html,MUNTHE,NIEVE , Cocktail dress / Party dress,Cocktail Dresses,Â£264.99,black,--,--,Faux leather,--,100% polyester,--,--,Turn-down collar,--,--,Button,--,Plain,"Belt included, inseam pockets",MUO21C00J-Q11,Knee-length,Elbow length,"41.5 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/patrizia-pepe-abito-dress-cocktail-dress-party-dress-nero-p1421c0in-q11.html,Patrizia Pepe,ABITO DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£344.99,nero,--,--,Chiffon,--,"95% viscose, 5% metal",100% polyester,"Do not tumble dry, Hand wash only",Standing collar,--,--,Drawstring fastening,Low-cut v-neck,--,Slip,P1421C0IN-Q11,Short,"24.5 "" (Size 10)","35.5 "" (Size 10)",Regular Fit,--,"14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/twinset-woven-dress-cocktail-dress-party-dress-lichen-tw321c085-d11.html,TWINSET,WOVEN DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£319.99,lichen,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,--,Cache-coeur,Plain,"Bust darts, elasticated waist, Crochet Detailing, slip",TW321C085-D11,Extra short,"24.0 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/david-koma-gathered-cocktail-dress-party-dress-black-d0t21c00h-q11.html,David Koma,GATHERED  , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,185.00",black,--,--,Tulle,--,"82% polyamide, 18% elastane","68% acetate, 32% polyester",Dry clean only,--,--,--,Zip,Square neck,Plain,Slip,D0T21C00H-Q11,Extra short,"25.0 "" (Size 8)","31.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,100% polyamide,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/david-koma-gathered-cocktail-dress-party-dress-black-d0t21c00h-q11.html,David Koma,GATHERED  , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,185.00",blue,--,--,Tulle,--,"82% polyamide, 18% elastane","68% acetate, 32% polyester",Dry clean only,--,--,--,Zip,Square neck,Plain,Slip,D0T21C00H-Q11,Extra short,"25.0 "" (Size 8)","31.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,100% polyamide,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/milly-atalie-3d-floral-dress-cocktail-dress-party-dress-white-m1221c04a-a11.html,Milly,ATALIE 3D FLORAL DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£359.99,video overlay,--,--,Lace,--,100% polyester,"97% polyester, 3% elastane",Dry cleaning,--,--,--,Zip,Low-cut v-neck,Plain,"Bust darts, slip",M1221C04A-A11,Extra short,Short,--,Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/n21-cocktail-dress-party-dress-black-n3121c01v-q11.html,NÂ°21,Cocktail dress / Party dress,,Cocktail Dresses,Â£625.00,video overlay,--,--,--,--,"50% viscose, 33% polyurethane, 17% acetate",100% cupro,Dry clean only,--,--,--,Zip,Backless,Plain,--,N3121C01V-Q11,Short,"24.0 "" (Size 10)","30.0 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/just-cavalli-cocktail-dress-party-dress-natural-variant-ju621c0c7-o11.html,Just Cavalli,Cocktail dress / Party dress,,Cocktail Dresses,Â£349.99,natural variant,--,--,--,--,"87% polyester, 13% elastane",--,Hand wash only,--,--,--,Zip,Low-cut v-neck,Animal print,"Bust darts, wired bustier",JU621C0C7-O11,Thigh-length,Sleeveless,"35.0 "" (Size 10)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/alexa-chung-celeste-ruffle-dress-cocktail-dress-party-dress-fern-green-a2b21c00d-m11.html,Alexa Chung,CELESTE RUFFLE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£395.00,fern green,--,--,--,--,"47% viscose, 35% silk, 18% metal",100% viscose,"Hand wash only, Dry cleanable",--,--,--,Button,Low-cut v-neck,Print,"Belt included, slip",A2B21C00D-M11,Knee-length,"21.5 "" (Size 8)","45.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mykke-hofmann-kusi-cocktail-dress-party-dress-beige-myd21c01v-b12.html,Mykke Hofmann,KUSI , Cocktail dress / Party dress,Cocktail Dresses,Â£299.99,beige,--,--,Satin,--,100% lyocell,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Shawl collar,--,--,Zip,--,Plain,--,MYD21C01V-B12,Calf-length,"24.5 "" (Size S)","46.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mykke-hofmann-kusi-cocktail-dress-party-dress-beige-myd21c01v-b12.html,Mykke Hofmann,KUSI , Cocktail dress / Party dress,Cocktail Dresses,Â£299.99,dust white,--,--,Satin,--,100% lyocell,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Shawl collar,--,--,Zip,--,Plain,--,MYD21C01V-B12,Calf-length,"24.5 "" (Size S)","46.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mykke-hofmann-kemana-day-dress-beige-myd21c01y-b11.html,Mykke Hofmann,KEMANA , Cocktail dress / Party dress,Cocktail Dresses,Â£229.99,beige,--,--,Satin,--,100% lyocell,--,Hand wash only,--,--,--,--,Low-cut v-neck,Plain,"Bust darts, adjustable straps, fringing",MYD21C01Y-B11,Calf-length,Sleeveless,"42.5 "" (Size S/M)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S/M","17.5 "" (Size S/M)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/moschino-teddy-buttons-cocktail-dress-party-dress-red-6mo21c028-g11.html,MOSCHINO,TEDDY BUTTONS , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,210.00",video overlay,--,--,--,--,"51% silk, 49% acetate","89% acetate, 6% elastane, 5% silk",Dry clean only,--,--,--,Zip,Low-cut v-neck,Plain,"Slip, decorative buttons",6MO21C028-G11,Knee-length,Elbow length,"40.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/twinset-dress-cocktail-dress-party-dress-neroneve-tw321c07e-q11.html,TWINSET,DRESS , Jersey dress,Cocktail Dresses,Â£179.99,nero/neve,--,--,"Jersey, chiffon",--,"68% viscose, 27% polyamide, 5% elastane",--,Dry clean only,Standing collar,--,--,Zip,--,--,Inseam pockets,TW321C07E-Q11,Short,"28.5 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/david-koma-cocktail-dress-party-dress-black-d0t21c00g-q11.html,David Koma,Cocktail dress / Party dress,,Cocktail Dresses,"Â£1,775.00",black,--,--,--,--,"68% polyamide, 32% modal","96% acetate, 4% elastane",Dry cleanable,--,--,--,Zip,Backless,--,"Bust darts, slip, rhinestones",D0T21C00G-Q11,Calf-length,Spaghetti straps,"48.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/david-koma-sweetheart-cocktail-dress-party-dress-black-d0t21c00u-q11.html,David Koma,SWEETHEART , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,255.00",black,--,--,--,--,100% wool,"96% acetate, 4% elastane",Dry clean only,--,--,--,Zip,Square neck,Plain,"Button row, bust darts",D0T21C00U-Q11,Extra short,"24.5 "" (Size 8)","32.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/cinq-a-sept-birds-eye-gaby-dress-cocktail-dress-party-dress-grey-blue-cig21c01n-c11.html,Cinq Ã  Sept,BIRD'S EYE GABY DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£305.00,video overlay,--,--,Satin,--,100% polyester,100% polyester,Dry clean only,Turn-down collar,--,--,Button,--,Polka dot,--,CIG21C01N-C11,Short,"18.5 "" (Size 8)","35.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/alice-olivia-simona-mini-cocktail-dress-party-dress-beach-bliss-sunflower-multi-a2n21c012-m11.html,Alice + Olivia,SIMONA MINI , Cocktail dress / Party dress,Cocktail Dresses,Â£395.00,video overlay,--,--,Satin,--,"97% cotton, 3% elastane","94% polyester, 6% elastane",Dry clean only,--,--,--,Zip,Cache-coeur,Floral,"Belt included, slip",A2N21C012-M11,Short,"25.0 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/just-cavalli-dress-cocktail-dress-party-dress-black-ju621c0c1-q11.html,Just Cavalli,DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£479.99,black ,--,--,Rib,--,"67% viscose, 33% polyester",--,Dry clean only,--,--,--,--,Crew neck,Animal print,Shoulder pads,JU621C0C1-Q11,Short,"25.5 "" (Size S)","33.5 "" (Size S)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/just-cavalli-dress-cocktail-dress-party-dress-natural-variant-ju621c0cb-b11.html,Just Cavalli,DRESS , Jersey dress,Cocktail Dresses,Â£404.99,natural variant,--,--,Jersey,--,100% viscose,--,Dry clean only,--,--,--,Zip,Crew neck,Animal print,Bust darts,JU621C0CB-B11,Knee-length,Sleeveless,"35.5 "" (Size 10)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/supermom-dress-short-sleeve-allover-cocktail-dress-party-dress-sea-spray-s8629f04r-t11.html,Supermom,DRESS SHORT SLEEVE ALLOVER  , Jersey dress,Cocktail Dresses,Â£42.99,sea spray,"97% polyester, 3% elastane",--,"Jersey, satin",--,"58% polyester, 32% viscose, 10% elastane",--,--,--,--,--,--,Low-cut v-neck,Animal print,--,S8629F04R-T11,Calf-length,Short,"43.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/victoria-beckham-sleeveless-mini-shift-dress-cocktail-dress-party-dress-crimson-v0921c029-g11.html,Victoria Beckham,SLEEVELESS MINI SHIFT DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£500.00,video overlay,--,--,--,Semi-sheer,100% viscose,--,Dry clean only,Standing collar,--,--,Laces,Low-cut v-neck,Plain,Inseam pockets,V0921C029-G11,Knee-length,Sleeveless,"34.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/victoria-beckham-sleeveless-mini-shift-dress-cocktail-dress-party-dress-crimson-v0921c029-g11.html,Victoria Beckham,SLEEVELESS MINI SHIFT DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£500.00,crimson,--,--,--,Semi-sheer,100% viscose,--,Dry clean only,Standing collar,--,--,Laces,Low-cut v-neck,Plain,Inseam pockets,V0921C029-G11,Knee-length,Sleeveless,"34.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/victoria-beckham-sleeveless-mini-shift-dress-cocktail-dress-party-dress-crimson-v0921c029-g11.html,Victoria Beckham,SLEEVELESS MINI SHIFT DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£500.00,black,--,--,--,Semi-sheer,100% viscose,--,Dry clean only,Standing collar,--,--,Laces,Low-cut v-neck,Plain,Inseam pockets,V0921C029-G11,Knee-length,Sleeveless,"34.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/marija-kulusic-lindres-cocktail-dress-party-dress-black-mfk21c000-q11.html,MARIJA KULUSIC,LINDRES , Cocktail dress / Party dress,Cocktail Dresses,Â£425.00,black,--,--,--,--,100% viscose,--,Dry clean only,--,--,--,Laces,Crew neck,--,--,MFK21C000-Q11,Calf-length,Short,"53.5 "" (Size M)",Regular Fit,"Our model is 5' 11""  tall and is wearing size M","15.0 "" (Size M)",--,--,--,--,100% linen,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rag-and-bone-eloise-mini-dress-cocktail-dress-party-dress-black-r0721c00y-q11.html,rag & bone,ELOISE MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£494.99,video overlay,--,--,Satin,--,100% silk,100% polyester,Dry clean only,--,--,--,Zip,Low-cut v-neck,Plain,Slip,R0721C00Y-Q11,Short,"25.0 "" (Size 10)","36.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10","17.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/just-cavalli-dress-cocktail-dress-party-dress-blush-ju621c0c3-g11.html,Just Cavalli,DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£614.99,blush,100% viscose,--,--,--,100% acetate,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Print,"Shoulder pads, slip",JU621C0C3-G11,Short,Extra short,"35.5 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/n21-cocktail-dress-party-dress-black-n3121c021-q11.html,NÂ°21,Cocktail dress / Party dress,,Cocktail Dresses,Â£660.00,black,--,--,--,--,"69% acetate, 31% silk",--,Dry clean only,--,--,--,Button,--,--,"Bust darts, bow",N3121C021-Q11,Short,"23.5 "" (Size 10)","37.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","16.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/just-cavalli-dress-cocktail-dress-party-dress-blackwhite-ju621c0c4-q11.html,Just Cavalli,DRESS , Jersey dress,Cocktail Dresses,Â£229.99,black/white,--,--,Jersey,--,"64% polypropylene, 25% polyamide, 11% elastane",--,Hand wash only,--,--,--,--,Crew neck,Animal print,--,JU621C0C4-Q11,Knee-length,Sleeveless,"35.0 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/n21-cocktail-dress-party-dress-paglia-n3121c01w-e11.html,NÂ°21,Cocktail dress / Party dress,,Cocktail Dresses,Â£595.00,paglia,--,--,--,Semi-sheer,"69% acetate, 31% silk",--,Dry clean only,High collar,--,--,--,--,Plain,Elasticated waist,N3121C01W-E11,Knee-length,Short,"44.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/patrizia-pepe-abito-jersey-dress-silver-lurex-p1421c0is-d11.html,Patrizia Pepe,ABITO , Cocktail dress / Party dress,Cocktail Dresses,Â£359.99,silver lurex,--,--,Knit,--,"69% viscose, 18% polyamide, 13% polyester",--,Hand wash only,--,--,--,--,Low-cut v-neck,Marl,--,P1421C0IS-D11,Knee-length,"25.0 "" (Size 10)","36.0 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/patrizia-pepe-abito-jersey-dress-silver-lurex-p1421c0is-d11.html,Patrizia Pepe,ABITO , Cocktail dress / Party dress,Cocktail Dresses,Â£359.99,fresh,--,--,Knit,--,"69% viscose, 18% polyamide, 13% polyester",--,Hand wash only,--,--,--,--,Low-cut v-neck,Marl,--,P1421C0IS-D11,Knee-length,"25.0 "" (Size 10)","36.0 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/patrizia-pepe-abito-day-dress-fresh-orange-lurex-p1421c0is-h11.html,Patrizia Pepe,ABITO , Cocktail dress / Party dress,Cocktail Dresses,Â£359.99,fresh,--,--,Knit,--,"69% viscose, 18% polyamide, 13% polyester",--,"Hand wash only, Dry clean only",--,--,--,--,Low-cut v-neck,Marl,--,P1421C0IS-H11,Knee-length,"26.0 "" (Size 10)","38.0 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/patrizia-pepe-abito-day-dress-fresh-orange-lurex-p1421c0is-h11.html,Patrizia Pepe,ABITO , Cocktail dress / Party dress,Cocktail Dresses,Â£359.99,silver lurex,--,--,Knit,--,"69% viscose, 18% polyamide, 13% polyester",--,"Hand wash only, Dry clean only",--,--,--,--,Low-cut v-neck,Marl,--,P1421C0IS-H11,Knee-length,"26.0 "" (Size 10)","38.0 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
