cv_predicted,IndexID,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
edgy,456,girly,https://www.zalando.co.uk/only-onlolivia-wrap-dress-day-dress-verdant-green-on321c1rr-m12.html,Only,"ONLOLIVIA DRESS ",25.99,1,green,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,"37.5 "" (Size 8)",Regular Fit,Regular fit,,"15.5 "" (Size 8)",No,No,No,No,No
girly,457,girly,https://www.zalando.co.uk/mascara-cocktail-dress-party-dress-baby-blue-m0921c0dr-k11.html,Mascara,Cocktail dress / Party dress,199.99,4,pastel blue,"Lace, tulle",100% polyester,,,,,Zip,,Low v-neck,Plain,"Slip, sequins, rhinestones",Short,Spaghetti straps,Spaghetti straps,"35.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,yes,No,Yes
edgy,458,edgy,https://www.zalando.co.uk/moss-copenhagen-kalika-jalina-dress-day-dress-blue-m0y21c09v-q11.html,Moss Copenhagen,"KALIKA JALINA DRESS ",89.99,3,black/blue,,100% viscose,,,Standing collar,,,Wrap dresses,Low v-neck,Floral,,Calf length,"26.5 "" (Size S)",Long,"44.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No
girly,459,trendy,https://www.zalando.co.uk/christopher-kane-crystal-buckle-gown-occasion-wear-antique-white-c5y21c00c-a11.html,Christopher Kane,"CRYSTAL BUCKLE GOWN ",,5,white,Jersey,100% viscose,100% viscose,Dry clean only,,,Zip,,Round neckline,Plain,"Slip, rhinestones",Maxi/long,"29.0 "" (Size 10)",Long,"67.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",,Yes,No,yes,No,No
casual chic,460,casual chic,https://www.zalando.co.uk/yas-yaspiccolina-midi-dress-day-dress-sky-captain-y0121c1d4-k11.html,Yas,"YASPICCOLINA MIDI DRESS ",59.99,2,blue,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,Low v-neck,Floral,"Inseam pockets, bust darts",Calf length,Long,Long,,Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",,No,yes,No,No,No
girly,461,trendy,https://www.zalando.co.uk/freequent-day-dress-begonia-pink-mix-f0821c079-j11.html,Freequent,Day dress,79.99,2,white/pink,,"70% viscose, 30% linen",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Striped,Bust darts,Calf length,Short,Short,"47.0 "" (Size S)",Loose Fit,Loose fit,,"14.0 "" (Size S)",No,No,No,No,No
sporty,462,sporty,https://www.zalando.co.uk/mamalicious-mlgigi-dress-day-dress-four-leaf-clover-m6429f0v9-m11.html,MAMALICIOUS,"MLGIGI DRESS ",29.74,1,army green,Sweat,"60% polyester, 35% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,Round neckline,,,Short,"23.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Slim Fit,Slim fit,,,No,No,No,No,No
alternative,463,girly,https://www.zalando.co.uk/only-tall-onlolivia-wrap-dress-day-dress-blackred-ond21c05c-q11.html,Only,"ONLOLIVIA DRESS ",25.99,1,black/red,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No
edgy,464,casual chic,https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-black-on321c2qj-q11.html,Only,"ONLINC FENJA DRESS ",21.99,1,black,Rib,"95% cotton, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,,Bodycon dresses,Round neckline,Floral,,Short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No
trendy,465,trendy,https://www.zalando.co.uk/massimo-dutti-day-dress-neon-pink-m3i21c0jy-j11.html,Massimo Dutti,Day dress,99.95,3,pink,,"53% linen, 47% viscose",100% cotton,,,,,,Spaghetti straps,Plain,,Calf length,Spaghetti straps,Spaghetti straps,"40.0 "" (Size M)",Regular Fit,Regular fit,,,No,No,No,No,No
trendy,466,trendy,https://www.zalando.co.uk/mango-lake-day-dress-schwarz-m9121c5jp-q11.html,Mango,"LAKE ",49.99,2,black,,100% lyocell,,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Turn-down collar,,Drawstring fastening,Button down dresses,,Plain,,Calf length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No
classic,467,classic,https://www.zalando.co.uk/banana-republic-button-front-crepe-shift-dress-day-dress-preppy-navy-bj721c0h8-k11.html,Banana Republic,"BUTTON FRONT CREPE SHIFT DRESS ",89.99,3,navy,,"92% polyester, 8% elastane",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Accentuating the waist,Henley neckline,Plain,Belt included,Knee length,Sleeveless,Sleeveless,"44.5 "" (Size 8)",Regular Fit,Regular fit,,"13.5 "" (Size 8)",No,No,No,No,No
trendy,468,trendy,https://www.zalando.co.uk/ioana-ciolacu-soft-candy-dress-day-dress-nudelight-bluedark-blue-io021c005-t11.html,Ioana Ciolacu,"SOFT CANDY DRESS ",155.0,4,multi-coloured,Sweat,"65% cotton, 35% polyester",,Hand wash only,,,,,Round neckline,,Elasticated waist,Knee length,"24.5 "" (Size S)",Long,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No
casual chic,469,casual chic,https://www.zalando.co.uk/only-onlaneline-wrap-day-dress-june-bug-on321c2pb-m11.html,Only,"ONLANELINE WRAP ",30.99,1,dark green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,,Wrap dresses,Low v-neck,Plain,"Elasticated waist, slip",Short,"24.0 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,,,Yes,No,No,No,No
classic,470,classic,https://www.zalando.co.uk/Hugo Boss-dila-day-dress-black-bb121c0dd-q11.html,Hugo Boss,"DILA ",319.0,5,black,,"61% polyester, 26% viscose, 7% cotton, 6% elastane",,"Do not tumble dry, Do not wash",,,Zip,,Round neckline,Plain,,Knee length,3/4 length,Elbow length,,Loose Fit,Loose fit,,,No,Yes,No,No,No
classic,471,classic,https://www.zalando.co.uk/andiata-edla-dress-day-dress-royal-blue-a4l21c000-k11.html,ANDIATA,"EDLA DRESS ",246.49,5,electric blue,Rib,"90% wool, 10% cashmere",,Hand wash only,,,,Accentuating the waist,Round neckline,Plain,Belt included,Calf length,Long,Long,,Slim Fit,Slim fit,,,No,No,No,No,No
casual chic,472,casual chic,https://www.zalando.co.uk/jdy-petite-jdysoro-wrap-dress-day-dress-blackwhite-jd421c007-t12.html,JDY,"JDYSORO WRAP DRESS ",23.39,1,black/white,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Floral,Belt included,Short,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No
edgy,473,edgy,https://www.zalando.co.uk/munthe-nieve-cocktail-dress-party-dress-black-muo21c00j-q11.html,MUNTHE,"NIEVE ",264.99,5,black,Leather,100% polyester,,,Turn-down collar,,Button,Button down dresses,,Plain,"Belt included, inseam pockets",Knee length,Elbow length,Elbow length,"41.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",No,yes,No,No,No
classic,474,classic,https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-bordeauxblack-an621c1qj-g11.html,Anna Field,Jersey dress,26.34,1,burgundy,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Floral,Bust darts,Short,Extra short,Short,"38.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
trendy,475,trendy,https://www.zalando.co.uk/see-by-chloe-cocktail-dress-party-dress-reddish-brown-se321c05z-g11.html,See by Chloe,Cocktail dress / Party dress,300.0,5,brown,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Button,,,Plain,"Embroidery, slip",Knee length,Short,Short,"38.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 10","20.5 "" (Size 10)",No,No,No,No,No
classic,476,classic,https://www.zalando.co.uk/only-onleva-life-day-dress-black-joy-prep-graphic-on321c2s4-a11.html,Only,"ONLEVA LIFE ",39.99,1,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Do not iron, Machine wash on gentle cycle",,,Button,Accentuating the waist,Low v-neck,Animal Prints in general,Belt included,Maxi/long,3/4 length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No
girly,477,alternative,https://www.zalando.co.uk/superdry-day-dress-white-su221c0nh-a11.html,Superdry,Day dress,39.99,1,white,,100% viscose,,,,,,Wrap dresses,Low v-neck,,,,Short,Short,,,,,,No,No,No,No,No
trendy,478,trendy,https://www.zalando.co.uk/twinset-woven-dress-cocktail-dress-party-dress-lichen-tw321c085-d11.html,TWINSET,"WOVEN DRESS ",319.99,5,pastel green,,100% polyester,100% polyester,Hand wash only,,,,Wrap dresses,Low v-neck,Plain,"Bust darts, elasticated waist, Crochet Detailing, slip",Extra short,"24.0 "" (Size 8)",Long,"32.5 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No
classic,479,classic,https://www.zalando.co.uk/seidensticker-day-dress-pink-3se21c052-j11.html,Seidensticker,Day dress,109.99,3,pink,,100% linen,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Plain,Inseam pockets,Knee length,Short,Short,,Loose Fit,Loose fit,,,No,yes,No,No,No
girly,480,girly,https://www.zalando.co.uk/vila-vilovie-wrap-midi-dress-day-dress-rose-smoke-v1021c29u-j11.html,Vila,"VILOVIE WRAP MIDI DRESS ",34.99,1,pastel pink,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,,Calf length,Short,Short,"43.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.0 "" (Size 10)",No,No,No,No,No
sporty,481,sporty,https://www.zalando.co.uk/sergio-tacchini-alena-day-dress-white-s1621c000-a11.html,Sergio Tacchini,"ALENA ",67.49,2,white,Jersey,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C",Zip neck,,Zip,,,Prints in general,Inseam pockets,Short,"23.5 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,,,Yes,yes,No,No,No
classic,482,classic,https://www.zalando.co.uk/marc-opolo-dress-volume-sleeve-day-dress-black-ma321c0qf-q11.html,Marc'o polo,"DRESS VOLUME SLEEVE ",89.24,3,black,Sweat,"47% cotton, 47% modal, 6% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,,Knee length,"27.0 "" (Size 8)",Long,"38.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
classic,483,classic,https://www.zalando.co.uk/esprit-day-dress-black-es121c24q-q11.html,Esprit,Day dress,45.0,2,black,,"97% cotton, 3% elastane",,"Machine wash at 40Â°C, Do not bleach",Turn-down collar,,,Button down dresses,,Plain,,Short,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No
edgy,484,edgy,https://www.zalando.co.uk/na-kd-frill-detail-long-sleeve-dress-day-dress-beige-naa21c0ps-b11.html,NA-KD,PAMELA REIF x NA,43.99,2,brown,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Animal Prints in general,Slip,Extra short,"25.0 "" (Size 8)",Long,"32.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
trendy,485,trendy,https://www.zalando.co.uk/pinko-ardea-dress-day-dress-caramello-p6921c0b7-b11.html,Pinko,"ARDEA DRESS ",279.99,5,sand,Satin,100% polyester,,Dry clean only,Volant/frill collar,,,Wrap dresses,Low v-neck,Plain,,Short,"24.5 "" (Size 8)",Long,"32.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
girly,486,girly,https://www.zalando.co.uk/part-two-naiomipw-day-dress-blooming-dahlia-mini-p2121c0ee-j11.html,Part Two,"NAIOMI ",109.99,3,pastel pink,,100% viscose,100% viscose,,Standing collar,,,,Low v-neck,Floral,Slip,Knee length,"25.0 "" (Size 8)",Long,"39.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
casual chic,487,casual chic,https://www.zalando.co.uk/swing-curve-cocktail-dress-party-dress-sea-bluemulti-s0o21c03w-k11.html,Swing Curve,Cocktail dress / Party dress,174.99,4,blue,Chiffon,100% polyester,"92% polyester, 8% elastane",,,,Button,,Round neckline,Floral,Slip,Knee length,Elbow length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No
girly,488,classic,https://www.zalando.co.uk/gap-petite-midi-dress-day-dress-burgundy-gag21c01b-k11.html,GAP,"MIDI DRESS ",47.99,2,burgundy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Polka dot,,Calf length,Extra short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No
classic,489,classic,https://www.zalando.co.uk/vero-moda-vmhbeatrix-dress-day-dress-night-sky-ve121c38l-k11.html,Vero Moda,"VMHBEATRIX TAPE SHORT DRESS ",32.99,1,navy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,,,V-neck,Plain,"Bust darts, Crochet Detailing",Short,3/4 length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No
edgy,490,edgy,https://www.zalando.co.uk/nikkie-snow-leopard-dress-day-dress-creamblack-nio21c01r-b11.html,NIKKIE,"SNOW LEOPARD DRESS ",129.99,4,brown,,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Animal Prints in general,"Elasticated waist, bust darts",Short,"25.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,,"14.5 "" (Size 8)",No,No,No,No,No
classic,491,classic,https://www.zalando.co.uk/jdy-amanda-belt-dress-day-dress-black-jy121c096-q11.html,JDY,"JDYAMANDA ",21.99,1,black,,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",,,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip",Knee length,Elbow length,Elbow length,"36.5 "" (Size 36)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 36","15.5 "" (Size 36)",No,No,No,No,No
trendy,492,trendy,https://www.zalando.co.uk/love-copenhagen-natva-dress-cocktail-dress-party-dress-cherry-blossom-l1g21c04e-j11.html,Love Copenhagen,"NATVA DRESS ",84.99,3,pastel pink,Satin,"60% polyester, 40% nylon",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,,Round neckline,Plain,Bow,Short,Elbow length,Elbow length,"38.0 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,Yes
girly,493,girly,https://www.zalando.co.uk/vila-viplissea-flonal-dress-day-dress-misty-rose-v1021c30g-j11.html,Vila,"VIPLISSEA FLONAL DRESS ",39.99,1,pastel pink,Chiffon,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,,Button,,,Floral,Slip,Short,"27.0 "" (Size 8)",Long,"36.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
classic,494,trendy,https://www.zalando.co.uk/mm6-maison-margiela-dress-day-dress-black-mma21c02a-q11.html,MM6 Maison Margiela,"DRESS ",310.0,5,black,,"66% polyester, 28% viscose, 6% elastane",,Dry clean only,,Asymmetrical,,,V-neck,Plain,,Knee length,"18.0 "" (Size 10)",Elbow length,"43.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No
girly,495,classic,https://www.zalando.co.uk/anna-field-day-dress-light-blue-an621c1i6-k12.html,Anna Field,Jersey dress,28.99,1,pastel blue,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Round neckline,Plain,Belt included,Calf length,Spaghetti straps,Spaghetti straps,"43.5 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No
classic,496,classic,https://www.zalando.co.uk/bruuns-bazaar-camilla-fines-dress-day-dress-black-br321c09d-q11.html,Bruuns Bazaar,"CAMILLA FINES DRESS ",149.99,4,black,,100% polyester,100% polyester,,Standing collar,,Button,Accentuating the waist,,Plain,"Belt included, slip",Calf length,"25.5 "" (Size 8)",Long,"46.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
casual chic,497,edgy,https://www.zalando.co.uk/object-objmila-gia-day-dress-black-ob121c0pq-q13.html,Object,"OBJMILA GIA  ",43.99,2,black/green,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,,,Low v-neck,Floral,Slip,Short,"24.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
casual chic,498,casual chic,https://www.zalando.co.uk/mavi-long-sleeve-dress-day-dress-black-ma621c03y-q11.html,Mavi,"LONG SLEEVE DRESS ",43.99,2,black,,"99% polyester, 1% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Laces,,Round neckline,Plain,,Short,"18.5 "" (Size S)",Elbow length,"33.5 "" (Size S)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size S","17.5 "" (Size S)",No,No,No,No,No
trendy,499,trendy,https://www.zalando.co.uk/allsaints-alexia-dress-cocktail-dress-party-dress-red-a0q21c0h5-g11.html,AllSaints,"ALEXIA DRESS ",119.99,3,red,Satin,100% polyester,100% viscose,"Do not tumble dry, Do not wash",,Asymmetrical,,,Spaghetti straps,Plain,,Maxi/long,Spaghetti straps,Spaghetti straps,"54.0 "" (Size 8)",Slim Fit,Slim fit,,,No,No,No,No,Yes
trendy,500,trendy,https://www.zalando.co.uk/sister-jane-carina-dress-cocktail-dress-party-dress-red-qs021c074-g11.html,Sister Jane,"CARINA DRESS ",89.99,3,red,,100% polyester,"97% polyester, 3% elastane",Dry clean only,,,Zip,,Square neckline,Plain,"Inseam pockets, slip",Short,Short,Short,"32.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,yes,No,No,No
girly,501,girly,https://www.zalando.co.uk/pieces-petite-pctegan-strap-dress-day-dress-cyclamen-pit21c02u-j11.html,Pieces,"PCTEGAN STRAP DRESS ",21.99,1,pink,Rib,"95% cotton, 5% elastane",,,,,,Bodycon dresses,Square neckline,Plain,Adjustable straps,Short,Spaghetti straps,Spaghetti straps,"31.5 "" (Size S)",Bodycon,Slim fit,,,No,No,No,No,No
girly,502,girly,https://www.zalando.co.uk/hollister-co-wrap-dress-day-dress-white-h0421c05d-a11.html,Hollister Co.,"DRESS ",48.99,2,white,,100% polyester,100% polyester,Machine wash at 30Â°C,,,,,Square neckline,Floral,"Bust darts, slip, bow",Short,"26.0 "" (Size SxL)",Long,"33.5 "" (Size SxL)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size SxL","12.0 "" (Size SxL)",No,No,No,No,Yes
classic,503,classic,https://www.zalando.co.uk/by-malene-birger-rousalile-day-dress-black-by121c09c-q11.html,Marlene Birger,"ROUSALILE ",199.99,4,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Plain,,Knee length,"26.5 "" (Size 8)",Long,"38.5 "" (Size 8)",Loose Fit,Loose fit,,"13.5 "" (Size 8)",No,No,No,No,No
classic,504,classic,https://www.zalando.co.uk/zign-cocktail-dress-party-dress-black-zi121c023-q11.html,Zign,Jersey dress,27.99,1,black,Jersey,"81% polyester, 19% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,Plain,,Knee length,"24.0 "" (Size S)",Long,"45.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,Yes,No,No,No,No
casual chic,505,casual chic,https://www.zalando.co.uk/yas-yasbalara-dress-day-dress-black-balara-y0121c1sy-t11.html,Yas,"YASBALARA DRESS ",41.99,2,black multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Lapel collar,,Button,,Low v-neck,Floral,,Short,"25.0 "" (Size S)",Long,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)",No,No,No,No,No
casual chic,506,casual chic,https://www.zalando.co.uk/vero-moda-short-dress-day-dress-black-ve121c37l-q12.html,Vero Moda,"VMANNA SHORT DRESS ",26.34,1,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Prints in general,,Short,"24.0 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",Yes,No,No,No,No
edgy,507,edgy,https://www.zalando.co.uk/object-objmila-gia-day-dress-sky-captaincloud-dancer-ob121c0pq-k12.html,Object,"OBJMILA GIA  ",43.99,2,navy,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,,,Low v-neck,Prints in general,Slip,Short,"25.0 "" (Size 8)",Long,"35.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No
