,Unnamed: 0,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
2062,2938,Marimekko,MIELEINEN ATTIKA ,219.99,5,army green,,"97% cotton, 3% elastane",,"Machine wash at 40Â°C, do not tumble dry",,,,,Square neckline,,,Knee length,Elbow length,Elbow length,"38.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,classic
2063,2939,Notes du Nord,CHERYL DRESS ,199.99,4,blue,,"60% polyester, 36% polyamide, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Checked,,Calf length,Elbow length,Elbow length,"45.5 "" (Size 10)",Regular Fit,Regular fit,,"14.0 "" (Size 10)",No,No,No,No,No,girly
2064,2940,CMEO COLLECTIVE,FADING DRESS ,209.99,5,bright multi-coloured,,100% polyester,,"Do not tumble dry, Hand wash only",,Asymmetrical,Laces,,Cowl neckline,Prints in general,Zip fastening,Knee length,Spaghetti straps,Spaghetti straps,"40.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,edgy
2065,2941,Missguided,COWL NECK DRESS ,32.99,1,pastel pink,Satin,100% polyester,,Machine wash at 30Â°C,,,Zip,,Cowl neckline,Plain,"Adjustable straps, bow",Extra short,Spaghetti straps,Spaghetti straps,"31.5 "" (Size 8)",Slim Fit,Slim fit,,,No,No,No,No,Yes,trendy
2066,2942,Only,ONLPHILIPPA V NECK LAYERED DRESS ,34.99,1,white multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",,,,Wrap dresses,Low v-neck,Floral,Slip,Short,"23.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,,"12.0 "" (Size S)",No,No,No,No,No,alternative
2067,2943,Libertine-Libertine,SUCH ,154.99,4,black,Rib,"97% viscose, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Square neckline,Plain,,Calf length,"27.0 "" (Size S)",Long,"48.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,classic
2068,2944,Missguided,LONG SLEEVE DRESS ,33.99,1,sand,Rib,"95% polyester, 5% elastane",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Round neckline,Plain,,Maxi/long,"24.0 "" (Size 8)",Long,"53.5 "" (Size 8)",Bodycon,Slim fit,,,No,No,No,No,Yes,unknown
2069,2945,Just Cavalli,DRESS ,404.99,5,brown,Jersey,100% viscose,,Dry clean only,,,Zip,Bodycon dresses,Round neckline,Animal Prints in general,Bust darts,Knee length,Sleeveless,Sleeveless,"35.5 "" (Size 10)",Bodycon,Slim fit,,,No,No,No,No,No,edgy
2070,2946,Object,OBJBODIL NETTE WRAP DRESS ,54.99,2,green,,"53% viscose, 47% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Checked,Bust darts,Calf length,"25.0 "" (Size 8)",Long,"46.0 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No,edgy
2071,2947,Yas,YASFALAK MIDI DRESS ,59.99,2,white,,"95% cotton, 5% polyester",100% cotton,"Machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Button,,Round neckline,Striped,"Slip, tassels",Calf length,Elbow length,Elbow length,"47.5 "" (Size 10)",Regular Fit,Regular fit,,"16.0 "" (Size 10)",No,No,No,No,No,girly
2072,2948,Only,CARNOVA LIFE ELLIS DRESS ,25.99,1,black multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Floral,Bust darts,Knee length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,girly
2073,2949,MICHAEL Michael Kors,CLIP SMOCKED DRESS ,194.99,4,burgundy,,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Zip,,,Polka dot,"Slip, embroidery",Short,"26.0 "" (Size S)",Long,"34.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,girly
2074,2950,Pepe Jeans,MEGAN ,74.99,2,blue,,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry",,,Button,,Low v-neck,,"Elasticated waist, slip",Short,"23.0 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,girly
2075,2951,MAMALICIOUS,MLZION LIA WOVEN DRESS ,39.99,1,black,,100% viscose,,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Zip,,Low v-neck,Plain,Bust darts,Knee length,"24.5 "" (Size 8)",Long,"41.5 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No,edgy
2076,2952,Calvin Klein,SHEER PANEL CAMI DRESS ,195.49,4,black,Satin,"76% acetate, 24% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Spaghetti straps,Plain,Adjustable straps,Maxi/long,Spaghetti straps,Spaghetti straps,"56.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,Yes,edgy
2077,2953,IN THE STYLE,BILLIE FAIERS FLORAL BELTED WRAP DRESS ,42.99,2,burgundy,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,Wrap dresses,Low v-neck,Floral,Belt included,Short,"23.5 "" (Size 6)",Long,"32.0 "" (Size 6)",Regular Fit,Regular fit,,"15.0 "" (Size 6)",No,No,No,No,No,edgy
2078,2954,Soyaconcept,SC,79.99,2,white multi-coloured,,100% polyester,"95% viscose, 5% elastane","Do not tumble dry, machine wash at 30Â°C",,,Button,,Low v-neck,,Slip,Calf length,"25.0 "" (Size S)",Long,"47.0 "" (Size S)",Oversized,Loose fit,"Our model is 5' 8""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,alternative
2079,2955,Morgan,RENOM ,69.99,2,army green,,"97% cotton, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Zip,Accentuating the waist,,Plain,Belt included,Knee length,Short,Short,"34.5 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No,alternative
2080,2956,Polo Ralph Lauren,BOATNECK MIDI DRESS ,199.99,4,army green,Rib,100% cotton,,,,,,Accentuating the waist,Boat neckline (wide),Plain,Belt included,Calf length,"21.5 "" (Size S)",Long,"49.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,classic
2081,2957,Morgan,REDONA ,54.99,2,black,,"87% polyester, 13% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low v-neck,Plain,Bust darts,Short,Short,Short,"34.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,edgy
2082,2958,Calvin Klein,ICONIC CAMI DRESS ,249.99,5,black,Chiffon,100% silk,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Spaghetti straps,Plain,Adjustable straps,Calf length,Spaghetti straps,Spaghetti straps,"49.5 "" (Size 10)",Slim Fit,Slim fit,,,No,No,No,No,Yes,edgy
2083,2959,Selected Femme,SLFRHONDA 2/4 MIDI DRESS ,59.99,2,pastel blue,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,,Button down dresses,V-neck,Striped,Belt included,Calf length,Elbow length,Elbow length,"51.0 "" (Size 10)",Loose Fit,Loose fit,,"14.5 "" (Size 10)",No,No,No,No,No,girly
2084,2960,Ralph Lauren,SCOOPNECK DRESS ,139.99,4,blue,Jersey,"94% cotton, 6% elastane","95% polyester, 5% elastane","Machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low round neckline,Plain,Slip,Knee length,Extra short,Short,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,alternative
2085,2961,Massimo Dutti,Day dress,89.95,3,black,,"68% modal, 32% polyester","68% modal, 32% polyester",,Lapel collar,,Drawstring fastening,,Low v-neck,Plain,Slip,Calf length,Long,Long,"52.5 "" (Size M)",Regular Fit,Regular fit,,,No,No,No,No,No,classic
2086,2963,Mango,CARRY ,39.99,1,silver,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,Drawstring fastening,,Low v-neck,Plain,"Bust darts, slip",Maxi/long,Spaghetti straps,Spaghetti straps,,Oversized,Loose fit,,,No,No,No,No,No,alternative
2087,2964,WAL G.,MAGGIE V NECK DRESS ,46.99,2,pastel blue,Jersey,"95% polyester, 5% elastane",,,,,Zip,,Low v-neck,Plain,,Maxi/long,"Sleeveless, short",Sleeveless,"57.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,classic
2088,2965,Yas,YASINDIGO DRESS ,59.99,2,blue,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Button,,,Floral,Bust darts,Short,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,girly
2089,2966,Vero Moda,VMGAYA POEL SHORT DRESS ,34.99,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Bow/shawl collar,,,Wrap dresses,Low v-neck,Plain,"Bust darts, slip",Short,Elbow length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No,edgy
2090,2967,Culture,DOTTA DRESS ,89.99,3,black/white,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Polka dot,,Calf length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,casual chic
2091,2968,WAL G.,SALEEMA BUCKLE SKATER DRESS ,44.99,2,burgundy,,"96% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Spaghetti straps,Plain,Slip,Knee length,Spaghetti straps,Spaghetti straps,"35.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",No,No,No,No,Yes,trendy
2092,2969,Ellesse,FRANCESTA ,34.99,1,denim,Denim,100% cotton,,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",,,Zip,,Spaghetti straps,,Bow,Extra short,Spaghetti straps,Spaghetti straps,"31.5 "" (Size 10)",Slim Fit,Slim fit,,,No,No,No,No,Yes,alternative
2093,2970,Vero Moda,VMSOPHIA HIGH NECK DRESS  ,39.99,1,white,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Floral,Zip fastening,Calf length,Short,Short,"48.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",Yes,No,No,No,No,girly
2094,2971,Vila,VIAYA ANCLE DRESS ,34.99,1,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Plain,,Calf length,"25.0 "" (Size 8)",Long,"47.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",yes,No,No,No,Yes,classic
2095,2972,Saint Tropez,KIRI DRESS ,79.99,2,black,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Peter pan collar,,Zip,,,Plain,,Knee length,"23.5 "" (Size S)",Long,"38.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,edgy
2096,2973,Mother of Pearl,GATHERED DRESS WITH SPLITS AND TIE CUFFS ,295.0,5,army green,,100% lyocell,,Hand wash only,,,Laces,Accentuating the waist,Round neckline,Plain,Belt included,Calf length,"25.0 "" (Size S)",Long,"47.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",Yes,No,No,No,No,unknown
2097,2974,Vila,VIJULIETTE ANKLE DRESS ,59.99,2,pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Accentuating the waist,Round neckline,Floral,"Belt included, elasticated waist, slip",Maxi/long,Spaghetti straps,Spaghetti straps,"51.0 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No,girly
2098,2975,Max Mara Leisure,TALETE ,209.99,5,gold,Satin,100% acetate,,Dry clean only,,,,,Low round neckline,Plain,,Calf length,Sleeveless,Sleeveless,"49.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 11""  tall and is wearing size 8","11.5 "" (Size 8)",No,No,No,No,No,girly
2099,2976,Nly by Nelly,ROMANTIC DRESS ,42.99,2,black/white,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Wrap dresses,Low v-neck,Animal Prints in general,,Extra short,"26.0 "" (Size 8)",Long,"34.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,trendy
2100,2977,Vero Moda,VMICO CALF DRESS ,43.99,2,black multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Floral,Bow,Calf length,"27.5 "" (Size S)",Long,"47.5 "" (Size S)",Regular Fit,Regular fit,,"13.5 "" (Size S)",No,No,No,No,No,casual chic
2101,2978,Kaffe,TIMANA DRESS ,69.99,2,army green,Chiffon,"95% polyester, 5% metal",,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,,,Low v-neck,Animal Prints in general,,Knee length,"26.5 "" (Size 8)",Long,"39.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,edgy
2102,2979,Esprit,DRESSES ,54.99,2,white,Sweat,"78% cotton, 21% polyester, 1% viscose",,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,Inseam pockets,Short,"24.5 "" (Size 8)",Long,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,yes,No,No,No,sporty
2103,2980,Scotch & Soda,DRESS ,119.99,3,orange,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,,Button,Accentuating the waist,Round neckline,Checked,"Belt included, bust darts",Short,"18.5 "" (Size S)",Elbow length,"37.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",No,No,No,No,No,edgy
2104,2981,Vanessa Bruno,ROVA ,219.99,5,denim,Denim,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,,Accentuating the waist,Low v-neck,,"Belt included, inseam pockets",Knee length,"16.0 "" (Size 10)",Elbow length,"40.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 10","14.5 "" (Size 10)",No,yes,No,No,No,classic
2105,2982,Swing,ABENDKLEID AUS MATERIALMIX ,164.99,4,dark green,"Lace, satin","86% polyamide, 12% polyester, 2% elastane","92% polyester, 8% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Plain,Underskirt,Maxi/long,"19.5 "" (Size 10)",Long,"59.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No,classic
2106,2983,KARL LAGERFELD,MONOGRAM PUNTO DRESS ,259.99,5,black,Jersey,"45% polyester, 29% polyamide, 24% viscose, 2% elastane","69% viscose, 31% polyester",,,,Zip,,Round neckline,,"Inseam pockets, bust darts, slip",Knee length,Short,Short,,Slim Fit,Slim fit,,,No,yes,No,No,No,casual chic
2107,2984,Numph,CALTUMINE DRESS ,79.99,2,white multi-coloured,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Floral,Slip,Calf length,"19.5 "" (Size 8)",Long,"44.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8",,No,No,No,No,No,girly
2108,2985,DanefÃ¦ KÃ¸benhavn,HETTIE DRESS ,79.99,2,black multi-coloured,Jersey,"50% viscose, 50% cotton",,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,Floral,,Calf length,Short,Short,"47.0 "" (Size 10)",Regular Fit,Regular fit,,,No,No,No,No,No,alternative
2109,2986,G-Star,BACK TEXT DRESS ,89.99,3,black,Sweat,"55% cotton, 45% polyester",,"Do not tumble dry, machine wash at 30Â°C",Hood,,,Hooded dresses,,Prints in general,Elasticated waist,Short,"27.0 "" (Size S)",Long,"32.5 "" (Size S)",Oversized,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,Yes,No,No,No,sporty
2110,2987,Max Mara Leisure,RIMMEL ,209.99,5,stone,,100% cotton,,"Machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,,Button down dresses,Low v-neck,Plain,,Knee length,"24.5 "" (Size S)",Long,"41.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,sporty
2111,2988,Pieces,PCKEBA DRESS ,30.99,1,black multi-coloured,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Floral,Bust darts,Knee length,"24.5 "" (Size S)",Long,"37.5 "" (Size S)",Loose Fit,Loose fit,,"15.5 "" (Size S)",No,No,No,No,No,alternative
2112,2989,David Koma,GATHERED  ,,5,black,Tulle,"82% polyamide, 18% elastane","68% acetate, 32% polyester",Dry clean only,,,Zip,Bodycon dresses,Square neckline,Plain,Slip,Extra short,"25.0 "" (Size 8)",Long,"31.5 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,edgy
2113,2990,Ralph Lauren,PRINTED GEORGETTE DRESS ,199.99,4,red,,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Wrap dresses,Low v-neck,Prints in general,"Bust darts, bow",Maxi/long,"24.5 "" (Size 8)",Long,"45.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,girly
2114,2991,Anna Field,Cocktail dress / Party dress,32.99,1,black multi-coloured,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Floral,Bust darts,Knee length,Short,Short,"37.0 "" (Size 8)",Slim Fit,Slim fit,,"13.0 "" (Size 8)",No,No,No,No,No,casual chic
2115,2992,Nly by Nelly,PLISSE MIDI DRESS ,42.99,2,pink,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,Plain,,Knee length,"27.0 "" (Size S)",Long,"43.0 "" (Size S)",Slim Fit,Slim fit,,"13.0 "" (Size S)",No,No,No,No,No,trendy
2116,2993,BCBGMAXAZRIA,DAY DRESSES ,134.99,4,white,,"55% linen, 45% viscose","92% polyester, 8% elastane",Hand wash only,,,Zip,Wrap dresses,Low v-neck,Plain,"Border, slip",Knee length,Elbow length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No,girly
2117,2994,Anna Field,Day dress,30.99,1,dark green,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Boat neckline (wide),Plain,Bust darts,Short,Elbow length,Elbow length,"35.5 "" (Size S)",Loose Fit,Loose fit,,"15.5 "" (Size S)",No,No,No,No,No,edgy
2118,2995,MAMALICIOUS,MLPHINA TESS WOVEN DRESS ,43.99,2,black,,100% viscose,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,Belt included,Knee length,"25.0 "" (Size 8)",Long,"37.5 "" (Size 8)",Regular Fit,Regular fit,,"15.0 "" (Size 8)",No,No,No,No,No,alternative
2119,2996,Only,ONLOLIVIA DRESS ,25.99,1,pastel yellow,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,"40.0 "" (Size 8)",Regular Fit,Regular fit,,"15.5 "" (Size 8)",Yes,No,No,No,No,girly
2120,2997,Derhy,AKEMI ROBE ,79.99,2,pink,,100% viscose,100% cotton,"Do not tumble dry, Hand wash only",Turn-down collar,,Button,Button down dresses,Low v-neck,Floral,Slip,Short,Elbow length,Elbow length,"36.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,unknown
2121,2998,Roksanda,RIMA DRESS ,750.0,5,pastel orange,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Zip,,,Plain,,Short,Sleeveless,Sleeveless,"39.0 "" (Size 10)",Oversized,Loose fit,"Our model is 5' 11""  tall and is wearing size 10","16.0 "" (Size 10)",No,No,No,No,No,classic
2122,2999,Glamorous,MINI BUTTON THROUGH DRESS WITH GATHERED BUST PANEL PUFF SHORT SLEEVE ,35.99,1,bright multi-coloured,,100% polyester,100% cotton,Hand wash only,,,Zip,,Square neckline,Floral,"Decorative buttons, bow",Short,Short,Short,"32.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,Yes,casual chic
2123,3000,comma,Day dress,114.99,3,pink,,"97% cotton, 3% elastane",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,,Zip,Accentuating the waist,Low v-neck,Animal Prints in general,"Belt included, bust darts, slip",Short,Short,Short,"35.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)",No,No,No,No,No,unknown
2124,3001,Hugo Boss,Hugo Boss x Russell Athletic EYONA ,219.99,5,grey,Sweat,"83% cotton, 17% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,"Inseam pockets, button row",Short,"23.0 "" (Size S)",Long,"40.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,yes,No,No,No,unknown
2125,3002,Anna Field,Cocktail dress / Party dress,39.99,1,burgundy,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Plain,Bust darts,Knee length,Short,Short,"41.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,unknown
