IndexID,Unnamed: 0,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
1713,2586,,https://www.zalando.co.uk/lascana-tie-side-dress-day-dress-schwarz-l8321c030-q11.html,LASCANA,"TIE SIDE DRESS ",37.39,1,black,Jersey,"95% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,Bow,Calf length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,trendy
1714,2587,,https://www.zalando.co.uk/cotton-on-curve-sunny-puff-sleeve-midi-dress-day-dress-black-c1v21c00v-q11.html,Cotton On,"SUNNY PUFF SLEEVE MIDI DRESS ",34.99,1,black,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",,,Laces,,Boat neckline (wide),Plain,,Calf length,Short,Short,"51.0 "" (Size 16)",Regular Fit,Regular fit,,,yes,No,No,No,Yes,casual chic
1715,2588,,https://www.zalando.co.uk/ibana-day-dress-latte-21b21c01b-b11.html,Ibana,"DAMIRA ",324.99,5,sand,,100% leather,100% polyester,"Do not tumble dry, Do not wash",Lapel collar,,Button,Accentuating the waist,Low v-neck,Plain,"Inseam pockets, belt included, slip",Calf length,Extra short,Short,"46.5 "" (Size 8)",Regular Fit,Regular fit,,"17.0 "" (Size 8)",No,yes,No,No,No,unknown
1716,2589,,https://www.zalando.co.uk/yas-yasfreya-strap-midi-dress-cocktail-dress-party-dress-black-y0121c1qu-q11.html,Yas,"YASFREYA STRAP MIDI DRESS ",69.99,2,black,Lace,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Zip,,Low v-neck,Plain,"Adjustable straps, slip",Calf length,Spaghetti straps,Spaghetti straps,"49.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,alternative
1717,2590,,https://www.zalando.co.uk/superdry-anisa-day-dress-ochre-su221c0m9-e11.html,Superdry,"ANISA ",30.0,1,orange,,100% cotton,,,,,,,Round neckline,,,Short,Long,Long,,,,,,No,No,No,No,No,alternative
1718,2591,,https://www.zalando.co.uk/versace-jeans-couture-jersey-dress-nero-vei21c043-q11.html,Versace Jeans Couture,Cocktail dress / Party dress,194.99,4,black,Jersey,"93% polyester, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Bodycon dresses,Low v-neck,Plain,Adjustable straps,Extra short,Spaghetti straps,Spaghetti straps,"32.5 "" (Size 10)",Bodycon,Slim fit,,,No,No,No,No,No,alternative
1719,2592,,https://www.zalando.co.uk/vero-moda-vmfie-short-dress-day-dress-blackbirch-ve121c368-q11.html,Vero Moda,"VMFIE SHORT DRESS ",37.39,1,black,"Jersey, chiffon",100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Laces,,V-neck,Polka dot,Slip,Short,"18.0 "" (Size S)",Elbow length,"35.5 "" (Size S)",Loose Fit,Loose fit,,"14.5 "" (Size S)",Yes,No,No,No,No,girly
1720,2593,,https://www.zalando.co.uk/calvin-klein-reveal-dress-cocktail-dress-party-dress-black-6ca21c05t-q11.html,Calvin Klein,"REVEAL DRESS ",152.99,4,black,Rib,"90% nylon, 10% elastane",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,Asymmetrical,,,Spaghetti straps,Plain,,Maxi/long,One shoulder,One shoulder,"54.5 "" (Size S)",Slim Fit,Slim fit,,,No,No,No,No,No,unknown
1721,2594,,https://www.zalando.co.uk/moss-copenhagen-laurine-clover-dress-day-dress-black-m0y21c08c-q11.html,Moss Copenhagen,"LAURINE CLOVER DRESS ",63.99,2,black,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Laces,,,Polka dot,,Knee length,"27.0 "" (Size M)",Long,"38.0 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size M",,No,No,No,No,No,trendy
1722,2595,,https://www.zalando.co.uk/bcbgmaxazria-day-dress-day-dress-black-mx121c086-q11.html,BCBGMAXAZRIA,"DAY DRESS ",289.99,5,black,,100% polyester,"88% polyester, 12% elastane",Machine wash at 30Â°C,,,Zip,Wrap dresses,Low v-neck,Plain,"Belt included, slip",Calf length,Sleeveless,Sleeveless,"49.0 "" (Size S)",Regular Fit,Regular fit,,"13.5 "" (Size S)",No,No,No,No,No,trendy
1723,2596,,https://www.zalando.co.uk/only-carmakoma-caranemony-calf-dress-day-dress-black-ona21c0b8-q11.html,Only,"CARANEMONY CALF DRESS ",43.99,2,black/green,,100% polyester,,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Button,,Round neckline,Floral,Bust darts,Knee length,"25.5 "" (Size 16)",Long,"46.0 "" (Size 16)",Regular Fit,Regular fit,,"16.5 "" (Size 16)",No,No,No,No,No,casual chic
1724,2597,,https://www.zalando.co.uk/molly-bracken-ladies-dress-day-dress-black-m6121c0uc-q11.html,Molly Bracken,"LADIES DRESS ",59.99,2,black multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Floral,"Elasticated waist, slip",Calf length,Short,Short,"48.0 "" (Size S)",Regular Fit,Regular fit,,"14.5 "" (Size S)",No,No,No,No,No,casual chic
1725,2598,,https://www.zalando.co.uk/alice-olivia-delora-flare-mini-cocktail-dress-party-dress-now-and-forever-tangerine-a2n21c01g-h11.html,Alice + Olivia,"DELORA FLARE MINI ",350.0,5,multi-coloured,Jersey,"97% viscose, 3% elastane","84% nylon, 16% elastane",Dry clean only,,,Zip,Bodycon dresses,Round neckline,Paisley,Slip,Short,"23.5 "" (Size 8)",Long,"34.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 11""  tall and is wearing size 8",,No,No,No,No,No,alternative
1726,2599,,https://www.zalando.co.uk/marchesa-cocktail-dress-party-dress-black-m7g21c00l-q11.html,Marchesa,Cocktail dress / Party dress,,5,black,Velvet/velour,"95% cupro, 5% elastane",100% polyester,Dry clean only,,,Zip,,Low v-neck,Plain,"Bust darts, slip, bow, rhinestones",Calf length,Sleeveless,Sleeveless,"47.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,yes,No,Yes,unknown
1727,2600,,https://www.zalando.co.uk/diane-von-furstenberg-porto-dress-day-dress-billard-green-df221c0ck-m11.html,Diane von Furstenberg,"PORTO DRESS ",415.0,5,black/green,Satin,100% viscose,,Dry clean only,,Asymmetrical,Belt,Wrap dresses,Low v-neck,Polka dot,Border,Calf length,"25.0 "" (Size 8)",Long,"45.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No,classic
1728,2601,,https://www.zalando.co.uk/jdy-jdybasil-dress-day-dress-black-jy121c0qg-q11.html,JDY,"JDYBASIL DRESS  ",25.99,1,black/white,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Checked,,Short,Elbow length,Elbow length,"35.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,edgy
1729,2602,,https://www.zalando.co.uk/proenza-schouler-white-label-sweatshirt-dress-day-dress-fern-p1y21c00j-m11.html,Proenza Schouler White Label,"SHIRT DRESS ",290.0,5,army green,Sweat,100% cotton,,Dry clean only,,,,,Round neckline,Plain,,Extra short,Elbow length,Elbow length,"34.0 "" (Size S)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,Yes,girly
1730,2603,,https://www.zalando.co.uk/lauren-ralph-lauren-monae-occasion-wear-blacksparkling-champagne-l4221c1av-q11.html,Ralph Lauren,"MONAE ",264.99,5,gold,Jersey,"94% polyester, 6% elastane","95% polyester, 5% elastane","Hand wash only, Dry cleanable",,,Zip,Wrap dresses,Low v-neck,,Sequins,Maxi/long,Spaghetti straps,Spaghetti straps,"61.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,yes,No,No,unknown
1731,2604,,https://www.zalando.co.uk/kaffe-samille-amber-dress-day-dress-sandblack-ka321c0rl-b11.html,Kaffe,"SAMILLE AMBER DRESS ",64.99,2,brown,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Floral,,Calf length,"18.5 "" (Size 8)",Elbow length,"40.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,classic
1732,2605,,https://www.zalando.co.uk/nly-by-nelly-all-i-wanted-flounce-dress-day-dress-sage-neg21c0i4-c11.html,Nly by Nelly,"ALL I WANTED FLOUNCE DRESS ",42.99,2,pastel green,Chiffon,"75% cotton, 25% polyamide",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Plain,Bust darts,Short,"24.5 "" (Size 8)",Long,"35.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,trendy
1733,2606,,https://www.zalando.co.uk/only-petite-onldreamer-life-flounce-day-dress-phantom-op421c0c1-c11.html,Only,"ONLDREAMER LIFE FLOUNCE ",22.09,1,black,Sweat,"87% cotton, 13% polyester",,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,Plain,,Knee length,"24.5 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 5""  tall and is wearing size S",,No,No,No,No,No,classic
1734,2607,,https://www.zalando.co.uk/mango-vainilla-a-day-dress-bianco-sporco-m9121c5l8-a11.html,Mango,VAINILLA,49.99,2,off-white,,"82% viscose, 18% polyamide",,"Do not tumble dry, Hand wash only",,,,,Round neckline,Plain,,Maxi/long,Short,Short,,Slim Fit,Slim fit,,,No,No,No,No,No,girly
1735,2608,,https://www.zalando.co.uk/saint-tropez-lotte-dress-day-dress-ice-s2821c0ej-a11.html,Saint Tropez,"LOTTE DRESS ",69.99,2,off-white,Denim,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Peter pan collar,,Button,,,Plain,Bust darts,Calf length,"22.5 "" (Size S)",Long,"43.0 "" (Size S)",Loose Fit,Loose fit,,"15.5 "" (Size S)",No,No,No,No,No,classic
1736,2609,,https://www.zalando.co.uk/sixth-june-spiral-dress-day-dress-blue-sib21c00x-k11.html,Sixth June,"SPIRAL DRESS ",29.99,1,bright multi-coloured,Rib,"97% cotton, 3% elastane",,Machine wash at 30Â°C,,,,Bodycon dresses,Round neckline,,,Extra short,Sleeveless,Sleeveless,"32.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,girly
1737,2610,,https://www.zalando.co.uk/miss-sixty-day-dress-white-mi321c04n-a11.html,Miss Sixty,Day dress,189.99,4,white,Tulle,100% polyester,100% polyester,,,,Button,,Round neckline,Plain,"Slip, sequins",Extra short,"23.5 "" (Size XS)",Long,"33.5 "" (Size XS)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size XS",,No,No,yes,No,No,girly
1738,2611,,https://www.zalando.co.uk/lauren-ralph-lauren-evelynda-long-sleeve-dress-cocktail-dress-party-dress-blackbeigenew-gold-l4221c1bc-q11.html,Ralph Lauren,"METALLIC JERSEY DRESS ",199.99,4,gold,Jersey,"95% polyester, 5% elastane",100% polyester,"Hand wash only, do not tumble dry",,,Zip,Wrap dresses,Low v-neck,,,Short,"23.0 "" (Size 10)",Long,"38.0 "" (Size 10)",Regular Fit,Regular fit,,,No,No,No,No,No,classic
1739,2612,,https://www.zalando.co.uk/faithfull-the-brand-zuma-mini-dress-day-dress-violet-f0o21c01o-i11.html,Faithfull the brand,"ZUMA MINI DRESS ",210.0,5,pastel purple,,100% linen,100% viscose,Hand wash only,,,,,Square neckline,Prints in general,,Short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,girly
1740,2613,,https://www.zalando.co.uk/munthe-celiz-day-dress-ivory-muo21c00o-a11.html,MUNTHE,"CELIZ ",349.99,5,white multi-coloured,,100% silk,,"Hand wash only, Dry cleanable",,,Button,,Round neckline,Floral,Border,Calf length,Short,Short,"45.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,alternative
1741,2614,,https://www.zalando.co.uk/closet-london-wrap-slip-dress-cocktail-dress-party-dress-lime-cl921c0tq-m11.html,Closet,"LONDON WRAP SLIP DRESS ",89.99,3,pastel green,Satin,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,Wrap dresses,Low v-neck,Polka dot,Adjustable straps,Knee length,Spaghetti straps,Spaghetti straps,"27.0 "" (Size 10)",Slim Fit,Slim fit,,"15.5 "" (Size 10)",No,No,No,No,No,girly
1742,2615,,https://www.zalando.co.uk/modstroem-neela-print-dress-day-dress-elm-mo421c08h-q11.html,ModstrÃ¶m,"NEELA PRINT DRESS ",89.99,3,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Henley neckline,Polka dot,Bust darts,Short,"25.5 "" (Size S)",Long,"36.5 "" (Size S)",Regular Fit,Regular fit,,"13.5 "" (Size S)",No,No,No,No,No,classic
1743,2616,,https://www.zalando.co.uk/vila-viedee-dress-day-dress-black-v1021c2x9-q11.html,Vila,"VIEDEE DRESS ",33.99,1,black,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,Laces,,Low v-neck,Plain,"Adjustable straps, slip, border",Short,"26.0 "" (Size 8)",Long,"38.0 "" (Size 8)",Loose Fit,Loose fit,,"14.5 "" (Size 8)",No,No,No,No,No,classic
1744,2617,,https://www.zalando.co.uk/desigual-vest-gingy-day-dress-verde-topo-de121c0yd-m11.html,Desigual,"VEST GINGY ",144.99,4,army green,,"53% viscose, 37% polyester, 10% lyocell",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,,"Crochet Detailing, embroidery",Calf length,Short,Short,"46.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size M","14.5 "" (Size M)",No,No,No,No,No,casual chic
1745,2618,,https://www.zalando.co.uk/only-tall-onldaya-strap-dress-day-dress-marine-green-ond21c07z-m11.html,Only,"ONLDAYA STRAP DRESS ",25.99,1,green,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,Spaghetti straps,Prints in general,,Knee length,Spaghetti straps,Spaghetti straps,"37.0 "" (Size 8)",Regular Fit,Regular fit,,,No,No,No,No,Yes,trendy
1746,2619,,https://www.zalando.co.uk/knowledgecotton-apparel-heather-a-shape-pleated-flower-print-dress-day-dress-arabian-spice-kn221c00c-g11.html,KnowledgeCotton Apparel,"HEATHER A SHAPE PLEATED FLOWER PRINT DRESS ",139.99,4,orange,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Pleated dresses,Round neckline,Floral,,Calf length,"25.0 "" (Size S)",Long,"45.5 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",No,No,No,No,No,alternative
1747,2620,,https://www.zalando.co.uk/calvin-klein-jeans-strappy-twisted-dress-shift-dress-strawberry-field-c1821c0a9-g11.html,Calvin Klein,"STRAPPY TWISTED DRESS ",64.99,2,red,Rib,"93% viscose, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Spaghetti straps,Plain,"Adjustable straps, embroidery",Knee length,Spaghetti straps,Spaghetti straps,"38.5 "" (Size S)",Bodycon,Slim fit,,,No,No,No,No,No,trendy
1748,2621,,https://www.zalando.co.uk/wal-g-lin-dress-cocktail-dress-party-dress-mauve-pink-wg021c0pp-i11.html,WAL G.,"LIN DRESS ",45.99,2,dusty pink,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Low v-neck,Plain,Padded bust,Maxi/long,Extra short,Short,"59.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,unknown
1749,2622,,https://www.zalando.co.uk/ragwear-menita-day-dress-black-r5921c0b8-q11.html,Ragwear,"MENITA ",54.99,2,black,Sweat,"50% polyester, 50% cotton",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,"Inseam pockets, elasticated waist, decorative buttons",Short,"25.0 "" (Size S)",Long,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,yes,No,No,No,sporty
1750,2623,,https://www.zalando.co.uk/roxy-summer-of-sun-day-dress-cool-blue-island-time-ro521c065-k11.html,Roxy,"SUMMER OF SUN ",54.99,2,pastel blue,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Low v-neck,Floral,,Short,Short,Short,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,alternative
1751,2624,,https://www.zalando.co.uk/maxandco-dacia-day-dress-black-mq921c0bw-q11.html,MAX&Co.,"DACIA ",174.99,4,black,Leather,100% polyester,,Hand wash only,,,,,Round neckline,Plain,"Inseam pockets, bust darts",Short,"23.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,,"13.0 "" (Size S)",No,yes,No,No,No,edgy
1752,2625,,https://www.zalando.co.uk/noisy-may-curve-nmhailey-dress-curve-day-dress-black-noy21c00y-q11.html,Noisy May,"NMHAILEY DRESS CURVE ",23.99,1,black,Jersey,"95% cotton, 5% elastane",,Machine wash at 40Â°C,,,,,Round neckline,Plain,,Knee length,"23.0 "" (Size 18)",Long,"37.5 "" (Size 18)",Regular Fit,Regular fit,,,No,No,No,No,No,edgy
1753,2626,,https://www.zalando.co.uk/koche-phoenix-day-dress-black-koj21c006-q11.html,KOCHÃ‰,"COMFY CULTURE ",374.99,5,black,Sweat,"78% viscose, 18% polyamide, 4% elastane",,Hand wash only,,,,,Round neckline,Prints in general,,Short,Elbow length,Elbow length,"32.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,edgy
1754,2627,,https://www.zalando.co.uk/edited-idalia-dress-day-dress-black-off-white-edd21c0jb-q11.html,EDITED,"IDALIA DRESS ",43.99,2,black/white,Rib,"96% viscose, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,,Bodycon dresses,,Striped,,Short,"23.5 "" (Size 8)",Long,"33.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,No,classic
1755,2628,,https://www.zalando.co.uk/cult-gaia-rory-dress-cocktail-dress-party-dress-black-cui21c00m-q11.html,Cult Gaia,"RORY DRESS ",460.0,5,black,,100% linen,,Dry clean only,,,Zip,,Spaghetti straps,Plain,Adjustable straps,Calf length,Spaghetti straps,Spaghetti straps,"53.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,casual chic
1756,2629,,https://www.zalando.co.uk/jdy-jdybasil-dress-cocktail-dress-party-dress-aztecsky-captain-jy121c0ms-o11.html,JDY,Day dress,23.99,1,brown,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Zip,,Round neckline,Prints in general,,Short,Short,Short,"35.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",No,No,No,No,No,edgy
1757,2630,,https://www.zalando.co.uk/diane-von-furstenberg-ganesa-dress-cocktail-dress-party-dress-metamorphosis-black-df221c0cg-q11.html,Diane von Furstenberg,"GANESA DRESS ",335.0,5,black multi-coloured,Tulle,100% nylon,100% nylon,Dry clean only,,,,Bodycon dresses,Low v-neck,Floral,Slip,Calf length,Long,Long,"49.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,Yes,No,No,No,No,casual chic
1758,2631,,https://www.zalando.co.uk/jdy-jdysanna-colour-dress-day-dress-kalamata-jy121c0r6-n11.html,JDY,"JDYSANNA COLOUR DRESS ",34.99,1,army green,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,Plain,Belt included,Short,"23.0 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,alternative
1759,2632,,https://www.zalando.co.uk/missguided-slinky-one-shoulder-cut-out-mini-dress-cocktail-dress-party-dress-chocolate-m0q21c241-o11.html,Missguided,"SLINKY ONE SHOULDER CUT OUT MINI DRESS ",24.99,1,brown,Jersey,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Strapless,Plain,,Short,One shoulder,One shoulder,"32.5 "" (Size 8)",Bodycon,Slim fit,,,No,No,No,No,No,alternative
1760,2633,,https://www.zalando.co.uk/jdy-jdystarr-life-belt-dress-day-dress-jy121c0db-q11.html,JDY,"JDYSTARR ",21.99,1,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Button,Accentuating the waist,Round neckline,Floral,Belt included,Knee length,Short,Short,"41.5 "" (Size 8)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,yes,No,No,No,Yes,girly
1761,2634,,https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-black-an621c1q2-q11.html,Anna Field,Cocktail dress / Party dress,21.69,1,black,Jersey,"68% viscose, 28% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Bodycon dresses,Spaghetti straps,Plain,Bust darts,Calf length,Spaghetti straps,Spaghetti straps,"43.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,Yes,edgy
1762,2635,,https://www.zalando.co.uk/patrizia-pepe-abito-day-dress-fresh-orange-lurex-p1421c0is-h11.html,Patrizia Pepe,"ABITO ",359.99,5,orange,Knit,"69% viscose, 18% polyamide, 13% polyester",,"Hand wash only, Dry clean only",,,,,Low v-neck,Plain,,Knee length,"26.0 "" (Size 10)",Long,"38.0 "" (Size 10)",Slim Fit,Slim fit,,,No,No,No,No,No,girly
