,Article number,Back material,Back width,Bottom part material,Care instructions,Collar,Contains non-textile parts of animal origin,Cut,Details,Fabric,Fastening,Filling,Fit,Front material,Insert material,Jacket length,Length,Licensed characters,Lining,Middle part material,Neckline,Our model's height,Outer fabric material,Outer leg length,Pattern,Pockets,Sheer,Sleeve length,Sleeve length.1,Sleeves material,Sport,Top part material,Total length,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,category,color,day dress,description,heading1,link,price
3507,MIG21C0GP-A11,--,--,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,"Button row, bust darts",Sweat,Button,--,Regular Fit,--,--,--,Short,--,--,--,--,--,"52% cotton, 48% polyester",--,--,--,--,"27.0 "" (Size 8)",--,--,--,--,"35.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,white, Day dress,SWEATER SHIRT DRESS ,Missguided Tall,https://www.zalando.co.uk/missguided-tall-sweater-shirt-dress-day-dress-white-mig21c0gp-a11.html,Â£27.99
3508,LW229F038-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Belt included,Sweat,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Scoop neck,--,100% cotton,--,Marl,--,--,Sleeveless,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,deep indigo, Day dress,DRESS NURSING RUFFLES ,LOVE2WAIT,https://www.zalando.co.uk/love2wait-dress-nursing-ruffles-day-dress-deep-indigo-lw229f038-k11.html,Â£54.99
3509,ECD21C00M-A11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,--,--,--,Regular Fit,--,--,--,Calf-length,--,--,--,Backless,"Our model is 5' 11""  tall and is wearing size S","95% modal, 5% polyester",--,Plain,--,--,Sleeveless,--,--,--,--,"49.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,cannoli white, Day dress,CAUALF DRESS WOMAN ,Ecoalf,https://www.zalando.co.uk/ecoalf-caualf-dress-woman-day-dress-cannoli-white-ecd21c00m-a11.html,Â£114.99
3510,BB121C0DL-Q11,--,--,--,--,--,--,--,--,--,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,--,"69% triacetate, 31% polyester",--,Plain,--,--,Short,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black,,Day dress,BOSS,https://www.zalando.co.uk/boss-day-dress-black-bb121c0dl-q11.html,Â£289.00
3511,BY121C097-O11,--,"15.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,--,"65% cotton, 35% polyester",--,Plain,--,--,"25.0 "" (Size 8)",--,--,--,--,"50.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,cinnamon brown, Day dress,DAURENA ,By Malene Birger,https://www.zalando.co.uk/by-malene-birger-daurena-day-dress-cinnamon-brown-by121c097-o11.html,Â£294.99
3512,BY121C097-O11,--,"15.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,--,"65% cotton, 35% polyester",--,Plain,--,--,"25.0 "" (Size 8)",--,--,--,--,"50.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,DAURENA ,By Malene Birger,https://www.zalando.co.uk/by-malene-birger-daurena-day-dress-cinnamon-brown-by121c097-o11.html,Â£294.99
3513,IV321C09Y-K11,--,"15.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Slip,--,--,--,Regular Fit,--,--,--,Calf-length,--,100% viscose,--,Cache-coeur,"Our model is 5' 9""  tall and is wearing size 8",100% viscose,--,Print,--,--,Extra short,--,--,--,--,"49.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,dusty ink fern, Day dress,MARGUERITE ,IVY & OAK,https://www.zalando.co.uk/ivy-and-oak-marguerite-day-dress-dusty-ink-fern-iv321c09y-k11.html,Â£189.99
3514,IV321C09Y-K11,--,"15.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Slip,--,--,--,Regular Fit,--,--,--,Calf-length,--,100% viscose,--,Cache-coeur,"Our model is 5' 9""  tall and is wearing size 8",100% viscose,--,Print,--,--,Extra short,--,--,--,--,"49.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,snow white , Day dress,MARGUERITE ,IVY & OAK,https://www.zalando.co.uk/ivy-and-oak-marguerite-day-dress-dusty-ink-fern-iv321c09y-k11.html,Â£189.99
3515,TO221C0N1-K11,--,"15.0 "" (Size 10)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,Button,--,Regular Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 10""  tall and is wearing size 10",100% viscose,--,Polka dot,--,--,"21.5 "" (Size 10)",--,--,--,--,"40.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,navy dotted design,,Day dress,TOM TAILOR,https://www.zalando.co.uk/tom-tailor-dress-button-down-day-dress-navy-dotted-design-to221c0n1-k11.html,Â£69.99
3516,TO221C0N1-K11,--,"15.0 "" (Size 10)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,Button,--,Regular Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 10""  tall and is wearing size 10",100% viscose,--,Polka dot,--,--,"21.5 "" (Size 10)",--,--,--,--,"40.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,blue dotted design,,Day dress,TOM TAILOR,https://www.zalando.co.uk/tom-tailor-dress-button-down-day-dress-navy-dotted-design-to221c0n1-k11.html,Â£69.99
3517,P2121C0BO-G11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,--,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size 8",100% linen,--,Plain,--,--,Elbow length,--,--,--,--,"37.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,cayenne,,Day dress,Part Two,https://www.zalando.co.uk/part-two-chanias-day-dress-cayenne-p2121c0bo-g11.html,Â£109.99
3518,P2121C0BO-G11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,--,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size 8",100% linen,--,Plain,--,--,Elbow length,--,--,--,--,"37.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,night sky,,Day dress,Part Two,https://www.zalando.co.uk/part-two-chanias-day-dress-cayenne-p2121c0bo-g11.html,Â£109.99
3519,SU221C0PZ-Q11,--,--,--,"Do not bleach, do not tumble dry",Mandarin collar,--,--,--,--,Button,--,Loose Fit,--,--,--,Calf-length,--,--,--,--,--,100% lyocell,--,Plain,--,--,Long,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black,,Day dress,Superdry,https://www.zalando.co.uk/superdry-day-dress-black-su221c0pz-q11.html,Â£90.00
3520,LO921C084-A11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Sweat,--,--,Regular Fit,--,--,--,Short,--,--,--,Crew neck,--,100% cotton,--,--,--,--,"24.0 "" (Size 8)",--,--,--,--,"32.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,optical white,,Day dress,Love Moschino,https://www.zalando.co.uk/love-moschino-day-dress-optical-white-lo921c084-a11.html,Â£184.99
3521,LO921C084-A11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Sweat,--,--,Regular Fit,--,--,--,Short,--,--,--,Crew neck,--,100% cotton,--,--,--,--,"24.0 "" (Size 8)",--,--,--,--,"32.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black,,Day dress,Love Moschino,https://www.zalando.co.uk/love-moschino-day-dress-optical-white-lo921c084-a11.html,Â£184.99
3522,BB121C0C6-I11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Embroidery,Sweat,--,--,Loose Fit,--,--,--,Short,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size S",100% cotton,--,--,--,--,"25.5 "" (Size S)",--,--,--,--,"32.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,bright purple, Day dress,ELABINA ,BOSS,https://www.zalando.co.uk/boss-elabina-day-dress-bright-purple-bb121c0c6-i11.html,Â£174.99
3523,GA321C063-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,--,--,Jersey,--,--,Regular Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","70% viscose, 25% polyamide, 5% elastane",--,Plain,--,--,Elbow length,--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,evening blue, Day dress,BLOCK  DRESS ,GANT,https://www.zalando.co.uk/gant-block-dress-day-dress-evening-blue-ga321c063-k11.html,Â£104.99
3524,GAH21C01D-G11,--,"16.0 "" (Size S)",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,Button,--,Regular Fit,--,--,--,Short,--,--,--,Crew neck,"Our model is 5' 11""  tall and is wearing size S",100% cotton,--,Checked,--,--,"25.5 "" (Size S)",--,--,--,--,"35.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,red, Day dress,DRESS HOUNDSTOOTH ,Gap Tall,https://www.zalando.co.uk/gap-tall-dress-houndstooth-day-dress-red-gah21c01d-g11.html,Â£64.99
3525,CEC21C046-H11,--,--,--,"Do not tumble dry, Hand wash only",--,--,--,--,--,Zip,--,Slim Fit,--,--,--,Short,--,--,--,Crew neck,"Our model is 5' 11""  tall and is wearing size S",100% cotton,--,--,--,--,Short,--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,shell pink, Day dress,SHORT SLEEVE DRESS ,SUMMERY Copenhagen,https://www.zalando.co.uk/summery-copenhagen-short-sleeve-dress-day-dress-shell-pink-cec21c046-h11.html,Â£159.99
3526,SE321C06G-K11,--,--,"55% cotton, 45% viscose","Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Jersey,--,--,Loose Fit,--,--,--,Calf-length,--,--,--,Crew neck,"Our model is 5' 10""  tall and is wearing size S",100% cotton,--,Floral,--,--,Short,--,--,--,--,"45.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,video overlay,,Day dress,See by ChloÃ©,https://www.zalando.co.uk/see-by-chloe-day-dress-bluewhite-se321c06g-k11.html,Â£280.00
3527,SO221C14D-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Inseam pockets,Sweat,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,--,"75% cotton, 25% polyester",--,Plain,--,--,"25.5 "" (Size S)",--,--,--,--,"38.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,navy,,Day dress,s.Oliver,https://www.zalando.co.uk/soliver-day-dress-navy-so221c14d-k11.html,Â£59.99
3528,SO221C14D-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Inseam pockets,Sweat,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,--,"75% cotton, 25% polyester",--,Plain,--,--,"25.5 "" (Size S)",--,--,--,--,"38.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,beige,,Day dress,s.Oliver,https://www.zalando.co.uk/soliver-day-dress-navy-so221c14d-k11.html,Â£59.99
3529,OND21C077-K11,--,"15.5 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,--,--,Denim,Button,--,Regular Fit,--,--,--,Short,--,--,--,--,--,"90% cotton, 8% polyester, 2% elastane",--,--,--,--,"24.5 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,medium blue denim, Denim dress,ONLTAMMI DRESS ,ONLY Tall,https://www.zalando.co.uk/only-tall-onltammi-dress-day-dress-medium-blue-denim-ond21c077-k11.html,Â£43.99
3530,DK121C0DJ-A11,--,--,--,Dry clean only,--,--,--,"Belt included, bow",--,Zip,--,Regular Fit,--,--,--,Knee-length,--,100% polyester,--,Crew neck,--,"94% polyester, 6% elastane",--,Plain,--,--,Elbow length,--,--,--,--,"34.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,ivory, Day dress,CAPE SLEEVE COMBO SHEATH ,DKNY,https://www.zalando.co.uk/dkny-cape-sleeve-combo-sheath-shift-dress-ivory-dk121c0dj-a11.html,Â£139.99
3531,L4221C1EK-H11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Slip,Jersey,Zip,--,Regular Fit,--,--,--,Knee-length,--,"95% polyester, 5% elastane",--,Scoop neck,"Our model is 5' 9""  tall and is wearing size 10","94% cotton, 6% elastane",--,Plain,--,--,Extra short,--,--,--,--,"36.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,hyannis port orange, Day dress,SCOOPNECK DRESS ,Lauren Ralph Lauren,https://www.zalando.co.uk/lauren-ralph-lauren-scoopneck-dress-day-dress-hyannis-port-orange-l4221c1ek-h11.html,Â£139.99
3532,L4221C1EK-H11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Slip,Jersey,Zip,--,Regular Fit,--,--,--,Knee-length,--,"95% polyester, 5% elastane",--,Scoop neck,"Our model is 5' 9""  tall and is wearing size 10","94% cotton, 6% elastane",--,Plain,--,--,Extra short,--,--,--,--,"36.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,indigo sail, Day dress,SCOOPNECK DRESS ,Lauren Ralph Lauren,https://www.zalando.co.uk/lauren-ralph-lauren-scoopneck-dress-day-dress-hyannis-port-orange-l4221c1ek-h11.html,Â£139.99
3533,PIU21C02F-I11,--,"16.5 "" (Size 16)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,Laces,--,Regular Fit,--,--,--,Calf-length,--,--,--,Cache-coeur,--,100% viscose,--,Floral,--,--,"20.5 "" (Size 16)",--,--,--,--,"48.0 "" (Size 16)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,purple, Day dress,PCHARMONY MIDI DRESS ,Pieces Curve,https://www.zalando.co.uk/pieces-curve-pcharmony-midi-dress-day-dress-purple-piu21c02f-i11.html,Â£43.99
3534,MUO21C00F-Q11,--,"15.5 "" (Size 8)",--,--,Standing collar,--,--,Border,--,Button,--,Loose Fit,--,--,--,Calf-length,--,--,--,--,"Our model is 5' 11""  tall and is wearing size 8",100% polyester,--,Plain,--,Very sheer,"28.5 "" (Size 8)",--,--,--,--,"47.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,video overlay, Day dress,NEPIC ,MUNTHE,https://www.zalando.co.uk/munthe-nepic-day-dress-black-muo21c00f-q11.html,Â£234.99
3535,S2821C0E1-C11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Inseam pockets,Sweat,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,--,"77% polyester, 20% cotton, 3% elastane",--,--,--,--,"20.5 "" (Size S)",--,--,--,--,"38.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,driftwood, Day dress,KADIE DRESS ,Saint Tropez,https://www.zalando.co.uk/saint-tropez-kadie-dress-day-dress-driftwood-s2821c0e1-c11.html,Â£59.99
3536,IV321C0BH-I11,--,--,--,--,--,--,--,Slip,--,--,--,Regular Fit,--,--,--,Calf-length,--,100% viscose,--,Low-cut v-neck,--,100% lyocell,--,Plain,--,--,3/4 length,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,lilac, Day dress,DOROTHY ,IVY & OAK,https://www.zalando.co.uk/ivy-and-oak-dorothy-day-dress-lilac-iv321c0bh-i11.html,Â£249.99
3537,IV321C0BH-I11,--,--,--,--,--,--,--,Slip,--,--,--,Regular Fit,--,--,--,Calf-length,--,100% viscose,--,Low-cut v-neck,--,100% lyocell,--,Plain,--,--,3/4 length,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,pastel green, Day dress,DOROTHY ,IVY & OAK,https://www.zalando.co.uk/ivy-and-oak-dorothy-day-dress-lilac-iv321c0bh-i11.html,Â£249.99
3538,ICG21C00S-Q11,--,"15.5 "" (Size 8)",--,"Machine wash at 40Â°C, do not tumble dry",Turn-down collar,--,--,Belt included,--,Button,--,Regular Fit,--,--,--,Short,--,--,--,--,--,100% viscose,--,Print,--,--,"23.0 "" (Size 8)",--,--,--,--,"35.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,IHVERA ,ICHI PETITE,https://www.zalando.co.uk/ichi-petite-ihvera-day-dress-black-icg21c00s-q11.html,Â£39.99
3539,C2Q21C00F-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,--,--,--,Sweat,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,--,100% cotton,--,Print,Side pockets,--,"27.0 "" (Size 20/22)",--,--,--,--,"39.0 "" (Size 20/22)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,PLUS MONOGRAM HALF ZIP DRESS ,Calvin Klein Jeans Plus,https://www.zalando.co.uk/calvin-klein-jeans-plus-plus-monogram-half-zip-dress-day-dress-black-c2q21c00f-q11.html,Â£99.99
3540,OND21C080-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Rib,Laces,--,Slim Fit,--,--,--,Calf-length,--,--,--,Cache-coeur,--,"70% polyester, 26% viscose, 4% elastane",--,Striped,--,--,Sleeveless,--,--,--,--,"51.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,night sky dusty blue, Day dress,ONLNELLA WRAP MIDI DRESS ,ONLY Tall,https://www.zalando.co.uk/only-tall-onlnella-wrap-midi-dress-day-dress-night-sky-dusty-blue-ond21c080-k11.html,Â£30.99
3541,OND21C080-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Rib,Laces,--,Slim Fit,--,--,--,Calf-length,--,--,--,Cache-coeur,--,"70% polyester, 26% viscose, 4% elastane",--,Striped,--,--,Sleeveless,--,--,--,--,"51.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,marine green, Day dress,ONLNELLA WRAP MIDI DRESS ,ONLY Tall,https://www.zalando.co.uk/only-tall-onlnella-wrap-midi-dress-day-dress-night-sky-dusty-blue-ond21c080-k11.html,Â£30.99
3542,ON329F01X-Q11,--,"16.5 "" (Size S)",--,--,Turn-down collar,--,--,"Belt included, bust darts",--,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,--,"Our model is 5' 10""  tall and is wearing size S",100% viscose,--,Plain,--,--,"23.5 "" (Size S)",--,--,--,--,"44.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,OLMNOEL DRESS ,ONLY MATERNITY,https://www.zalando.co.uk/only-olmnoel-dress-day-dress-black-on329f01x-q11.html,Â£34.99
3543,OND21C087-M11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,--,--,Button,--,Loose Fit,--,--,--,Short,--,--,--,--,--,"80% viscose, 20% nylon",--,Plain,--,Semi-sheer,3/4 length,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,desert sage, Day dress,ONLMOLLY ,ONLY Tall,https://www.zalando.co.uk/only-tall-onlmolly-day-dress-desert-sage-ond21c087-m11.html,Â£34.99
3544,L1G21C05A-O11,--,"16.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,Button,--,Loose Fit,--,--,--,Knee-length,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Plain,--,--,Short,--,--,--,--,"36.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,friar brown, Day dress,KETUA DRESS ,Love Copenhagen,https://www.zalando.co.uk/love-copenhagen-ketua-dress-day-dress-friar-brown-l1g21c05a-o11.html,Â£99.99
3545,NOY21C00Z-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Do not bleach",High collar,--,--,--,Sweat,Zip,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,--,"65% polyester, 35% cotton",--,Plain,--,--,Long,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,NMKAYLEE DRESS ,Noisy May Curve,https://www.zalando.co.uk/noisy-may-curve-nmkaylee-dress-day-dress-black-noy21c00z-q11.html,Â£30.99
3546,PO221C06E-J11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,--,--,PiquÃ©,--,--,Regular Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 11""  tall and is wearing size S",100% cotton,--,Plain,--,--,Short,--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,carmel pink, Day dress,COTTON MESH POLO DRESS ,Polo Ralph Lauren,https://www.zalando.co.uk/polo-ralph-lauren-basic-day-dress-carmel-pink-po221c06e-j11.html,Â£139.99
3547,PO221C06E-J11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,--,--,PiquÃ©,--,--,Regular Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 11""  tall and is wearing size S",100% cotton,--,Plain,--,--,Short,--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,amalfi red, Day dress,COTTON MESH POLO DRESS ,Polo Ralph Lauren,https://www.zalando.co.uk/polo-ralph-lauren-basic-day-dress-carmel-pink-po221c06e-j11.html,Â£139.99
3548,PO221C06E-J11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,--,--,PiquÃ©,--,--,Regular Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 11""  tall and is wearing size S",100% cotton,--,Plain,--,--,Short,--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,aruba pink, Day dress,COTTON MESH POLO DRESS ,Polo Ralph Lauren,https://www.zalando.co.uk/polo-ralph-lauren-basic-day-dress-carmel-pink-po221c06e-j11.html,Â£139.99
3549,PO221C06E-J11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,--,--,PiquÃ©,--,--,Regular Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 11""  tall and is wearing size S",100% cotton,--,Plain,--,--,Short,--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,COTTON MESH POLO DRESS ,Polo Ralph Lauren,https://www.zalando.co.uk/polo-ralph-lauren-basic-day-dress-carmel-pink-po221c06e-j11.html,Â£139.99
3550,PO221C06E-J11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,--,--,PiquÃ©,--,--,Regular Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 11""  tall and is wearing size S",100% cotton,--,Plain,--,--,Short,--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,chalet purple, Day dress,COTTON MESH POLO DRESS ,Polo Ralph Lauren,https://www.zalando.co.uk/polo-ralph-lauren-basic-day-dress-carmel-pink-po221c06e-j11.html,Â£139.99
3551,FP021C0BN-Q11,--,--,--,Hand wash only,--,--,--,Adjustable straps,Jersey,--,--,Bodycon,--,--,--,Short,--,--,--,Backless,"Our model is 5' 9""  tall and is wearing size 8/10","88% nylon, 12% elastane",--,Plain,--,--,"Sleeveless, spaghetti straps",--,--,--,--,"29.0 "" (Size 8/10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,PROBABLY SHOULD BODYCON ,Free People,https://www.zalando.co.uk/free-people-probably-should-bodycon-shift-dress-black-fp021c0bn-q11.html,Â£59.99
